6307 BIO10 2
28652 56 FIS01
28653 64 IINF04
28654 16 INGIND35
28655 40 FIS01
28656 66 INF01
28657 65 IINF05
28658 34 IINF05
28659 77 IINF04
28660 59 INF01
28661 2 FIS01
28662 25 MED18
28663 13 IINF05
28664 13 MAT01
28665 13 IINF04
28666 26 AGR03
28667 57 BIO10
28668 81 INGIND35
28669 34 BIO10
28670 44 IINF05
28671 78 INGIND35
28672 88 BIO10
28673 27 INGIND35
28674 90 INF01
28675 94 IINF05
28676 16 INF01
28677 75 FIS01
28678 92 INF01
28679 81 IINF05
28680 56 IINF04
28681 67 MAT01
28682 13 MAT01
28683 61 IINF05
28684 40 FIS01
28685 20 CHIM02
28686 23 IINF04
28687 50 MAT01
28688 56 IINF04
28689 58 INF01
28690 73 BIO10
28691 77 AGR03
28692 41 MAT01
28693 28 FIS01
28694 18 IINF04
28695 64 AGR03
28696 56 INGIND35
28697 95 INGIND35
28698 61 INF01
28699 15 CHIM02
28700 35 MED18
28701 16 MAT01
28702 83 IINF05
28703 22 MED18
28704 55 CHIM02
28705 16 CHIM02
28706 39 MED18
28707 76 IINF04
28708 55 INGIND35
28709 61 AGR03
28710 64 INF01
28711 60 INGIND35
28712 23 MAT01
28713 15 BIO10
28714 18 AGR03
28715 43 IINF05
28716 7 IINF05
28717 63 INGIND35
28718 81 FIS01
28719 42 IINF05
28720 31 FIS01
28721 100 CHIM02
28722 40 MED18
28723 16 CHIM02
28724 89 AGR03
28725 47 INGIND35
28726 69 MAT01
28727 17 CHIM02
28728 55 MED18
28729 73 INGIND35
28730 39 FIS01
28731 86 MED18
28732 6 IINF05
28733 69 INGIND35
28734 62 MAT01
28735 83 AGR03
28736 49 AGR03
28737 98 INGIND35
28738 13 AGR03
28739 97 INF01
28740 86 IINF05
28741 64 AGR03
28742 5 CHIM02
28743 34 CHIM02
28744 33 IINF05
28745 94 FIS01
28746 21 INF01
28747 83 FIS01
28748 25 INGIND35
28749 53 BIO10
28750 29 INF01
28751 56 FIS01
28752 68 IINF05
28753 74 MED18
28754 61 MAT01
28755 4 CHIM02
28756 93 BIO10
28757 33 IINF04
28758 16 FIS01
28759 53 IINF05
28760 60 AGR03
28761 37 AGR03
28762 31 MED18
28763 22 MED18
28764 89 CHIM02
28765 76 INF01
28766 75 INF01
28767 55 BIO10
28768 23 BIO10
28769 88 INF01
28770 20 CHIM02
28771 70 CHIM02
28772 78 IINF05
28773 39 CHIM02
28774 93 IINF05
28775 29 AGR03
28776 23 IINF05
28777 71 IINF04
28778 40 INGIND35
28779 72 MED18
28780 12 AGR03
28781 2 AGR03
28782 24 IINF04
28783 37 INGIND35
28784 4 INGIND35
28785 57 FIS01
28786 31 IINF05
28787 92 BIO10
28788 57 INF01
28789 29 INGIND35
28790 36 IINF04
28791 49 AGR03
28792 34 AGR03
28793 7 MAT01
28794 1 FIS01
28795 83 INF01
28796 73 MAT01
28797 54 MED18
28798 41 MED18
28799 65 BIO10
28800 14 BIO10
28801 99 INF01
28802 35 MAT01
28803 28 MAT01
28804 2 BIO10
28805 43 FIS01
28806 94 IINF05
28807 91 INF01
28808 40 MAT01
28809 31 FIS01
28810 20 INF01
28811 86 IINF05
28812 49 INGIND35
28813 97 IINF04
28814 81 BIO10
28815 89 INGIND35
28816 82 AGR03
28817 1 IINF05
28818 44 MAT01
28819 28 IINF05
28820 34 MAT01
28821 20 INF01
28822 81 MAT01
28823 14 BIO10
28824 70 MED18
28825 33 IINF04
28826 35 MAT01
28827 77 INF01
28828 58 AGR03
28829 77 INF01
28830 9 INGIND35
28831 100 CHIM02
28832 60 CHIM02
28833 5 FIS01
28834 88 BIO10
28835 81 IINF04
28836 8 MAT01
28837 33 CHIM02
28838 28 INF01
28839 68 AGR03
28840 79 INGIND35
28841 56 INF01
28842 26 IINF04
28843 37 MED18
28844 27 FIS01
28845 32 INF01
28846 64 MED18
28847 60 BIO10
28848 85 AGR03
28849 42 INGIND35
28850 94 IINF05
28851 98 AGR03
28852 61 BIO10
28853 5 AGR03
28854 69 IINF04
28855 80 CHIM02
28856 32 CHIM02
28857 11 INF01
28858 56 AGR03
28859 33 MED18
28860 44 IINF04
28861 10 AGR03
28862 36 MED18
28863 14 CHIM02
28864 54 INF01
28865 22 BIO10
28866 64 CHIM02
28867 100 IINF04
28868 15 MAT01
28869 72 CHIM02
28870 33 FIS01
28871 51 INGIND35
28872 100 BIO10
28873 24 IINF04
28874 49 MED18
28875 13 FIS01
28876 8 MAT01
28877 25 MAT01
28878 67 AGR03
28879 50 AGR03
28880 42 CHIM02
28881 83 IINF05
28882 69 BIO10
28883 63 AGR03
28884 47 IINF04
28885 10 INGIND35
28886 76 IINF05
28887 34 INGIND35
28888 34 INGIND35
28889 61 CHIM02
28890 35 INF01
28891 44 MAT01
28892 57 CHIM02
28893 50 CHIM02
28894 12 AGR03
28895 38 AGR03
28896 91 MED18
28897 13 INGIND35
28898 20 AGR03
28899 49 BIO10
28900 6 MAT01
28901 49 FIS01
28902 87 CHIM02
28903 82 INGIND35
28904 23 MAT01
28905 91 MAT01
28906 29 INF01
28907 32 INGIND35
28908 94 MED18
28909 77 AGR03
28910 29 MAT01
28911 32 CHIM02
28912 74 MED18
28913 85 INF01
28914 76 INGIND35
28915 84 FIS01
28916 100 MAT01
28917 71 CHIM02
28918 64 INGIND35
28919 25 AGR03
28920 33 MED18
28921 52 IINF05
28922 93 INF01
28923 74 MED18
28924 17 FIS01
28925 16 AGR03
28926 67 MAT01
28927 69 AGR03
28928 84 IINF04
28929 20 MED18
28930 93 INGIND35
28931 43 CHIM02
28932 95 FIS01
28933 90 INGIND35
28934 71 AGR03
28935 10 INF01
28936 1 IINF04
28937 38 IINF05
28938 91 BIO10
28939 85 MAT01
28940 54 IINF05
28941 10 BIO10
28942 30 MED18
28943 69 FIS01
28944 43 MED18
28945 45 IINF04
28946 9 IINF04
28947 76 FIS01
28948 39 IINF05
28949 64 MED18
28950 55 MAT01
28951 2 AGR03
28952 72 AGR03
28953 38 IINF05
28954 81 INGIND35
28955 29 MED18
28956 78 BIO10
28957 79 CHIM02
28958 95 IINF04
28959 21 INF01
28960 63 AGR03
28961 76 IINF04
28962 15 IINF04
28963 56 INGIND35
28964 19 MAT01
28965 84 IINF05
28966 51 IINF05
28967 62 MAT01
28968 18 INGIND35
28969 85 MAT01
28970 98 BIO10
28971 6 AGR03
28972 4 MAT01
28973 67 MAT01
28974 49 INGIND35
28975 63 INF01
28976 76 FIS01
28977 65 FIS01
28978 12 INGIND35
28979 44 INF01
28980 41 CHIM02
28981 46 FIS01
28982 89 INGIND35
28983 9 INF01
28984 23 IINF04
28985 86 MAT01
28986 18 FIS01
28987 11 IINF05
28988 80 INF01
28989 58 MAT01
28990 12 BIO10
28991 42 MED18
28992 67 MED18
28993 61 INF01
28994 41 IINF05
28995 9 BIO10
28996 36 MED18
28997 59 AGR03
28998 48 INF01
28999 54 AGR03
29000 5 IINF04
29001 28 INF01
29002 19 AGR03
29003 31 IINF05
29004 64 INGIND35
29005 41 CHIM02
29006 81 MAT01
29007 9 IINF04
29008 8 MAT01
29009 30 INGIND35
29010 35 FIS01
29011 14 FIS01
29012 83 IINF04
29013 34 BIO10
29014 23 CHIM02
29015 30 MED18
29016 81 IINF04
29017 87 CHIM02
29018 20 MED18
29019 17 IINF04
29020 55 CHIM02
29021 68 INF01
29022 32 IINF05
29023 27 MED18
29024 87 FIS01
29025 34 FIS01
29026 81 AGR03
29027 21 CHIM02
29028 87 MED18
29029 54 INGIND35
29030 6 CHIM02
29031 59 INGIND35
29032 59 AGR03
29033 93 IINF05
29034 32 FIS01
29035 82 MAT01
29036 53 INF01
29037 91 IINF04
29038 43 BIO10
29039 38 MAT01
29040 26 BIO10
29041 86 BIO10
29042 23 INF01
29043 100 FIS01
29044 16 INF01
29045 8 FIS01
29046 46 BIO10
29047 51 MAT01
29048 12 BIO10
29049 47 MAT01
29050 24 IINF04
29051 93 AGR03
29052 32 MAT01
29053 30 INGIND35
29054 76 MED18
29055 6 INF01
29056 83 FIS01
29057 94 MAT01
29058 21 INGIND35
29059 94 INGIND35
29060 7 BIO10
29061 21 CHIM02
29062 17 CHIM02
29063 63 AGR03
29064 22 IINF05
29065 60 INF01
29066 74 MED18
29067 90 CHIM02
29068 4 FIS01
29069 95 CHIM02
29070 8 IINF04
29071 87 MAT01
29072 18 IINF05
29073 14 FIS01
29074 37 INGIND35
29075 36 BIO10
29076 4 INGIND35
29077 76 BIO10
29078 34 IINF05
29079 61 AGR03
29080 85 MED18
29081 83 MAT01
29082 18 BIO10
29083 64 IINF04
29084 92 IINF05
29085 95 INGIND35
29086 26 IINF05
29087 19 IINF04
29088 72 IINF05
29089 87 IINF04
29090 76 FIS01
29091 54 FIS01
29092 27 INF01
29093 32 AGR03
29094 28 MED18
29095 42 MED18
29096 78 INGIND35
29097 71 MED18
29098 79 IINF04
29099 67 INF01
29100 17 IINF05
29101 81 IINF04
29102 50 CHIM02
29103 11 MAT01
29104 2 FIS01
29105 94 MAT01
29106 76 MAT01
29107 94 IINF04
29108 60 INF01
29109 27 MED18
29110 67 CHIM02
29111 13 AGR03
29112 67 AGR03
29113 65 MED18
29114 49 AGR03
29115 41 CHIM02
29116 58 MAT01
29117 16 AGR03
29118 28 MAT01
29119 32 CHIM02
29120 86 BIO10
29121 4 IINF04
29122 94 INF01
29123 96 AGR03
29124 6 BIO10
29125 16 CHIM02
29126 56 MAT01
29127 14 AGR03
29128 52 BIO10
29129 53 IINF04
29130 26 MED18
29131 35 CHIM02
29132 95 MAT01
29133 24 FIS01
29134 44 INF01
29135 78 MAT01
29136 2 CHIM02
29137 89 BIO10
29138 78 IINF04
29139 62 CHIM02
29140 86 IINF04
29141 89 MED18
29142 2 IINF04
29143 31 BIO10
29144 69 INGIND35
29145 70 CHIM02
29146 5 AGR03
29147 63 FIS01
29148 99 MAT01
29149 25 INF01
29150 4 INF01
29151 43 MED18
29152 8 CHIM02
29153 77 IINF04
29154 58 AGR03
29155 20 INGIND35
29156 63 INF01
29157 64 CHIM02
29158 92 FIS01
29159 68 INGIND35
29160 67 MED18
29161 45 AGR03
29162 50 FIS01
29163 35 BIO10
29164 21 IINF05
29165 41 BIO10
29166 53 FIS01
29167 1 FIS01
29168 58 IINF04
29169 76 INGIND35
29170 78 INGIND35
29171 23 BIO10
29172 93 CHIM02
29173 27 INF01
29174 70 FIS01
29175 65 MED18
29176 72 IINF04
29177 45 IINF05
29178 50 BIO10
29179 78 INF01
29180 40 INF01
29181 31 FIS01
29182 21 FIS01
29183 63 IINF04
29184 28 CHIM02
29185 58 INF01
29186 64 IINF04
29187 66 AGR03
29188 21 INF01
29189 63 IINF04
29190 37 BIO10
29191 11 CHIM02
29192 26 BIO10
29193 3 IINF04
29194 98 INGIND35
29195 20 BIO10
29196 51 FIS01
29197 96 CHIM02
29198 76 FIS01
29199 50 INF01
29200 35 CHIM02
29201 21 FIS01
29202 48 MAT01
29203 21 IINF05
29204 26 INF01
29205 61 INGIND35
29206 61 FIS01
29207 22 INGIND35
29208 1 IINF05
29209 29 FIS01
29210 16 IINF04
29211 5 INF01
29212 65 INGIND35
29213 7 BIO10
29214 71 AGR03
29215 16 FIS01
29216 35 MAT01
29217 80 IINF04
29218 19 MAT01
29219 51 MAT01
29220 57 FIS01
29221 61 INGIND35
29222 16 MAT01
29223 85 FIS01
29224 2 INGIND35
29225 42 FIS01
29226 53 INGIND35
29227 91 INF01
29228 18 INF01
29229 88 IINF04
29230 44 FIS01
29231 9 AGR03
29232 68 CHIM02
29233 77 IINF04
29234 37 IINF04
29235 25 BIO10
29236 49 IINF05
29237 8 BIO10
29238 47 BIO10
29239 64 AGR03
29240 56 INF01
29241 50 BIO10
29242 36 MAT01
29243 6 BIO10
29244 83 CHIM02
29245 20 BIO10
29246 1 IINF04
29247 13 MED18
29248 23 AGR03
29249 67 IINF04
29250 85 AGR03
29251 59 CHIM02
29252 90 CHIM02
29253 47 INF01
29254 79 CHIM02
29255 24 BIO10
29256 74 BIO10
29257 79 FIS01
29258 41 MAT01
29259 52 BIO10
29260 11 IINF04
29261 80 IINF05
29262 75 MAT01
29263 26 FIS01
29264 43 INF01
29265 30 IINF04
29266 69 INF01
29267 86 CHIM02
29268 53 INGIND35
29269 34 INGIND35
29270 6 MED18
29271 20 FIS01
29272 10 MAT01
29273 98 INF01
29274 99 IINF05
29275 30 FIS01
29276 54 BIO10
29277 57 FIS01
29278 98 AGR03
29279 39 IINF05
29280 82 IINF05
29281 93 BIO10
29282 44 MED18
29283 63 INGIND35
29284 5 INF01
29285 44 IINF04
29286 60 MED18
29287 60 BIO10
29288 71 AGR03
29289 26 INGIND35
29290 100 BIO10
29291 44 IINF04
29292 97 MAT01
29293 31 MED18
29294 89 MAT01
29295 97 BIO10
29296 55 INGIND35
29297 52 BIO10
29298 5 IINF05
29299 16 BIO10
29300 39 AGR03
29301 88 IINF05
29302 69 AGR03
29303 9 INF01
29304 61 BIO10
29305 78 MED18
29306 15 INF01
29307 70 BIO10
29308 24 MED18
29309 5 INGIND35
29310 9 AGR03
29311 70 IINF05
29312 45 FIS01
29313 5 INGIND35
29314 87 FIS01
29315 66 CHIM02
29316 83 FIS01
29317 21 CHIM02
29318 5 MAT01
29319 43 INGIND35
29320 69 FIS01
29321 11 BIO10
29322 50 IINF04
29323 17 BIO10
29324 95 CHIM02
29325 48 MED18
29326 20 FIS01
29327 91 MED18
29328 32 MED18
29329 59 CHIM02
29330 53 FIS01
29331 87 MED18
29332 66 MAT01
29333 85 IINF04
29334 21 IINF04
29335 6 INF01
29336 30 BIO10
29337 40 IINF05
29338 4 MED18
29339 3 INGIND35
29340 89 AGR03
29341 63 FIS01
29342 85 CHIM02
29343 28 IINF04
29344 25 FIS01
29345 57 INGIND35
29346 21 FIS01
29347 30 INGIND35
29348 20 MED18
29349 91 BIO10
29350 99 CHIM02
29351 97 MED18
29352 99 BIO10
29353 90 CHIM02
29354 11 IINF05
29355 11 INF01
29356 38 FIS01
29357 76 CHIM02
29358 41 IINF04
29359 26 IINF04
29360 65 INGIND35
29361 90 CHIM02
29362 58 INF01
29363 57 INF01
29364 71 FIS01
29365 76 IINF04
29366 21 BIO10
29367 9 BIO10
29368 97 IINF04
29369 70 MAT01
29370 75 INGIND35
29371 69 IINF04
29372 5 FIS01
29373 40 FIS01
29374 20 BIO10
29375 3 INGIND35
29376 44 MAT01
29377 60 INGIND35
29378 3 AGR03
29379 54 AGR03
29380 95 CHIM02
29381 65 INGIND35
29382 82 INF01
29383 63 IINF05
29384 44 AGR03
29385 86 AGR03
29386 52 INF01
29387 95 BIO10
29388 84 BIO10
29389 28 MED18
29390 57 IINF04
29391 42 IINF05
29392 58 INF01
29393 91 IINF04
29394 25 IINF05
29395 55 MAT01
29396 90 AGR03
29397 64 BIO10
29398 26 AGR03
29399 74 MAT01
29400 43 CHIM02
29401 41 INGIND35
29402 14 IINF05
29403 71 IINF05
29404 63 MAT01
29405 100 MED18
29406 94 IINF05
29407 56 IINF05
29408 77 FIS01
29409 40 INF01
29410 91 MAT01
29411 8 IINF05
29412 59 INGIND35
29413 2 INF01
29414 90 INGIND35
29415 11 BIO10
29416 31 FIS01
29417 30 MED18
29418 64 BIO10
29419 12 AGR03
29420 62 CHIM02
29421 68 MED18
29422 22 CHIM02
29423 59 INGIND35
29424 96 CHIM02
29425 48 FIS01
29426 54 IINF04
29427 12 CHIM02
29428 5 AGR03
29429 75 IINF04
29430 10 BIO10
29431 18 MAT01
29432 18 INF01
29433 36 INGIND35
29434 5 INGIND35
29435 90 MAT01
29436 56 IINF05
29437 65 MAT01
29438 37 IINF04
29439 98 AGR03
29440 85 FIS01
29441 58 IINF04
29442 94 CHIM02
29443 68 INF01
29444 26 INGIND35
29445 17 IINF04
29446 70 AGR03
29447 25 INF01
29448 20 FIS01
29449 23 INGIND35
29450 97 MED18
29451 95 IINF04
29452 93 AGR03
29453 54 BIO10
29454 96 INF01
29455 65 AGR03
29456 54 INF01
29457 81 MAT01
29458 5 MED18
29459 30 AGR03
29460 47 IINF05
29461 55 INGIND35
29462 51 FIS01
29463 41 FIS01
29464 5 AGR03
29465 83 AGR03
29466 24 MAT01
29467 39 BIO10
29468 21 AGR03
29469 64 IINF04
29470 3 MED18
29471 22 BIO10
29472 39 BIO10
29473 32 BIO10
29474 19 INF01
29475 33 BIO10
29476 67 BIO10
29477 85 CHIM02
29478 43 IINF04
29479 66 IINF05
29480 99 BIO10
29481 36 IINF04
29482 38 MED18
29483 63 BIO10
29484 73 MAT01
29485 65 INF01
29486 28 INF01
29487 41 FIS01
29488 61 INGIND35
29489 52 IINF05
29490 80 BIO10
29491 79 INGIND35
29492 47 CHIM02
29493 47 CHIM02
29494 86 INF01
29495 37 MAT01
29496 88 AGR03
29497 9 INF01
29498 33 IINF05
29499 96 IINF05
29500 76 IINF04
29501 6 INGIND35
29502 97 BIO10
29503 67 IINF05
29504 1 CHIM02
29505 41 FIS01
29506 10 MAT01
29507 37 IINF04
29508 62 BIO10
29509 83 BIO10
29510 67 CHIM02
29511 68 INF01
29512 25 IINF04
29513 96 MED18
29514 18 MED18
29515 45 INF01
29516 90 CHIM02
29517 20 IINF04
29518 37 BIO10
29519 85 INGIND35
29520 68 BIO10
29521 78 INGIND35
29522 94 IINF04
29523 62 IINF05
29524 15 CHIM02
29525 12 CHIM02
29526 70 INGIND35
29527 100 INGIND35
29528 66 FIS01
29529 37 AGR03
29530 39 AGR03
29531 92 INGIND35
29532 25 IINF04
29533 85 AGR03
29534 13 INGIND35
29535 26 AGR03
29536 57 AGR03
29537 62 FIS01
29538 29 IINF04
29539 68 MED18
29540 13 BIO10
29541 64 MED18
29542 9 BIO10
29543 16 BIO10
29544 33 INF01
29545 1 IINF05
29546 17 FIS01
29547 22 MAT01
29548 99 INF01
29549 34 INGIND35
29550 1 INF01
29551 36 AGR03
29552 36 IINF04
29553 54 INF01
29554 72 FIS01
29555 39 MED18
29556 8 FIS01
29557 14 INGIND35
29558 21 INGIND35
29559 30 IINF04
29560 59 INGIND35
29561 16 AGR03
29562 47 MAT01
29563 89 MED18
29564 78 MAT01
29565 33 MED18
29566 96 MED18
29567 94 IINF05
29568 100 MED18
29569 11 CHIM02
29570 65 IINF04
29571 58 INGIND35
29572 8 CHIM02
29573 32 CHIM02
29574 28 IINF04
29575 78 CHIM02
29576 47 INGIND35
29577 53 INGIND35
29578 55 IINF04
29579 70 MAT01
29580 5 IINF05
29581 78 MED18
29582 5 MAT01
29583 80 INGIND35
29584 22 INGIND35
29585 58 IINF05
29586 70 IINF05
29587 59 MED18
29588 32 MED18
29589 77 AGR03
29590 74 MAT01
29591 1 BIO10
29592 69 MAT01
29593 77 MAT01
29594 85 AGR03
29595 17 IINF05
29596 93 BIO10
29597 88 BIO10
29598 67 INGIND35
29599 65 CHIM02
29600 33 MAT01
29601 62 MED18
29602 80 INGIND35
29603 100 MAT01
29604 69 CHIM02
29605 57 IINF04
29606 55 AGR03
29607 36 MED18
29608 23 IINF05
29609 51 AGR03
29610 91 MAT01
29611 13 INF01
29612 2 IINF04
29613 99 MED18
29614 100 MAT01
29615 43 CHIM02
29616 66 CHIM02
29617 41 INGIND35
29618 96 IINF05
29619 92 INF01
29620 1 MAT01
29621 53 MED18
29622 58 IINF04
29623 29 IINF04
29624 69 FIS01
29625 72 FIS01
29626 1 AGR03
29627 12 MED18
29628 60 INF01
29629 7 INGIND35
29630 68 BIO10
29631 58 AGR03
29632 92 MED18
29633 72 AGR03
29634 95 INF01
29635 77 MAT01
29636 38 AGR03
29637 30 MAT01
29638 81 IINF04
29639 96 MED18
29640 14 MED18
29641 49 CHIM02
29642 47 INGIND35
29643 98 INF01
29644 62 IINF05
29645 82 MAT01
29646 16 AGR03
29647 41 INGIND35
29648 15 AGR03
29649 14 MAT01
29650 27 MED18
29651 82 FIS01
29652 34 IINF04
29653 41 MAT01
29654 55 IINF04
29655 69 IINF05
29656 36 INF01
29657 59 IINF04
29658 16 FIS01
29659 89 BIO10
29660 17 INF01
29661 7 INGIND35
29662 24 IINF05
29663 87 MAT01
29664 88 MAT01
29665 65 INF01
29666 3 MAT01
29667 37 INGIND35
29668 82 INGIND35
29669 34 INGIND35
29670 82 MAT01
29671 19 AGR03
29672 94 BIO10
29673 47 INGIND35
29674 89 MAT01
29675 74 MAT01
29676 81 FIS01
29677 36 INGIND35
29678 99 FIS01
29679 32 IINF04
29680 71 FIS01
29681 64 CHIM02
29682 8 MED18
29683 3 INF01
29684 74 IINF04
29685 9 FIS01
29686 72 FIS01
29687 68 AGR03
29688 6 FIS01
29689 34 BIO10
29690 46 FIS01
29691 27 AGR03
29692 96 MED18
29693 16 AGR03
29694 6 FIS01
29695 83 CHIM02
29696 61 CHIM02
29697 30 IINF04
29698 16 IINF05
29699 9 IINF04
29700 87 MED18
29701 19 CHIM02
29702 63 INF01
29703 4 IINF04
29704 43 AGR03
29705 97 AGR03
29706 66 INF01
29707 9 IINF04
29708 71 IINF04
29709 50 FIS01
29710 36 IINF05
29711 75 INF01
29712 93 IINF05
29713 67 IINF05
29714 59 AGR03
29715 93 IINF05
29716 51 BIO10
29717 31 IINF04
29718 4 INF01
29719 98 BIO10
29720 86 CHIM02
29721 37 BIO10
29722 59 CHIM02
29723 21 MED18
29724 12 MED18
29725 93 BIO10
29726 50 IINF04
29727 65 MAT01
29728 27 IINF05
29729 58 MAT01
29730 93 MAT01
29731 1 INF01
29732 14 IINF05
29733 46 AGR03
29734 10 MAT01
29735 25 BIO10
29736 44 BIO10
29737 15 INGIND35
29738 54 IINF04
29739 87 INF01
29740 25 BIO10
29741 21 MED18
29742 19 FIS01
29743 31 FIS01
29744 61 IINF04
29745 72 FIS01
29746 33 CHIM02
29747 41 AGR03
29748 13 CHIM02
29749 29 IINF05
29750 23 INGIND35
29751 62 INGIND35
29752 37 MED18
29753 83 INGIND35
29754 87 CHIM02
29755 30 CHIM02
29756 26 INGIND35
29757 57 IINF04
29758 1 MAT01
29759 72 INF01
29760 30 INGIND35
29761 74 CHIM02
29762 62 BIO10
29763 27 INGIND35
29764 5 IINF04
29765 80 INF01
29766 58 FIS01
29767 70 CHIM02
29768 62 MAT01
29769 30 CHIM02
29770 69 IINF04
29771 82 IINF04
29772 38 INGIND35
29773 74 MED18
29774 13 FIS01
29775 28 IINF05
29776 93 FIS01
29777 74 BIO10
29778 52 BIO10
29779 88 FIS01
29780 100 FIS01
29781 15 IINF04
29782 72 AGR03
29783 26 FIS01
29784 76 MED18
29785 31 INGIND35
29786 27 IINF04
29787 88 AGR03
29788 89 BIO10
29789 14 BIO10
29790 50 IINF04
29791 18 CHIM02
29792 41 CHIM02
29793 84 CHIM02
29794 43 IINF05
29795 86 MAT01
29796 93 INF01
29797 63 IINF04
29798 12 MED18
29799 17 CHIM02
29800 16 INGIND35
29801 92 BIO10
29802 5 IINF04
29803 63 INGIND35
29804 52 IINF04
29805 42 INGIND35
29806 55 INGIND35
29807 91 AGR03
29808 7 BIO10
29809 49 BIO10
29810 87 FIS01
29811 18 BIO10
29812 83 INF01
29813 37 FIS01
29814 60 FIS01
29815 42 FIS01
29816 1 AGR03
29817 54 MAT01
29818 61 FIS01
29819 56 INGIND35
29820 51 MAT01
29821 77 BIO10
29822 24 BIO10
29823 73 FIS01
29824 78 FIS01
29825 30 CHIM02
29826 91 AGR03
29827 49 BIO10
29828 19 AGR03
29829 92 MAT01
29830 100 IINF05
29831 100 MAT01
29832 41 AGR03
29833 76 BIO10
29834 37 IINF05
29835 64 IINF05
29836 37 MAT01
29837 81 AGR03
29838 85 AGR03
29839 85 INF01
29840 82 MAT01
29841 85 BIO10
29842 20 MAT01
29843 98 CHIM02
29844 57 INF01
29845 2 IINF05
29846 29 INF01
29847 26 INGIND35
29848 27 IINF04
29849 60 AGR03
29850 84 FIS01
29851 4 IINF04
29852 93 BIO10
29853 29 BIO10
29854 41 MAT01
29855 12 CHIM02
29856 25 INF01
29857 90 BIO10
29858 62 CHIM02
29859 13 AGR03
29860 4 MED18
29861 68 INGIND35
29862 35 INF01
29863 75 INGIND35
29864 40 BIO10
29865 12 IINF04
29866 22 INF01
29867 92 AGR03
29868 75 MAT01
29869 29 FIS01
29870 10 MED18
29871 58 IINF04
29872 73 CHIM02
29873 77 IINF05
29874 28 BIO10
29875 91 IINF05
29876 79 AGR03
29877 77 INF01
29878 33 IINF04
29879 21 INGIND35
29880 100 FIS01
29881 53 MAT01
29882 87 INGIND35
29883 8 FIS01
29884 45 INGIND35
29885 42 IINF04
29886 45 IINF05
29887 29 INF01
29888 27 BIO10
29889 49 INGIND35
29890 50 IINF05
29891 29 AGR03
29892 7 BIO10
29893 30 MED18
29894 26 FIS01
29895 89 CHIM02
29896 99 IINF05
29897 31 MED18
29898 87 IINF04
29899 100 INGIND35
29900 93 MED18
29901 90 IINF05
29902 94 BIO10
29903 56 INGIND35
29904 61 MED18
29905 71 AGR03
29906 7 BIO10
29907 64 MED18
29908 56 MAT01
29909 32 IINF04
29910 80 INGIND35
29911 10 IINF05
29912 71 IINF04
29913 77 FIS01
29914 43 IINF04
29915 24 IINF05
29916 53 INF01
29917 90 BIO10
29918 78 IINF05
29919 4 BIO10
29920 61 BIO10
29921 61 IINF04
29922 44 MAT01
29923 72 FIS01
29924 33 INF01
29925 66 MED18
29926 39 INGIND35
29927 72 BIO10
29928 43 INF01
29929 38 INGIND35
29930 34 AGR03
29931 48 CHIM02
29932 93 MED18
29933 22 BIO10
29934 24 INF01
29935 58 AGR03
29936 13 FIS01
29937 25 MED18
29938 40 BIO10
29939 84 CHIM02
29940 83 AGR03
29941 38 FIS01
29942 40 CHIM02
29943 69 INGIND35
29944 68 IINF04
29945 24 BIO10
29946 41 MAT01
29947 98 AGR03
29948 52 INGIND35
29949 34 INGIND35
29950 12 BIO10
29951 14 INF01
29952 32 INGIND35
29953 94 MAT01
29954 90 BIO10
29955 82 BIO10
29956 25 MAT01
29957 11 MAT01
29958 46 INF01
29959 92 AGR03
29960 17 MED18
29961 64 BIO10
29962 32 MED18
29963 10 IINF05
29964 72 INF01
29965 47 INGIND35
29966 84 INGIND35
29967 39 INF01
29968 84 INF01
29969 9 AGR03
29970 33 MAT01
29971 24 FIS01
29972 43 MAT01
29973 78 MAT01
29974 48 INGIND35
29975 67 MED18
29976 49 IINF04
29977 79 IINF05
29978 86 CHIM02
29979 58 MED18
29980 96 INGIND35
29981 39 CHIM02
29982 51 CHIM02
29983 92 MED18
29984 85 MED18
29985 15 MED18
29986 100 MAT01
29987 97 INGIND35
29988 40 INF01
29989 89 INGIND35
29990 63 AGR03
29991 12 AGR03
29992 83 MAT01
29993 77 CHIM02
29994 95 CHIM02
29995 24 FIS01
29996 84 INF01
29997 69 IINF04
29998 11 INGIND35
29999 29 FIS01
30000 2 IINF04
30001 72 MED18
30002 100 IINF05
30003 90 FIS01
30004 7 INF01
30005 71 CHIM02
30006 7 MED18
30007 31 INF01
30008 22 MAT01
30009 68 MAT01
30010 63 IINF04
30011 70 BIO10
30012 13 INGIND35
30013 22 AGR03
30014 88 INF01
30015 87 CHIM02
30016 37 IINF04
30017 4 BIO10
30018 5 MED18
30019 70 BIO10
30020 55 INF01
30021 79 BIO10
30022 92 IINF05
30023 40 INGIND35
30024 67 INF01
30025 9 FIS01
30026 58 CHIM02
30027 5 CHIM02
30028 10 INGIND35
30029 54 CHIM02
30030 69 CHIM02
30031 74 INGIND35
30032 63 FIS01
30033 61 INF01
30034 74 IINF05
30035 2 AGR03
30036 58 IINF04
30037 49 INF01
30038 88 FIS01
30039 56 MAT01
30040 18 CHIM02
30041 62 IINF05
30042 52 MED18
30043 40 IINF04
30044 4 BIO10
30045 62 IINF04
30046 3 IINF04
30047 6 IINF05
