10000 INGIND35 50
55183 65 MAT01
55184 34 CHIM02
55185 94 CHIM02
55186 86 CHIM02
55187 62 IINF04
55188 86 INF01
55189 77 IINF05
55190 25 AGR03
55191 8 INGIND35
55192 22 AGR03
55193 71 INF01
55194 81 AGR03
55195 90 MAT01
55196 37 CHIM02
55197 43 CHIM02
55198 53 CHIM02
55199 51 CHIM02
55200 37 AGR03
55201 61 BIO10
55202 95 MAT01
55203 20 MED18
55204 97 BIO10
55205 46 MED18
55206 2 IINF05
55207 83 CHIM02
55208 6 MED18
55209 98 IINF04
55210 30 IINF04
55211 94 FIS01
55212 56 MED18
55213 7 BIO10
55214 83 INF01
55215 47 INF01
55216 73 FIS01
55217 83 IINF05
55218 39 INGIND35
55219 6 IINF05
55220 83 FIS01
55221 68 FIS01
55222 68 IINF05
55223 95 FIS01
55224 17 IINF04
55225 46 AGR03
55226 17 INF01
55227 41 INGIND35
55228 50 MED18
55229 9 AGR03
55230 61 MAT01
55231 57 INF01
55232 32 INF01
55233 4 CHIM02
55234 65 MAT01
55235 55 INF01
55236 37 MED18
55237 92 BIO10
55238 52 MAT01
55239 93 AGR03
55240 92 IINF05
55241 34 INGIND35
55242 37 MAT01
55243 21 INF01
55244 17 INF01
55245 91 MAT01
55246 73 INF01
55247 22 INGIND35
55248 44 IINF05
55249 85 CHIM02
55250 78 AGR03
55251 48 CHIM02
55252 93 IINF05
55253 95 IINF05
55254 13 MAT01
55255 97 MAT01
55256 92 CHIM02
55257 49 MAT01
55258 28 BIO10
55259 40 INGIND35
55260 42 INF01
55261 27 FIS01
55262 25 CHIM02
55263 4 INF01
55264 39 MAT01
55265 45 IINF05
55266 26 AGR03
55267 36 MED18
55268 33 CHIM02
55269 33 BIO10
55270 77 AGR03
55271 77 MAT01
55272 54 INF01
55273 46 MAT01
55274 6 IINF04
55275 1 FIS01
55276 89 MED18
55277 23 CHIM02
55278 29 FIS01
55279 67 MAT01
55280 18 IINF05
55281 62 FIS01
55282 64 MED18
55283 33 AGR03
55284 97 CHIM02
55285 14 FIS01
55286 12 INGIND35
55287 38 CHIM02
55288 9 MED18
55289 78 MED18
55290 16 IINF05
55291 53 INGIND35
55292 66 INGIND35
55293 39 IINF05
55294 10 INGIND35
55295 3 FIS01
55296 80 IINF05
55297 93 MED18
55298 81 INF01
55299 50 BIO10
55300 33 IINF05
55301 90 INGIND35
55302 47 AGR03
55303 68 IINF05
55304 92 FIS01
55305 100 MAT01
55306 33 BIO10
55307 48 INGIND35
55308 33 INGIND35
55309 35 IINF04
55310 4 IINF04
55311 53 INGIND35
55312 64 CHIM02
55313 75 AGR03
55314 2 INF01
55315 97 MAT01
55316 8 IINF05
55317 33 MED18
55318 48 IINF05
55319 99 CHIM02
55320 12 MED18
55321 4 MED18
55322 90 INGIND35
55323 78 FIS01
55324 29 IINF05
55325 54 AGR03
55326 71 MED18
55327 36 INGIND35
55328 54 MED18
55329 64 BIO10
55330 17 MAT01
55331 80 FIS01
55332 12 FIS01
55333 24 IINF05
55334 70 FIS01
55335 19 IINF04
55336 83 MAT01
55337 18 IINF04
55338 80 MAT01
55339 64 MED18
55340 88 IINF04
55341 57 MAT01
55342 89 CHIM02
55343 78 AGR03
55344 28 BIO10
55345 36 CHIM02
55346 24 IINF04
55347 41 FIS01
55348 70 AGR03
55349 69 BIO10
55350 17 FIS01
55351 49 MED18
55352 69 FIS01
55353 43 CHIM02
55354 98 CHIM02
55355 99 FIS01
55356 100 IINF05
55357 47 FIS01
55358 64 BIO10
55359 22 INF01
55360 54 INF01
55361 6 BIO10
55362 16 IINF05
55363 94 AGR03
55364 68 AGR03
55365 81 INF01
55366 63 INF01
55367 36 AGR03
55368 88 FIS01
55369 66 MED18
55370 21 FIS01
55371 17 IINF04
55372 61 IINF05
55373 7 IINF05
55374 67 INGIND35
55375 96 FIS01
55376 32 MAT01
55377 9 MAT01
55378 21 CHIM02
55379 94 INGIND35
55380 84 FIS01
55381 84 IINF05
55382 59 CHIM02
55383 64 FIS01
55384 20 FIS01
55385 29 BIO10
55386 64 IINF05
55387 40 INF01
55388 74 MED18
55389 93 FIS01
55390 50 CHIM02
55391 64 FIS01
55392 98 MED18
55393 77 MAT01
55394 42 MED18
55395 59 AGR03
55396 68 FIS01
55397 78 MAT01
55398 84 CHIM02
55399 16 CHIM02
55400 31 IINF05
55401 84 MED18
55402 75 CHIM02
55403 30 BIO10
55404 26 INGIND35
55405 36 MAT01
55406 54 IINF04
55407 83 INF01
55408 19 MAT01
55409 42 AGR03
55410 95 IINF04
55411 92 MED18
55412 23 INGIND35
55413 8 MAT01
55414 63 MAT01
55415 12 MED18
55416 43 BIO10
55417 39 INF01
55418 98 INF01
55419 62 IINF05
55420 10 IINF04
55421 53 AGR03
55422 65 MED18
55423 64 CHIM02
55424 41 INGIND35
55425 1 FIS01
55426 32 IINF05
55427 11 INGIND35
55428 5 INF01
55429 26 AGR03
55430 44 FIS01
55431 60 BIO10
55432 64 INF01
55433 30 AGR03
55434 78 IINF05
55435 54 BIO10
55436 35 MAT01
55437 82 IINF04
55438 95 AGR03
55439 37 INGIND35
55440 52 CHIM02
55441 73 IINF04
55442 35 AGR03
55443 85 INF01
55444 59 INGIND35
55445 49 FIS01
55446 41 INGIND35
55447 56 INF01
55448 34 CHIM02
55449 83 MAT01
55450 26 INF01
55451 57 MAT01
55452 40 BIO10
55453 79 FIS01
55454 44 FIS01
55455 38 BIO10
55456 37 IINF05
55457 10 MAT01
55458 82 INF01
55459 63 BIO10
55460 27 CHIM02
55461 95 INF01
55462 46 FIS01
55463 11 MAT01
55464 82 BIO10
55465 12 BIO10
55466 11 MAT01
55467 71 INF01
55468 68 IINF05
55469 44 MAT01
55470 31 FIS01
55471 39 IINF04
55472 37 MED18
55473 74 IINF05
55474 79 CHIM02
55475 18 CHIM02
55476 72 INGIND35
55477 58 IINF05
55478 29 MED18
55479 8 BIO10
55480 48 MAT01
55481 40 AGR03
55482 55 MAT01
55483 87 CHIM02
55484 12 CHIM02
55485 10 IINF04
55486 7 IINF04
55487 73 BIO10
55488 95 INF01
55489 75 MAT01
55490 23 IINF04
55491 13 MAT01
55492 62 IINF04
55493 59 BIO10
55494 9 MAT01
55495 97 BIO10
55496 16 INGIND35
55497 1 IINF05
55498 80 IINF05
55499 89 INF01
55500 99 INF01
55501 94 IINF04
55502 57 IINF05
55503 31 IINF04
55504 17 AGR03
55505 85 INF01
55506 37 CHIM02
55507 100 MED18
55508 78 INGIND35
55509 15 BIO10
55510 57 AGR03
55511 35 INF01
55512 70 IINF05
55513 86 IINF05
55514 17 IINF05
55515 49 FIS01
55516 33 INF01
55517 79 INGIND35
55518 24 MED18
55519 46 IINF04
55520 89 CHIM02
55521 89 MED18
55522 33 BIO10
55523 39 FIS01
55524 90 MED18
55525 94 INGIND35
55526 3 MAT01
55527 76 IINF04
55528 27 INF01
55529 26 IINF05
55530 12 AGR03
55531 28 CHIM02
55532 52 MAT01
55533 36 MED18
55534 53 AGR03
55535 16 MAT01
55536 39 INF01
55537 40 CHIM02
55538 83 IINF05
55539 26 FIS01
55540 45 INF01
55541 22 INF01
55542 70 INF01
55543 23 MED18
55544 27 FIS01
55545 60 AGR03
55546 82 MAT01
55547 58 IINF05
55548 21 IINF05
55549 81 IINF05
55550 37 INGIND35
55551 67 CHIM02
55552 50 CHIM02
55553 24 IINF05
55554 83 INF01
55555 70 INF01
55556 99 INF01
55557 38 MAT01
55558 77 MED18
55559 93 BIO10
55560 59 MAT01
55561 4 INF01
55562 50 FIS01
55563 3 CHIM02
55564 18 BIO10
55565 20 IINF05
55566 92 INGIND35
55567 67 INF01
55568 51 IINF04
55569 78 INGIND35
55570 73 CHIM02
55571 84 CHIM02
55572 65 MAT01
55573 56 IINF04
55574 67 INF01
55575 12 CHIM02
55576 42 INF01
55577 29 MAT01
55578 14 MAT01
55579 79 IINF04
55580 76 MAT01
55581 69 MAT01
55582 28 IINF05
55583 97 MED18
55584 75 MED18
55585 45 CHIM02
55586 9 MED18
55587 97 CHIM02
55588 99 IINF05
55589 85 IINF04
55590 53 MAT01
55591 32 MAT01
55592 55 MAT01
55593 10 CHIM02
55594 17 FIS01
55595 76 MED18
55596 83 INGIND35
55597 95 IINF05
55598 52 AGR03
55599 75 AGR03
55600 18 FIS01
55601 10 INGIND35
55602 49 INF01
55603 57 INF01
55604 80 FIS01
55605 43 INGIND35
55606 38 MAT01
55607 1 FIS01
55608 14 IINF05
55609 52 INF01
55610 99 INF01
55611 21 MAT01
55612 26 AGR03
55613 16 CHIM02
55614 52 FIS01
55615 7 MAT01
55616 63 AGR03
55617 39 BIO10
55618 100 INGIND35
55619 41 CHIM02
55620 18 CHIM02
55621 53 INF01
55622 27 MAT01
55623 15 IINF04
55624 75 FIS01
55625 14 IINF05
55626 70 IINF05
55627 69 INGIND35
55628 59 CHIM02
55629 30 INF01
55630 94 INF01
55631 38 INF01
55632 75 IINF04
55633 43 AGR03
55634 52 IINF04
55635 91 IINF04
55636 93 BIO10
55637 65 INGIND35
55638 10 AGR03
55639 39 INF01
55640 11 MED18
55641 74 INF01
55642 100 AGR03
55643 56 INF01
55644 32 MAT01
55645 4 MED18
55646 24 MED18
55647 48 INGIND35
55648 22 IINF05
55649 41 IINF05
55650 59 MAT01
55651 17 IINF04
55652 62 AGR03
55653 79 AGR03
55654 47 MED18
55655 6 MED18
55656 72 FIS01
55657 76 FIS01
55658 88 IINF04
55659 77 BIO10
55660 94 INGIND35
55661 2 MAT01
55662 45 AGR03
55663 65 INGIND35
55664 79 AGR03
55665 37 INGIND35
55666 68 INGIND35
55667 40 IINF04
55668 59 INGIND35
55669 11 INGIND35
55670 41 MED18
55671 30 INF01
55672 48 IINF05
55673 60 AGR03
55674 39 CHIM02
55675 98 INGIND35
55676 84 CHIM02
55677 31 AGR03
55678 8 INF01
55679 67 FIS01
55680 57 BIO10
55681 91 FIS01
55682 54 BIO10
55683 50 IINF04
55684 66 MAT01
55685 2 INF01
55686 54 MED18
55687 15 INF01
55688 34 IINF05
55689 53 BIO10
55690 23 IINF04
55691 16 FIS01
55692 94 IINF04
55693 24 BIO10
55694 79 INF01
55695 71 INGIND35
55696 5 INGIND35
55697 44 AGR03
55698 93 MAT01
55699 89 INGIND35
55700 35 IINF04
55701 100 AGR03
55702 22 INF01
55703 16 CHIM02
55704 35 IINF04
55705 3 IINF05
55706 54 FIS01
55707 8 MAT01
55708 62 AGR03
55709 38 AGR03
55710 3 MED18
55711 30 MED18
55712 95 INGIND35
55713 94 INGIND35
55714 5 INGIND35
55715 100 CHIM02
55716 59 IINF04
55717 85 INF01
55718 80 INGIND35
55719 88 CHIM02
55720 72 IINF05
55721 47 MAT01
55722 32 MED18
55723 38 INF01
55724 6 IINF05
55725 24 CHIM02
55726 23 BIO10
55727 20 FIS01
55728 52 MAT01
55729 45 INGIND35
55730 42 FIS01
55731 81 IINF05
55732 35 MAT01
55733 89 IINF05
55734 69 AGR03
55735 60 IINF04
55736 21 INGIND35
55737 4 INGIND35
55738 57 MED18
55739 66 AGR03
55740 91 IINF04
55741 38 AGR03
55742 21 MED18
55743 50 INF01
55744 19 IINF05
55745 87 MED18
55746 24 FIS01
55747 80 BIO10
55748 78 FIS01
55749 72 INGIND35
55750 60 CHIM02
55751 32 MAT01
55752 28 CHIM02
55753 50 IINF05
55754 37 BIO10
55755 20 MAT01
55756 86 IINF04
55757 48 INF01
55758 51 INGIND35
55759 84 IINF05
55760 83 IINF05
55761 77 BIO10
55762 36 INGIND35
55763 1 BIO10
55764 85 FIS01
55765 86 BIO10
55766 68 IINF04
55767 80 MED18
55768 58 AGR03
55769 32 INGIND35
55770 60 IINF05
55771 1 FIS01
55772 96 FIS01
55773 90 AGR03
55774 62 IINF04
55775 73 IINF05
55776 96 AGR03
55777 53 INGIND35
55778 75 CHIM02
55779 19 CHIM02
55780 44 FIS01
55781 73 CHIM02
55782 77 MED18
55783 72 BIO10
55784 34 MAT01
55785 79 INGIND35
55786 21 FIS01
55787 1 FIS01
55788 27 IINF04
55789 86 CHIM02
55790 94 CHIM02
55791 67 MAT01
55792 78 MAT01
55793 69 AGR03
55794 64 CHIM02
55795 63 AGR03
55796 88 INGIND35
55797 17 CHIM02
55798 73 IINF05
55799 43 MAT01
55800 16 INF01
55801 77 CHIM02
55802 66 MAT01
55803 88 MED18
55804 92 BIO10
55805 32 FIS01
55806 14 CHIM02
55807 46 MED18
55808 30 INGIND35
55809 10 MED18
55810 8 INGIND35
55811 52 IINF05
55812 6 BIO10
55813 96 CHIM02
55814 16 MAT01
55815 70 IINF05
55816 56 AGR03
55817 99 CHIM02
55818 86 INF01
55819 59 FIS01
55820 85 FIS01
55821 12 INF01
55822 77 MAT01
55823 100 CHIM02
55824 60 BIO10
55825 7 BIO10
55826 20 INGIND35
55827 44 MED18
55828 62 MAT01
55829 92 IINF05
55830 54 INGIND35
55831 35 INGIND35
55832 80 INF01
55833 84 MAT01
55834 65 IINF04
55835 88 CHIM02
55836 88 IINF05
55837 54 INF01
55838 15 INF01
55839 34 MED18
55840 33 INF01
55841 74 INGIND35
55842 100 MED18
55843 58 IINF04
55844 9 BIO10
55845 97 INF01
55846 73 AGR03
55847 74 MED18
55848 63 AGR03
55849 68 IINF04
55850 61 AGR03
55851 67 INGIND35
55852 62 AGR03
55853 39 MED18
55854 29 INGIND35
55855 25 MAT01
55856 99 BIO10
55857 60 IINF04
55858 60 BIO10
55859 16 MED18
55860 73 MAT01
55861 14 AGR03
55862 6 INGIND35
55863 44 IINF04
55864 72 IINF04
55865 18 IINF04
55866 85 MED18
55867 73 FIS01
55868 84 IINF04
55869 11 MED18
55870 1 IINF05
55871 67 CHIM02
55872 83 CHIM02
55873 53 INF01
55874 53 FIS01
55875 24 IINF04
55876 96 BIO10
55877 95 IINF04
55878 74 FIS01
55879 72 IINF05
55880 57 CHIM02
55881 42 CHIM02
55882 17 AGR03
55883 99 MED18
55884 12 IINF04
55885 5 IINF05
55886 72 INGIND35
55887 56 IINF04
55888 38 CHIM02
55889 42 AGR03
55890 77 AGR03
55891 15 IINF05
55892 39 AGR03
55893 53 AGR03
55894 74 INF01
55895 46 CHIM02
55896 28 INGIND35
55897 81 IINF05
55898 24 MED18
55899 81 AGR03
55900 13 IINF04
55901 15 BIO10
55902 80 AGR03
55903 73 BIO10
55904 23 MED18
55905 42 BIO10
55906 42 CHIM02
55907 41 AGR03
55908 57 CHIM02
55909 4 INGIND35
55910 30 IINF05
55911 55 MED18
55912 79 BIO10
55913 9 IINF04
55914 56 INGIND35
55915 67 CHIM02
55916 12 FIS01
55917 85 MED18
55918 75 MAT01
55919 19 AGR03
55920 3 MED18
55921 34 FIS01
55922 97 IINF05
55923 25 MED18
55924 58 MAT01
55925 69 INF01
55926 64 MED18
55927 4 FIS01
55928 6 AGR03
55929 33 FIS01
55930 47 INF01
55931 48 INF01
55932 71 INF01
55933 84 AGR03
55934 61 BIO10
55935 53 BIO10
55936 21 BIO10
55937 53 FIS01
55938 67 BIO10
55939 3 IINF05
55940 38 CHIM02
55941 38 BIO10
55942 51 CHIM02
55943 44 MED18
55944 79 INGIND35
55945 100 INGIND35
55946 90 MAT01
55947 8 INGIND35
55948 25 BIO10
55949 73 MED18
55950 61 AGR03
55951 71 INGIND35
55952 89 CHIM02
55953 80 INGIND35
55954 5 IINF04
55955 22 CHIM02
55956 17 MED18
55957 58 CHIM02
55958 35 FIS01
55959 58 IINF04
55960 41 INF01
55961 66 MAT01
55962 77 BIO10
55963 67 INGIND35
55964 2 CHIM02
55965 42 MAT01
55966 62 CHIM02
55967 59 MAT01
55968 78 IINF04
55969 68 INGIND35
55970 33 MAT01
55971 54 IINF05
55972 24 INGIND35
55973 77 AGR03
55974 62 CHIM02
55975 44 MED18
55976 76 FIS01
55977 26 AGR03
55978 74 INF01
55979 51 IINF04
55980 27 MAT01
55981 90 AGR03
55982 90 BIO10
55983 39 INF01
55984 53 FIS01
55985 50 AGR03
55986 45 CHIM02
55987 73 IINF04
55988 21 INGIND35
55989 9 AGR03
55990 32 MAT01
55991 90 FIS01
55992 86 IINF04
55993 60 IINF04
55994 53 BIO10
55995 69 CHIM02
55996 9 FIS01
55997 18 AGR03
55998 52 INGIND35
55999 26 BIO10
56000 50 IINF05
56001 62 INF01
56002 47 BIO10
56003 62 IINF05
56004 45 INF01
56005 21 FIS01
56006 1 IINF04
56007 24 AGR03
56008 69 INF01
56009 99 FIS01
56010 77 MED18
56011 17 INF01
56012 76 MED18
56013 75 IINF05
56014 74 MED18
56015 42 BIO10
56016 52 BIO10
56017 11 INF01
56018 8 FIS01
56019 3 IINF04
56020 27 CHIM02
56021 68 MAT01
56022 68 CHIM02
56023 49 INF01
56024 78 IINF04
56025 90 AGR03
56026 2 INGIND35
56027 90 IINF05
56028 78 INF01
56029 38 INGIND35
56030 57 INF01
56031 39 BIO10
56032 80 FIS01
56033 89 INGIND35
56034 64 BIO10
56035 27 CHIM02
56036 57 FIS01
56037 27 MAT01
56038 75 MAT01
56039 18 BIO10
56040 27 CHIM02
56041 29 MED18
56042 89 FIS01
56043 27 IINF05
56044 52 INF01
56045 48 BIO10
56046 53 INF01
56047 71 MED18
56048 8 IINF04
56049 94 IINF05
56050 97 IINF05
56051 15 CHIM02
56052 73 INF01
56053 71 FIS01
56054 72 INGIND35
56055 83 AGR03
56056 54 AGR03
56057 97 IINF04
56058 44 FIS01
56059 83 MED18
56060 56 MAT01
56061 38 IINF05
56062 86 FIS01
56063 79 IINF05
56064 48 INGIND35
56065 50 CHIM02
56066 23 MAT01
56067 31 IINF05
56068 17 FIS01
56069 30 CHIM02
56070 96 BIO10
56071 39 AGR03
56072 79 IINF05
56073 33 INGIND35
56074 82 FIS01
56075 99 CHIM02
56076 99 INF01
56077 22 BIO10
56078 67 INGIND35
56079 67 MED18
56080 92 MAT01
56081 61 IINF04
56082 49 BIO10
56083 37 CHIM02
56084 96 CHIM02
56085 10 FIS01
56086 8 MAT01
56087 96 IINF04
56088 13 IINF04
56089 66 BIO10
56090 83 BIO10
56091 39 MED18
56092 46 MAT01
56093 78 IINF05
56094 67 CHIM02
56095 64 AGR03
56096 7 MAT01
56097 85 MAT01
56098 40 IINF04
56099 71 INGIND35
56100 95 IINF05
56101 6 INGIND35
56102 45 INF01
56103 82 MED18
56104 10 IINF04
56105 83 INGIND35
56106 31 MED18
56107 70 CHIM02
56108 25 MAT01
56109 58 INF01
56110 12 IINF04
56111 100 BIO10
56112 82 MAT01
56113 49 MED18
56114 91 INF01
56115 45 BIO10
56116 80 BIO10
56117 63 CHIM02
56118 92 MED18
56119 49 IINF05
56120 2 INF01
56121 92 INGIND35
56122 36 IINF04
56123 47 MED18
56124 36 IINF04
56125 16 INGIND35
56126 22 INGIND35
56127 30 FIS01
56128 40 IINF04
56129 22 IINF04
56130 18 BIO10
56131 73 INGIND35
56132 70 AGR03
56133 79 FIS01
56134 89 CHIM02
56135 27 INF01
56136 51 FIS01
56137 26 AGR03
56138 16 MED18
56139 78 MAT01
56140 76 MED18
56141 36 INF01
56142 68 CHIM02
56143 27 INF01
56144 91 AGR03
56145 40 INGIND35
56146 47 MED18
56147 24 MAT01
56148 18 INF01
56149 70 IINF04
56150 99 BIO10
56151 8 INF01
56152 9 BIO10
56153 88 FIS01
56154 41 INF01
56155 73 BIO10
56156 68 BIO10
56157 35 MED18
56158 15 AGR03
56159 54 INF01
56160 55 AGR03
56161 14 AGR03
56162 95 MAT01
56163 70 INGIND35
56164 39 IINF04
56165 2 MED18
56166 40 MED18
56167 82 CHIM02
56168 52 IINF05
56169 30 INF01
56170 85 MED18
56171 27 BIO10
56172 44 MED18
56173 62 INGIND35
56174 13 AGR03
56175 57 AGR03
56176 36 INGIND35
56177 58 IINF05
56178 40 MAT01
56179 91 CHIM02
56180 84 CHIM02
56181 50 MED18
56182 5 INGIND35
56183 94 MAT01
56184 24 MAT01
56185 71 IINF05
56186 68 IINF05
56187 87 IINF04
56188 23 CHIM02
56189 50 CHIM02
56190 13 FIS01
56191 50 INGIND35
56192 48 MED18
56193 47 BIO10
56194 7 MED18
56195 82 IINF04
56196 75 AGR03
56197 67 MAT01
56198 98 INF01
56199 79 AGR03
56200 85 MED18
56201 46 BIO10
56202 74 CHIM02
56203 13 AGR03
56204 85 IINF04
56205 99 INF01
56206 55 MED18
56207 87 INGIND35
56208 57 MED18
56209 72 MED18
56210 14 FIS01
56211 74 IINF05
56212 42 FIS01
56213 22 FIS01
56214 97 IINF05
56215 3 BIO10
56216 38 CHIM02
56217 60 CHIM02
56218 67 BIO10
56219 75 MAT01
56220 78 CHIM02
56221 53 INF01
56222 91 INF01
56223 73 AGR03
56224 17 IINF05
56225 91 MED18
56226 21 INF01
56227 85 CHIM02
56228 33 INF01
56229 11 MED18
56230 8 BIO10
56231 35 AGR03
56232 5 IINF04
56233 88 FIS01
56234 16 INF01
56235 29 BIO10
56236 69 INGIND35
56237 38 BIO10
56238 50 INF01
56239 76 CHIM02
56240 33 MAT01
56241 1 CHIM02
56242 79 AGR03
56243 54 CHIM02
56244 42 FIS01
56245 91 IINF05
56246 21 FIS01
56247 80 IINF04
56248 92 FIS01
56249 94 IINF05
56250 98 BIO10
56251 15 MAT01
56252 4 MAT01
56253 12 IINF04
56254 89 IINF04
56255 38 INGIND35
56256 11 MAT01
56257 50 MED18
56258 70 INF01
56259 37 IINF04
56260 99 MAT01
56261 79 IINF05
56262 38 FIS01
56263 35 CHIM02
56264 88 INGIND35
56265 54 FIS01
56266 69 IINF04
56267 19 MAT01
56268 3 IINF04
56269 61 INF01
56270 33 MED18
56271 55 IINF05
56272 57 IINF05
56273 39 CHIM02
56274 15 IINF05
56275 94 IINF05
56276 62 IINF05
56277 77 MED18
56278 71 BIO10
56279 26 BIO10
56280 43 BIO10
56281 66 INGIND35
56282 39 MAT01
56283 28 FIS01
56284 77 INF01
56285 17 CHIM02
56286 73 MED18
56287 72 BIO10
56288 78 AGR03
56289 71 FIS01
56290 64 IINF04
56291 40 AGR03
56292 12 FIS01
56293 25 BIO10
56294 77 FIS01
56295 49 INGIND35
56296 85 IINF04
56297 56 IINF04
56298 2 INGIND35
56299 87 FIS01
56300 57 IINF04
56301 15 IINF05
56302 43 MED18
56303 45 MED18
56304 44 MAT01
56305 40 CHIM02
56306 46 BIO10
56307 67 AGR03
56308 25 IINF04
56309 2 INF01
56310 67 BIO10
56311 7 MAT01
56312 66 INF01
56313 72 INF01
56314 11 AGR03
56315 34 IINF04
56316 98 IINF05
56317 51 IINF04
56318 45 CHIM02
56319 25 MED18
56320 17 FIS01
56321 91 INF01
56322 64 INGIND35
56323 6 BIO10
56324 27 AGR03
56325 61 INGIND35
56326 84 INGIND35
56327 53 IINF04
56328 6 IINF05
56329 94 MED18
56330 41 AGR03
56331 95 CHIM02
56332 95 MAT01
56333 28 BIO10
56334 24 CHIM02
56335 80 IINF05
56336 62 CHIM02
56337 92 IINF05
56338 24 AGR03
56339 34 MAT01
56340 79 INF01
56341 46 IINF04
56342 92 FIS01
56343 65 CHIM02
56344 90 INF01
56345 29 CHIM02
56346 38 BIO10
56347 17 IINF05
56348 19 IINF04
56349 70 MED18
56350 22 IINF05
56351 31 MED18
56352 48 MED18
56353 35 CHIM02
56354 3 CHIM02
56355 61 CHIM02
56356 100 AGR03
56357 35 MED18
56358 62 INGIND35
56359 20 INGIND35
56360 40 IINF05
56361 37 FIS01
56362 57 INF01
56363 41 CHIM02
56364 6 INF01
56365 99 CHIM02
56366 19 BIO10
56367 47 MED18
56368 41 IINF05
56369 73 IINF04
56370 96 FIS01
56371 68 IINF05
56372 13 MAT01
56373 68 BIO10
56374 10 MED18
56375 84 MAT01
56376 21 INF01
56377 99 INGIND35
56378 38 INGIND35
56379 95 INF01
56380 30 IINF05
56381 23 AGR03
56382 14 MAT01
56383 72 IINF05
56384 45 MED18
56385 74 MAT01
56386 45 BIO10
56387 94 CHIM02
56388 95 MED18
56389 88 AGR03
56390 64 CHIM02
56391 10 MED18
56392 76 BIO10
56393 4 FIS01
56394 81 CHIM02
56395 36 IINF04
56396 31 IINF05
56397 62 CHIM02
56398 13 AGR03
56399 23 CHIM02
56400 40 FIS01
56401 79 IINF04
56402 3 AGR03
56403 14 IINF05
56404 43 MED18
56405 65 IINF05
56406 27 CHIM02
56407 63 AGR03
56408 14 IINF04
56409 39 MAT01
56410 74 INF01
56411 10 BIO10
56412 83 IINF05
56413 100 BIO10
56414 53 INF01
56415 67 INGIND35
56416 7 IINF05
56417 21 CHIM02
56418 56 INF01
56419 63 MED18
56420 25 IINF05
56421 57 IINF04
56422 9 MAT01
56423 21 BIO10
56424 37 IINF04
56425 55 FIS01
56426 43 MED18
56427 93 IINF05
56428 47 BIO10
56429 75 CHIM02
56430 75 INF01
56431 69 INGIND35
56432 74 INF01
56433 42 AGR03
56434 1 FIS01
56435 81 AGR03
56436 12 INF01
56437 3 INGIND35
56438 82 CHIM02
56439 51 CHIM02
56440 69 FIS01
56441 21 MED18
56442 20 MAT01
56443 38 CHIM02
56444 81 CHIM02
56445 25 CHIM02
56446 16 FIS01
56447 51 CHIM02
56448 45 INGIND35
56449 74 MAT01
56450 65 INGIND35
56451 59 MAT01
56452 26 INF01
56453 38 INGIND35
56454 81 IINF04
56455 95 IINF04
56456 65 IINF04
56457 21 BIO10
56458 17 MAT01
56459 82 IINF05
56460 4 FIS01
56461 8 CHIM02
56462 30 INF01
56463 43 INGIND35
56464 70 IINF04
56465 98 FIS01
56466 60 FIS01
56467 12 MAT01
56468 66 BIO10
56469 77 MAT01
56470 98 MAT01
56471 28 CHIM02
56472 70 IINF05
56473 43 AGR03
56474 86 MAT01
56475 19 MAT01
56476 39 BIO10
56477 100 CHIM02
56478 58 IINF04
56479 87 FIS01
56480 35 IINF05
56481 48 IINF04
56482 7 INF01
56483 95 MAT01
56484 20 BIO10
56485 26 IINF04
56486 37 BIO10
56487 58 BIO10
56488 21 INGIND35
56489 21 FIS01
56490 69 IINF04
56491 78 IINF05
56492 2 AGR03
56493 90 FIS01
56494 32 MAT01
56495 20 IINF05
56496 94 MED18
56497 40 AGR03
56498 1 MED18
56499 59 CHIM02
56500 74 MAT01
56501 23 INGIND35
56502 9 IINF04
56503 2 MAT01
56504 82 INF01
56505 78 IINF04
56506 48 IINF04
56507 99 INGIND35
56508 98 CHIM02
56509 65 INGIND35
56510 45 CHIM02
56511 28 MED18
56512 27 FIS01
56513 79 IINF05
56514 82 INF01
56515 99 INGIND35
56516 52 AGR03
56517 65 INF01
56518 74 BIO10
56519 45 FIS01
56520 31 MAT01
56521 80 IINF05
56522 97 MAT01
56523 45 BIO10
56524 68 CHIM02
56525 86 INF01
56526 22 AGR03
56527 58 CHIM02
56528 68 IINF05
56529 29 INF01
56530 56 INF01
56531 75 AGR03
56532 15 MAT01
56533 75 INGIND35
56534 64 AGR03
56535 17 INGIND35
56536 33 AGR03
56537 26 IINF05
56538 7 MAT01
56539 3 INGIND35
56540 91 AGR03
56541 86 MED18
56542 36 MED18
56543 90 IINF05
56544 22 MAT01
56545 58 IINF05
56546 26 MED18
56547 74 IINF05
56548 43 IINF04
56549 59 MAT01
56550 61 IINF04
56551 18 BIO10
56552 85 INGIND35
56553 42 INF01
56554 45 IINF04
56555 43 BIO10
56556 13 CHIM02
56557 28 IINF05
56558 51 CHIM02
56559 61 MAT01
56560 31 MED18
56561 32 MED18
56562 94 AGR03
56563 28 CHIM02
56564 26 MED18
56565 59 AGR03
56566 93 MED18
56567 56 AGR03
56568 42 IINF05
56569 91 IINF05
56570 5 INF01
56571 75 BIO10
56572 14 INF01
56573 51 MAT01
56574 15 INF01
56575 39 CHIM02
56576 96 MED18
56577 21 INF01
56578 1 IINF04
56579 25 INF01
56580 96 IINF05
