5000 INGIND35 100
82845 79 BIO10
82846 8 INF01
82847 16 INGIND35
82848 19 INF01
82849 52 MED18
82850 62 INGIND35
82851 20 INGIND35
82852 40 BIO10
82853 57 IINF05
82854 47 BIO10
82855 31 MED18
82856 21 CHIM02
82857 42 AGR03
82858 46 INGIND35
82859 15 CHIM02
82860 52 IINF04
82861 3 AGR03
82862 39 IINF05
82863 91 BIO10
82864 92 FIS01
82865 78 CHIM02
82866 13 INF01
82867 86 INGIND35
82868 59 BIO10
82869 23 IINF05
82870 27 FIS01
82871 46 IINF04
82872 50 IINF05
82873 71 AGR03
82874 74 IINF04
82875 43 IINF04
82876 89 IINF04
82877 21 BIO10
82878 80 AGR03
82879 58 INF01
82880 51 INGIND35
82881 65 MAT01
82882 96 BIO10
82883 73 IINF04
82884 6 IINF05
82885 56 INGIND35
82886 28 MED18
82887 47 MAT01
82888 76 INGIND35
82889 92 IINF04
82890 75 AGR03
82891 1 BIO10
82892 36 IINF04
82893 57 IINF05
82894 66 AGR03
82895 83 IINF05
82896 18 BIO10
82897 29 MAT01
82898 8 IINF05
82899 85 INGIND35
82900 63 IINF05
82901 94 FIS01
82902 78 INF01
82903 22 MAT01
82904 87 MED18
82905 91 FIS01
82906 29 BIO10
82907 41 MAT01
82908 72 MAT01
82909 41 MED18
82910 93 MAT01
82911 33 MED18
82912 32 IINF05
82913 41 IINF05
82914 39 CHIM02
82915 90 CHIM02
82916 49 MED18
82917 72 INGIND35
82918 85 FIS01
82919 12 MAT01
82920 41 IINF05
82921 57 MED18
82922 47 MED18
82923 23 CHIM02
82924 61 INF01
82925 87 BIO10
82926 99 BIO10
82927 80 INGIND35
82928 12 MAT01
82929 87 FIS01
82930 88 BIO10
82931 11 MAT01
82932 18 BIO10
82933 51 IINF05
82934 6 INF01
82935 35 CHIM02
82936 5 BIO10
82937 3 AGR03
82938 8 CHIM02
82939 59 INGIND35
82940 83 INGIND35
82941 25 IINF05
82942 10 MED18
82943 98 FIS01
82944 4 FIS01
82945 81 IINF05
82946 44 CHIM02
82947 51 MED18
82948 19 INGIND35
82949 58 MED18
82950 27 MED18
82951 83 INF01
82952 13 MAT01
82953 42 MED18
82954 34 MED18
82955 30 CHIM02
82956 93 INGIND35
82957 22 BIO10
82958 64 CHIM02
82959 22 FIS01
82960 47 IINF04
82961 33 BIO10
82962 19 BIO10
82963 10 INF01
82964 44 INGIND35
82965 78 MED18
82966 4 IINF04
82967 97 MAT01
82968 14 AGR03
82969 19 IINF04
82970 81 BIO10
82971 75 BIO10
82972 34 MED18
82973 63 MED18
82974 69 MAT01
82975 1 IINF04
82976 68 IINF04
82977 72 MAT01
82978 67 INF01
82979 77 MAT01
82980 11 INGIND35
82981 9 CHIM02
82982 6 BIO10
82983 6 AGR03
82984 64 MED18
82985 71 BIO10
82986 74 INGIND35
82987 55 MAT01
82988 98 IINF05
82989 52 INF01
82990 30 AGR03
82991 90 INGIND35
82992 87 BIO10
82993 56 INF01
82994 79 MED18
82995 12 IINF05
82996 24 INGIND35
82997 76 AGR03
82998 48 MAT01
82999 92 IINF04
83000 42 INGIND35
83001 33 MAT01
83002 79 INGIND35
83003 7 INGIND35
83004 50 INF01
83005 29 FIS01
83006 75 INF01
83007 30 MAT01
83008 97 IINF05
83009 72 IINF04
83010 8 CHIM02
83011 84 CHIM02
83012 1 IINF05
83013 20 BIO10
83014 84 INGIND35
83015 35 MED18
83016 11 MED18
83017 74 INF01
83018 83 INF01
83019 32 AGR03
83020 2 IINF04
83021 38 FIS01
83022 93 MAT01
83023 92 CHIM02
83024 29 MAT01
83025 21 BIO10
83026 39 INGIND35
83027 53 IINF04
83028 75 AGR03
83029 48 INF01
83030 7 AGR03
83031 12 IINF04
83032 49 INF01
83033 45 INF01
83034 46 INGIND35
83035 36 CHIM02
83036 9 MAT01
83037 23 MAT01
83038 94 INF01
83039 8 FIS01
83040 32 CHIM02
83041 55 IINF05
83042 43 BIO10
83043 39 INF01
83044 4 MAT01
83045 74 AGR03
83046 5 MAT01
83047 58 BIO10
83048 16 BIO10
83049 88 IINF05
83050 57 IINF04
83051 69 IINF04
83052 42 IINF04
83053 11 MAT01
83054 88 MAT01
83055 79 IINF05
83056 22 IINF05
83057 100 AGR03
83058 58 IINF05
83059 34 INF01
83060 29 INGIND35
83061 59 INGIND35
83062 36 IINF04
83063 27 IINF05
83064 21 IINF05
83065 65 INGIND35
83066 98 IINF04
83067 89 IINF04
83068 57 INGIND35
83069 48 FIS01
83070 3 BIO10
83071 73 IINF05
83072 30 INGIND35
83073 42 INGIND35
83074 79 BIO10
83075 98 AGR03
83076 17 CHIM02
83077 6 INGIND35
83078 53 BIO10
83079 88 IINF05
83080 34 CHIM02
83081 59 MED18
83082 69 AGR03
83083 79 AGR03
83084 85 MED18
83085 25 IINF05
83086 9 BIO10
83087 91 CHIM02
83088 66 FIS01
83089 19 MAT01
83090 93 FIS01
83091 91 IINF05
83092 80 MED18
83093 18 INGIND35
83094 74 INGIND35
83095 10 FIS01
83096 76 MED18
83097 80 BIO10
83098 19 INGIND35
83099 4 MED18
83100 4 BIO10
83101 51 INF01
83102 11 INGIND35
83103 41 INGIND35
83104 75 INGIND35
83105 44 AGR03
83106 54 IINF04
83107 71 MAT01
83108 2 IINF05
83109 43 IINF05
83110 96 INGIND35
83111 48 IINF04
83112 44 MED18
83113 29 AGR03
83114 100 CHIM02
83115 27 CHIM02
83116 55 MED18
83117 74 MED18
83118 72 IINF04
83119 44 MAT01
83120 30 IINF05
83121 87 INF01
83122 97 BIO10
83123 59 IINF04
83124 80 INGIND35
83125 2 AGR03
83126 21 FIS01
83127 86 BIO10
83128 74 BIO10
83129 36 MAT01
83130 22 INGIND35
83131 11 FIS01
83132 2 INF01
83133 77 INGIND35
83134 53 IINF04
83135 28 MAT01
83136 87 INF01
83137 15 BIO10
83138 18 FIS01
83139 35 INF01
83140 43 IINF05
83141 21 INF01
83142 64 BIO10
83143 75 INGIND35
83144 85 IINF05
83145 39 IINF04
83146 50 MAT01
83147 85 CHIM02
83148 56 IINF05
83149 22 MAT01
83150 48 AGR03
83151 94 MAT01
83152 49 AGR03
83153 47 BIO10
83154 92 INGIND35
83155 47 AGR03
83156 3 CHIM02
83157 63 INGIND35
83158 1 CHIM02
83159 39 CHIM02
83160 32 FIS01
83161 51 IINF04
83162 12 INGIND35
83163 10 FIS01
83164 92 BIO10
83165 4 BIO10
83166 50 FIS01
83167 41 INF01
83168 82 IINF04
83169 24 FIS01
83170 87 MAT01
83171 80 INGIND35
83172 11 INF01
83173 73 INGIND35
83174 59 AGR03
83175 11 BIO10
83176 84 BIO10
83177 47 INF01
83178 83 IINF05
83179 42 MED18
83180 60 IINF05
83181 81 BIO10
83182 95 MAT01
83183 70 FIS01
83184 21 MED18
83185 60 MAT01
83186 13 BIO10
83187 96 IINF05
83188 64 AGR03
83189 89 CHIM02
83190 43 INGIND35
83191 65 AGR03
83192 38 CHIM02
83193 6 INGIND35
83194 34 IINF04
83195 80 MED18
83196 44 BIO10
83197 11 FIS01
83198 94 MED18
83199 16 INGIND35
83200 55 CHIM02
83201 20 BIO10
83202 97 MED18
83203 17 IINF05
83204 71 CHIM02
83205 91 MAT01
83206 6 IINF04
83207 70 BIO10
83208 94 CHIM02
83209 31 BIO10
83210 52 INGIND35
83211 41 IINF04
83212 65 FIS01
83213 87 IINF05
83214 79 MAT01
83215 97 CHIM02
83216 9 IINF04
83217 3 INF01
83218 61 IINF05
83219 60 IINF05
83220 67 MAT01
83221 37 IINF05
83222 53 INGIND35
83223 51 AGR03
83224 49 CHIM02
83225 39 CHIM02
83226 89 IINF05
83227 49 INF01
83228 98 IINF05
83229 42 MAT01
83230 9 MAT01
83231 38 INGIND35
83232 66 INGIND35
83233 46 BIO10
83234 87 FIS01
83235 98 IINF05
83236 43 BIO10
83237 92 INGIND35
83238 38 AGR03
83239 49 IINF05
83240 71 INF01
83241 45 MED18
83242 16 IINF05
83243 79 INGIND35
83244 86 MED18
83245 73 INGIND35
83246 85 AGR03
83247 74 INF01
83248 26 FIS01
83249 62 CHIM02
83250 9 INGIND35
83251 45 CHIM02
83252 48 AGR03
83253 74 FIS01
83254 3 CHIM02
83255 83 IINF05
83256 98 MAT01
83257 26 MED18
83258 72 IINF05
83259 44 AGR03
83260 69 MAT01
83261 94 FIS01
83262 69 IINF04
83263 99 BIO10
83264 38 AGR03
83265 22 MAT01
83266 76 IINF05
83267 10 AGR03
83268 64 MED18
83269 34 IINF05
83270 78 IINF04
83271 72 MED18
83272 91 AGR03
83273 18 CHIM02
83274 13 IINF04
83275 93 AGR03
83276 80 AGR03
83277 14 BIO10
83278 58 MAT01
83279 47 IINF04
83280 84 INF01
83281 63 CHIM02
83282 4 MAT01
83283 16 MED18
83284 20 INGIND35
83285 51 INF01
83286 91 IINF04
83287 61 IINF05
83288 39 MED18
83289 50 BIO10
83290 42 INGIND35
83291 34 MED18
83292 100 MAT01
83293 50 INGIND35
83294 42 INF01
83295 62 AGR03
83296 98 MED18
83297 66 IINF05
83298 58 AGR03
83299 34 INF01
83300 15 IINF05
83301 21 FIS01
83302 31 IINF04
83303 20 INF01
83304 26 BIO10
83305 67 INF01
83306 42 MED18
83307 7 BIO10
83308 30 BIO10
83309 29 BIO10
83310 53 BIO10
83311 25 IINF05
83312 3 INF01
83313 28 IINF05
83314 16 INF01
83315 25 INGIND35
83316 12 INGIND35
83317 24 MAT01
83318 64 MAT01
83319 51 FIS01
83320 81 MED18
83321 92 IINF05
83322 48 IINF04
83323 12 IINF04
83324 37 FIS01
83325 76 FIS01
83326 11 MED18
83327 51 INGIND35
83328 78 MAT01
83329 90 IINF05
83330 39 MED18
83331 87 CHIM02
83332 91 IINF04
83333 24 IINF04
83334 2 FIS01
83335 88 IINF04
83336 63 MAT01
83337 28 INF01
83338 97 MAT01
83339 40 FIS01
83340 93 INGIND35
83341 76 BIO10
83342 71 INF01
83343 23 MAT01
83344 97 CHIM02
83345 65 CHIM02
83346 42 AGR03
83347 71 AGR03
83348 6 MED18
83349 22 MAT01
83350 46 FIS01
83351 82 IINF05
83352 82 MED18
83353 13 IINF04
83354 90 MED18
83355 93 BIO10
83356 29 INF01
83357 96 CHIM02
83358 50 FIS01
83359 12 MED18
83360 74 INF01
83361 17 IINF04
83362 19 MED18
83363 29 INGIND35
83364 51 FIS01
83365 84 MED18
83366 75 FIS01
83367 23 INGIND35
83368 64 AGR03
83369 71 MAT01
83370 89 MED18
83371 98 MAT01
83372 48 CHIM02
83373 50 INF01
83374 72 FIS01
83375 68 FIS01
83376 8 INGIND35
83377 53 IINF04
83378 69 AGR03
83379 11 MED18
83380 48 AGR03
83381 87 BIO10
83382 33 INF01
83383 81 BIO10
83384 74 AGR03
83385 73 IINF05
83386 95 INF01
83387 84 CHIM02
83388 87 AGR03
83389 30 INF01
83390 87 CHIM02
83391 84 INGIND35
83392 27 MED18
83393 60 IINF04
83394 57 AGR03
83395 53 IINF04
83396 18 AGR03
83397 24 INF01
83398 33 IINF05
83399 12 INF01
83400 13 AGR03
83401 18 IINF05
83402 61 CHIM02
83403 99 INF01
83404 67 FIS01
83405 87 INF01
83406 73 BIO10
83407 80 INGIND35
83408 70 INGIND35
83409 45 INGIND35
83410 60 MAT01
83411 66 INGIND35
83412 8 AGR03
83413 13 BIO10
83414 59 MAT01
83415 58 BIO10
83416 81 MED18
83417 18 BIO10
83418 67 INGIND35
83419 20 MAT01
83420 69 IINF04
83421 62 IINF05
83422 77 FIS01
83423 77 IINF04
83424 35 MED18
83425 100 IINF04
83426 24 INGIND35
83427 91 INF01
83428 27 IINF05
83429 58 CHIM02
83430 55 IINF05
83431 5 INGIND35
83432 77 FIS01
83433 83 IINF05
83434 75 INF01
83435 27 AGR03
83436 6 FIS01
83437 41 BIO10
83438 48 AGR03
83439 26 IINF05
83440 27 MED18
83441 31 FIS01
83442 100 MED18
83443 64 INF01
83444 100 MAT01
83445 20 MAT01
83446 73 AGR03
83447 8 IINF04
83448 100 FIS01
83449 3 FIS01
83450 38 MAT01
83451 92 BIO10
83452 8 AGR03
83453 21 IINF04
83454 42 INGIND35
83455 92 FIS01
83456 47 FIS01
83457 92 IINF05
83458 75 AGR03
83459 67 FIS01
83460 74 IINF05
83461 41 INF01
83462 71 IINF05
83463 23 BIO10
83464 40 INF01
83465 94 AGR03
83466 71 BIO10
83467 4 AGR03
83468 18 MED18
83469 25 INGIND35
83470 49 INGIND35
83471 76 MAT01
83472 29 AGR03
83473 81 IINF05
83474 24 INGIND35
83475 97 IINF04
83476 21 BIO10
83477 31 INF01
83478 23 CHIM02
83479 53 IINF04
83480 16 FIS01
83481 65 BIO10
83482 46 MAT01
83483 65 IINF05
83484 89 MED18
83485 71 BIO10
83486 35 IINF05
83487 75 IINF04
83488 59 MAT01
83489 86 MAT01
83490 46 AGR03
83491 77 BIO10
83492 94 MED18
83493 92 AGR03
83494 13 IINF04
83495 17 BIO10
83496 77 IINF05
83497 88 CHIM02
83498 1 INGIND35
83499 3 BIO10
83500 24 BIO10
83501 55 FIS01
83502 30 CHIM02
83503 12 IINF04
83504 16 IINF05
83505 65 MED18
83506 79 BIO10
83507 99 MED18
83508 55 IINF04
83509 88 MED18
83510 16 INF01
83511 69 INGIND35
83512 26 CHIM02
83513 22 IINF04
83514 74 IINF04
83515 71 IINF05
83516 93 INGIND35
83517 21 MAT01
83518 51 MED18
83519 24 AGR03
83520 84 FIS01
83521 43 AGR03
83522 91 MED18
83523 10 INGIND35
83524 22 MAT01
83525 56 MAT01
83526 52 CHIM02
83527 99 MAT01
83528 19 INF01
83529 58 INF01
83530 32 AGR03
83531 20 MAT01
83532 67 CHIM02
83533 94 INF01
83534 79 IINF04
83535 2 IINF05
83536 60 IINF04
83537 31 INF01
83538 74 FIS01
83539 66 FIS01
83540 77 CHIM02
83541 81 FIS01
83542 78 IINF04
83543 29 INGIND35
83544 45 INGIND35
83545 41 IINF04
83546 69 IINF05
83547 96 AGR03
83548 93 IINF05
83549 89 MAT01
83550 64 IINF04
83551 54 IINF04
83552 31 CHIM02
83553 1 INGIND35
83554 91 INF01
83555 59 FIS01
83556 92 FIS01
83557 76 INF01
83558 43 INF01
83559 14 IINF04
83560 70 MED18
83561 63 AGR03
83562 13 MAT01
83563 89 MED18
83564 45 INGIND35
83565 1 MAT01
83566 89 FIS01
83567 77 INGIND35
83568 13 CHIM02
83569 37 IINF04
83570 87 IINF05
83571 4 MED18
83572 38 CHIM02
83573 51 INGIND35
83574 26 BIO10
83575 33 IINF05
83576 65 AGR03
83577 6 BIO10
83578 59 INF01
83579 60 FIS01
83580 82 FIS01
83581 54 MED18
83582 21 IINF05
83583 43 IINF04
83584 10 CHIM02
83585 98 INGIND35
83586 26 MED18
83587 87 INGIND35
83588 81 INF01
83589 32 CHIM02
83590 34 MAT01
83591 43 IINF04
83592 6 MED18
83593 86 BIO10
83594 36 FIS01
83595 84 IINF05
83596 37 AGR03
83597 34 MAT01
83598 74 INF01
83599 84 CHIM02
83600 84 FIS01
83601 14 INF01
83602 72 IINF05
83603 36 CHIM02
83604 87 MED18
83605 37 MED18
83606 63 MED18
83607 17 INF01
83608 44 INF01
83609 79 BIO10
83610 7 IINF05
83611 35 AGR03
83612 19 IINF05
83613 75 BIO10
83614 62 AGR03
83615 6 CHIM02
83616 22 MED18
83617 81 AGR03
83618 29 FIS01
83619 4 INGIND35
83620 62 BIO10
83621 83 MAT01
83622 89 IINF05
83623 15 FIS01
83624 56 CHIM02
83625 23 FIS01
83626 26 FIS01
83627 30 IINF05
83628 56 INF01
83629 88 INF01
83630 7 AGR03
83631 9 IINF05
83632 72 IINF04
83633 34 IINF05
83634 85 IINF05
83635 19 MAT01
83636 60 CHIM02
83637 71 CHIM02
83638 22 AGR03
83639 93 FIS01
83640 21 IINF05
83641 100 INF01
83642 22 FIS01
83643 32 BIO10
83644 63 FIS01
83645 52 FIS01
83646 19 BIO10
83647 45 MAT01
83648 54 IINF05
83649 22 BIO10
83650 72 AGR03
83651 89 AGR03
83652 30 AGR03
83653 14 CHIM02
83654 29 IINF04
83655 61 CHIM02
83656 31 FIS01
83657 38 IINF05
83658 48 MAT01
83659 64 INF01
83660 72 IINF05
83661 54 INF01
83662 1 CHIM02
83663 27 AGR03
83664 84 CHIM02
83665 20 IINF05
83666 81 IINF05
83667 78 MED18
83668 20 MED18
83669 20 AGR03
83670 15 AGR03
83671 35 INGIND35
83672 81 FIS01
83673 62 MAT01
83674 17 BIO10
83675 84 INGIND35
83676 29 BIO10
83677 37 IINF05
83678 100 AGR03
83679 71 CHIM02
83680 22 CHIM02
83681 1 IINF05
83682 16 MED18
83683 89 IINF05
83684 71 MAT01
83685 15 MAT01
83686 85 AGR03
83687 89 MAT01
83688 39 FIS01
83689 49 MED18
83690 13 IINF04
83691 31 IINF04
83692 27 BIO10
83693 58 AGR03
83694 33 FIS01
83695 73 INF01
83696 73 IINF05
83697 4 BIO10
83698 57 MAT01
83699 47 INGIND35
83700 5 INF01
83701 23 MED18
83702 89 INGIND35
83703 43 INF01
83704 18 IINF05
83705 68 IINF05
83706 5 MAT01
83707 68 IINF04
83708 37 IINF05
83709 43 AGR03
83710 75 BIO10
83711 75 CHIM02
83712 86 AGR03
83713 75 IINF05
83714 15 IINF05
83715 5 MED18
83716 8 INF01
83717 21 BIO10
83718 11 FIS01
83719 7 INGIND35
83720 68 AGR03
83721 32 BIO10
83722 39 FIS01
83723 1 BIO10
83724 79 CHIM02
83725 75 INF01
83726 23 AGR03
83727 86 BIO10
83728 20 IINF05
83729 72 INGIND35
83730 80 IINF04
83731 73 IINF05
83732 54 IINF05
83733 57 AGR03
83734 14 IINF04
83735 24 AGR03
83736 74 IINF05
83737 44 FIS01
83738 88 IINF04
83739 99 MED18
83740 46 INGIND35
83741 67 IINF04
83742 1 CHIM02
83743 3 INF01
83744 41 MAT01
83745 95 AGR03
83746 39 INGIND35
83747 94 AGR03
83748 53 FIS01
83749 86 MAT01
83750 43 INGIND35
83751 29 IINF05
83752 18 INF01
83753 50 BIO10
83754 96 IINF04
83755 16 MAT01
83756 16 INF01
83757 86 AGR03
83758 7 IINF05
83759 64 FIS01
83760 51 MED18
83761 29 INGIND35
83762 65 AGR03
83763 60 INGIND35
83764 76 FIS01
83765 55 INGIND35
83766 60 INF01
83767 89 FIS01
83768 32 INGIND35
83769 87 CHIM02
83770 35 INGIND35
83771 100 IINF04
83772 4 IINF04
83773 34 INGIND35
83774 70 INGIND35
83775 5 CHIM02
83776 47 IINF04
83777 52 MED18
83778 47 MAT01
83779 62 IINF05
83780 7 AGR03
83781 40 MED18
83782 93 FIS01
83783 3 IINF05
83784 81 AGR03
83785 67 MED18
83786 16 INGIND35
83787 4 IINF05
83788 33 MAT01
83789 7 MED18
83790 61 BIO10
83791 49 BIO10
83792 19 BIO10
83793 39 IINF05
83794 1 CHIM02
83795 67 AGR03
83796 69 BIO10
83797 37 AGR03
83798 98 MAT01
83799 45 CHIM02
83800 93 IINF05
83801 81 CHIM02
83802 6 AGR03
83803 65 BIO10
83804 11 FIS01
83805 26 INGIND35
83806 46 BIO10
83807 36 BIO10
83808 70 IINF05
83809 42 IINF04
83810 13 INF01
83811 70 INF01
83812 76 IINF04
83813 96 MED18
83814 32 CHIM02
83815 32 MED18
83816 83 MAT01
83817 73 INF01
83818 59 FIS01
83819 8 INGIND35
83820 89 INGIND35
83821 8 IINF04
83822 47 INGIND35
83823 47 CHIM02
83824 76 MAT01
83825 82 INGIND35
83826 64 INGIND35
83827 78 INGIND35
83828 10 MED18
83829 59 MED18
83830 21 INGIND35
83831 57 CHIM02
83832 40 IINF04
83833 81 FIS01
83834 95 INF01
83835 90 MED18
83836 100 MAT01
83837 31 MED18
83838 41 INF01
83839 16 INF01
83840 16 IINF04
83841 76 FIS01
83842 34 AGR03
83843 65 MED18
83844 90 INGIND35
83845 66 MAT01
83846 1 IINF05
83847 22 INF01
83848 2 INGIND35
83849 13 BIO10
83850 8 CHIM02
83851 54 AGR03
83852 32 BIO10
83853 72 MAT01
83854 100 BIO10
83855 35 FIS01
83856 37 AGR03
83857 68 AGR03
83858 55 BIO10
83859 75 BIO10
83860 79 BIO10
83861 5 MED18
83862 85 MED18
83863 85 INF01
83864 92 BIO10
83865 44 AGR03
83866 49 CHIM02
83867 45 IINF05
83868 13 CHIM02
83869 39 MAT01
83870 45 INF01
83871 77 MED18
83872 54 BIO10
83873 26 BIO10
83874 70 FIS01
83875 21 MAT01
83876 26 IINF05
83877 51 INGIND35
83878 88 FIS01
83879 78 MAT01
83880 21 MED18
83881 48 CHIM02
83882 96 MED18
83883 56 IINF04
83884 91 IINF04
83885 19 BIO10
83886 36 MAT01
83887 88 INF01
83888 5 AGR03
83889 94 MED18
83890 97 MED18
83891 97 BIO10
83892 23 AGR03
83893 82 AGR03
83894 42 BIO10
83895 83 INF01
83896 25 CHIM02
83897 40 INGIND35
83898 63 IINF04
83899 23 INGIND35
83900 57 IINF04
83901 45 INGIND35
83902 45 FIS01
83903 56 INGIND35
83904 72 BIO10
83905 89 IINF05
83906 12 INGIND35
83907 87 MAT01
83908 91 INGIND35
83909 97 FIS01
83910 8 INF01
83911 14 MED18
83912 9 IINF04
83913 76 MAT01
83914 17 CHIM02
83915 93 AGR03
83916 17 BIO10
83917 64 AGR03
83918 77 IINF04
83919 7 IINF05
83920 26 MED18
83921 52 CHIM02
83922 21 IINF04
83923 25 FIS01
83924 68 INF01
83925 46 CHIM02
83926 31 AGR03
83927 36 BIO10
83928 80 INGIND35
83929 24 MAT01
83930 64 IINF05
83931 62 BIO10
83932 39 INGIND35
83933 40 AGR03
83934 51 MED18
83935 44 INF01
83936 86 IINF05
83937 52 CHIM02
83938 18 INGIND35
83939 30 IINF04
83940 11 INGIND35
83941 86 IINF04
83942 21 MAT01
83943 69 MAT01
83944 65 INF01
83945 46 MAT01
83946 46 INGIND35
83947 97 AGR03
83948 87 CHIM02
83949 18 IINF04
83950 24 IINF05
83951 47 FIS01
83952 99 BIO10
83953 1 MAT01
83954 90 BIO10
83955 14 FIS01
83956 8 INF01
83957 95 IINF04
83958 15 BIO10
83959 26 CHIM02
83960 42 BIO10
83961 82 FIS01
83962 44 IINF04
83963 64 INF01
83964 38 IINF04
83965 80 MAT01
83966 61 INGIND35
83967 20 AGR03
83968 17 AGR03
83969 55 CHIM02
83970 90 AGR03
83971 47 CHIM02
83972 27 MED18
83973 59 MED18
83974 20 INGIND35
83975 3 MED18
83976 32 INF01
83977 70 IINF04
83978 79 CHIM02
83979 80 IINF04
83980 22 CHIM02
83981 89 INGIND35
83982 21 INGIND35
83983 82 INF01
83984 10 AGR03
83985 14 AGR03
83986 3 IINF05
83987 48 CHIM02
83988 25 MAT01
83989 91 INF01
83990 54 MED18
83991 65 MED18
83992 35 AGR03
83993 4 MAT01
83994 42 INF01
83995 50 IINF04
83996 34 BIO10
83997 81 FIS01
83998 39 IINF05
83999 92 IINF05
84000 88 MAT01
84001 66 AGR03
84002 20 BIO10
84003 3 IINF05
84004 96 IINF04
84005 77 IINF05
84006 68 CHIM02
84007 26 CHIM02
84008 26 MAT01
84009 64 MAT01
84010 100 IINF04
84011 5 INGIND35
84012 65 MED18
84013 16 INF01
84014 44 INGIND35
84015 32 INGIND35
84016 83 AGR03
84017 60 INF01
84018 26 IINF05
84019 43 INGIND35
84020 79 FIS01
84021 84 INF01
84022 48 BIO10
84023 73 INGIND35
84024 38 IINF05
84025 14 IINF05
84026 70 BIO10
84027 52 MAT01
84028 8 AGR03
84029 8 MED18
84030 60 INGIND35
84031 48 INGIND35
84032 34 AGR03
84033 46 BIO10
84034 45 MED18
84035 77 INF01
84036 80 BIO10
84037 14 BIO10
84038 72 MED18
84039 93 MAT01
84040 11 FIS01
84041 22 MAT01
84042 86 IINF04
84043 39 MED18
84044 41 MED18
84045 20 IINF04
84046 25 MAT01
84047 38 INF01
84048 78 FIS01
84049 82 FIS01
84050 10 INF01
84051 49 AGR03
84052 95 INGIND35
84053 6 IINF05
84054 3 IINF04
84055 62 IINF05
84056 31 MAT01
84057 71 INGIND35
84058 8 IINF05
84059 9 MED18
84060 36 MED18
84061 24 IINF05
84062 40 INGIND35
84063 58 MED18
84064 59 AGR03
84065 73 MAT01
84066 91 AGR03
84067 33 INF01
84068 8 CHIM02
84069 6 CHIM02
84070 61 IINF04
84071 93 INGIND35
84072 8 INGIND35
84073 11 AGR03
84074 43 CHIM02
84075 37 BIO10
84076 50 MAT01
84077 32 FIS01
84078 67 BIO10
84079 91 IINF05
84080 51 INGIND35
84081 35 IINF05
84082 47 FIS01
84083 15 INGIND35
84084 69 FIS01
84085 50 MAT01
84086 24 MED18
84087 57 BIO10
84088 53 IINF05
84089 95 IINF05
84090 11 BIO10
84091 37 IINF04
84092 67 FIS01
84093 78 FIS01
84094 77 BIO10
84095 30 INF01
84096 32 MED18
84097 94 MAT01
84098 84 AGR03
84099 51 INF01
84100 63 MED18
84101 56 IINF04
84102 55 IINF05
84103 79 CHIM02
84104 92 IINF05
84105 98 BIO10
84106 74 MED18
84107 41 INGIND35
84108 31 IINF04
84109 9 MED18
84110 35 IINF05
84111 4 MAT01
84112 74 IINF04
84113 8 FIS01
84114 81 MAT01
84115 11 BIO10
84116 68 AGR03
84117 2 INGIND35
84118 90 MED18
84119 90 BIO10
84120 79 INGIND35
84121 36 IINF04
84122 57 IINF05
84123 60 INF01
84124 89 INGIND35
84125 8 BIO10
84126 18 AGR03
84127 35 AGR03
84128 18 MED18
84129 69 INGIND35
84130 100 MAT01
84131 47 MAT01
84132 91 MED18
84133 54 IINF05
84134 99 AGR03
84135 97 IINF05
84136 46 IINF04
84137 69 INF01
84138 26 INF01
84139 53 BIO10
84140 69 BIO10
84141 78 MED18
84142 46 MAT01
84143 97 CHIM02
84144 71 FIS01
84145 1 IINF04
84146 68 IINF04
84147 82 FIS01
84148 79 INF01
84149 49 IINF05
84150 23 FIS01
84151 81 BIO10
84152 16 AGR03
84153 72 CHIM02
84154 89 BIO10
84155 21 IINF04
84156 2 INGIND35
84157 42 MED18
84158 13 IINF04
84159 44 FIS01
84160 19 INGIND35
84161 62 IINF04
84162 26 MED18
84163 100 BIO10
84164 39 FIS01
84165 68 BIO10
84166 54 INGIND35
84167 78 INGIND35
84168 40 AGR03
84169 86 INGIND35
84170 86 FIS01
84171 62 CHIM02
84172 64 IINF04
84173 63 MAT01
84174 41 MAT01
84175 16 BIO10
84176 64 INGIND35
84177 74 AGR03
84178 73 MED18
84179 70 IINF04
84180 40 INGIND35
84181 57 CHIM02
84182 54 BIO10
84183 97 INF01
84184 35 INGIND35
84185 77 BIO10
84186 46 IINF05
84187 60 BIO10
84188 85 IINF05
84189 59 INF01
84190 58 INGIND35
84191 33 MED18
84192 98 CHIM02
84193 26 BIO10
84194 59 INGIND35
84195 63 INGIND35
84196 61 AGR03
84197 34 IINF04
84198 37 FIS01
84199 27 FIS01
84200 1 IINF04
84201 38 CHIM02
84202 92 IINF05
84203 40 IINF04
84204 98 INGIND35
84205 18 FIS01
84206 93 BIO10
84207 44 BIO10
84208 56 MED18
84209 24 MAT01
84210 66 AGR03
84211 21 MED18
84212 3 CHIM02
84213 90 IINF05
84214 12 MED18
84215 74 CHIM02
84216 44 AGR03
84217 35 IINF05
84218 86 MAT01
84219 13 IINF05
84220 13 IINF04
84221 31 FIS01
84222 38 BIO10
84223 4 FIS01
84224 53 AGR03
84225 98 CHIM02
84226 45 INF01
84227 37 INF01
84228 2 IINF04
84229 62 INF01
84230 60 BIO10
84231 92 IINF05
84232 95 MAT01
84233 46 INGIND35
84234 2 CHIM02
84235 87 IINF04
84236 92 IINF04
84237 16 CHIM02
84238 23 IINF05
84239 12 INGIND35
84240 52 MED18
