5801 CHIM02 0
64040 20 INF01
64041 53 IINF05
64042 72 MAT01
64043 79 BIO10
64044 74 MED18
64045 49 FIS01
64046 15 INGIND35
64047 4 MED18
64048 20 INF01
64049 56 MAT01
64050 41 INF01
64051 82 BIO10
64052 69 INF01
64053 95 INGIND35
64054 6 FIS01
64055 62 INGIND35
64056 66 MED18
64057 6 MAT01
64058 84 IINF04
64059 72 IINF05
64060 83 BIO10
64061 75 FIS01
64062 67 IINF04
64063 24 IINF04
64064 92 AGR03
64065 72 IINF04
64066 31 INGIND35
64067 7 MED18
64068 14 INF01
64069 56 BIO10
64070 94 AGR03
64071 85 BIO10
64072 27 MAT01
64073 19 IINF04
64074 84 IINF04
64075 90 MED18
64076 40 INF01
64077 78 IINF04
64078 8 MAT01
64079 80 AGR03
64080 96 MAT01
64081 4 MAT01
64082 86 IINF04
64083 55 AGR03
64084 14 MED18
64085 23 MED18
64086 26 AGR03
64087 70 MAT01
64088 46 IINF05
64089 65 BIO10
64090 94 FIS01
64091 69 MAT01
64092 27 IINF05
64093 52 IINF04
64094 94 INGIND35
64095 80 INGIND35
64096 10 IINF04
64097 59 IINF04
64098 72 BIO10
64099 7 MAT01
64100 40 INGIND35
64101 72 MAT01
64102 27 INGIND35
64103 97 IINF04
64104 17 CHIM02
64105 93 IINF05
64106 86 MAT01
64107 40 BIO10
64108 46 IINF05
64109 34 AGR03
64110 79 MAT01
64111 83 INGIND35
64112 43 MAT01
64113 35 FIS01
64114 50 MAT01
64115 92 INF01
64116 76 FIS01
64117 8 CHIM02
64118 7 AGR03
64119 83 AGR03
64120 63 CHIM02
64121 83 MED18
64122 85 CHIM02
64123 3 IINF04
64124 60 FIS01
64125 80 FIS01
64126 5 FIS01
64127 5 BIO10
64128 86 MED18
64129 80 INGIND35
64130 27 MED18
64131 65 IINF04
64132 22 MED18
64133 26 INGIND35
64134 78 FIS01
64135 21 INGIND35
64136 78 MED18
64137 34 INF01
64138 79 MAT01
64139 94 INF01
64140 73 FIS01
64141 59 INF01
64142 26 CHIM02
64143 54 IINF04
64144 29 IINF04
64145 43 CHIM02
64146 79 INF01
64147 50 FIS01
64148 17 IINF04
64149 83 MAT01
64150 85 INGIND35
64151 96 INGIND35
64152 56 INGIND35
64153 41 IINF04
64154 21 INGIND35
64155 38 IINF05
64156 11 IINF04
64157 58 FIS01
64158 6 MAT01
64159 78 INGIND35
64160 2 AGR03
64161 9 IINF05
64162 75 INF01
64163 36 MED18
64164 23 BIO10
64165 59 FIS01
64166 58 BIO10
64167 72 MAT01
64168 68 CHIM02
64169 19 CHIM02
64170 18 CHIM02
64171 1 MED18
64172 70 CHIM02
64173 48 MAT01
64174 73 MED18
64175 6 FIS01
64176 48 MAT01
64177 82 IINF05
64178 9 INGIND35
64179 100 IINF05
64180 25 IINF05
64181 7 IINF04
64182 82 INF01
64183 9 AGR03
64184 60 IINF05
64185 93 MED18
64186 46 IINF04
64187 16 BIO10
64188 99 INF01
64189 57 AGR03
64190 31 CHIM02
64191 65 AGR03
64192 59 MAT01
64193 79 FIS01
64194 44 AGR03
64195 62 IINF04
64196 57 MED18
64197 94 CHIM02
64198 90 IINF04
64199 65 BIO10
64200 66 FIS01
64201 54 INGIND35
64202 95 INF01
64203 78 INGIND35
64204 83 MED18
64205 88 IINF05
64206 65 IINF05
64207 17 INF01
64208 18 BIO10
64209 41 FIS01
64210 71 AGR03
64211 50 CHIM02
64212 41 INGIND35
64213 27 FIS01
64214 86 MED18
64215 81 IINF04
64216 37 IINF05
64217 64 INF01
64218 44 INGIND35
64219 53 MAT01
64220 32 IINF04
64221 21 FIS01
64222 41 IINF04
64223 14 INF01
64224 62 FIS01
64225 70 IINF05
64226 23 CHIM02
64227 55 CHIM02
64228 27 AGR03
64229 75 IINF05
64230 86 INF01
64231 42 BIO10
64232 2 FIS01
64233 57 MED18
64234 1 MAT01
64235 90 IINF05
64236 21 MED18
64237 91 BIO10
64238 48 BIO10
64239 16 FIS01
64240 39 INGIND35
64241 26 INF01
64242 2 MED18
64243 72 BIO10
64244 22 MAT01
64245 39 MAT01
64246 38 FIS01
64247 67 FIS01
64248 55 IINF05
64249 14 BIO10
64250 93 CHIM02
64251 35 INF01
64252 29 CHIM02
64253 67 BIO10
64254 44 INF01
64255 38 MED18
64256 91 IINF04
64257 14 AGR03
64258 65 CHIM02
64259 88 FIS01
64260 64 INGIND35
64261 52 FIS01
64262 78 AGR03
64263 35 FIS01
64264 98 MED18
64265 24 MAT01
64266 46 INF01
64267 23 MED18
64268 100 FIS01
64269 83 INF01
64270 16 CHIM02
64271 90 IINF05
64272 72 FIS01
64273 99 MAT01
64274 34 MED18
64275 88 CHIM02
64276 41 FIS01
64277 6 IINF04
64278 40 MAT01
64279 77 IINF05
64280 75 INF01
64281 61 FIS01
64282 87 MED18
64283 64 IINF04
64284 65 FIS01
64285 1 FIS01
64286 93 FIS01
64287 70 MAT01
64288 51 INGIND35
64289 22 INF01
64290 91 FIS01
64291 39 MED18
64292 95 IINF04
64293 67 BIO10
64294 57 IINF04
64295 34 BIO10
64296 50 IINF05
64297 14 MED18
64298 78 AGR03
64299 28 BIO10
64300 11 BIO10
64301 32 IINF05
64302 95 IINF05
64303 24 INGIND35
64304 59 AGR03
64305 93 IINF04
64306 66 IINF05
64307 24 IINF04
64308 79 MED18
64309 43 AGR03
64310 88 BIO10
64311 20 AGR03
64312 81 BIO10
64313 8 IINF04
64314 40 AGR03
64315 68 FIS01
64316 42 CHIM02
64317 14 INF01
64318 66 INF01
64319 99 AGR03
64320 19 AGR03
64321 3 BIO10
64322 83 AGR03
64323 20 CHIM02
64324 100 FIS01
64325 49 BIO10
64326 36 AGR03
64327 74 AGR03
64328 99 IINF05
64329 16 AGR03
64330 49 AGR03
64331 7 FIS01
64332 73 MAT01
64333 7 IINF05
64334 51 CHIM02
64335 21 FIS01
64336 14 CHIM02
64337 51 AGR03
64338 90 INGIND35
64339 5 INGIND35
64340 5 INF01
64341 70 MED18
64342 26 FIS01
64343 45 FIS01
64344 2 CHIM02
64345 23 AGR03
64346 49 FIS01
64347 52 BIO10
64348 84 IINF04
64349 83 MED18
64350 35 FIS01
64351 39 CHIM02
64352 42 BIO10
64353 90 CHIM02
64354 29 CHIM02
64355 37 BIO10
64356 25 INGIND35
64357 77 MED18
64358 51 INGIND35
64359 59 AGR03
64360 8 AGR03
64361 30 IINF04
64362 91 FIS01
64363 60 IINF04
64364 80 IINF04
64365 38 AGR03
64366 80 MAT01
64367 34 AGR03
64368 47 MED18
64369 45 IINF04
64370 87 MED18
64371 68 BIO10
64372 41 CHIM02
64373 21 INGIND35
64374 32 BIO10
64375 57 INGIND35
64376 52 INGIND35
64377 74 IINF05
64378 79 INF01
64379 79 INGIND35
64380 46 BIO10
64381 100 MAT01
64382 9 IINF04
64383 30 MAT01
64384 49 MED18
64385 12 FIS01
64386 62 AGR03
64387 21 AGR03
64388 7 MED18
64389 57 IINF04
64390 70 FIS01
64391 77 CHIM02
64392 72 FIS01
64393 94 IINF05
64394 37 BIO10
64395 63 INF01
64396 81 INGIND35
64397 72 IINF05
64398 77 AGR03
64399 51 MAT01
64400 59 IINF05
64401 80 INGIND35
64402 15 IINF04
64403 4 INF01
64404 8 BIO10
64405 10 MED18
64406 11 FIS01
64407 14 MAT01
64408 44 INF01
64409 15 CHIM02
64410 78 FIS01
64411 17 MAT01
64412 57 FIS01
64413 91 MAT01
64414 83 CHIM02
64415 57 CHIM02
64416 97 MAT01
64417 33 IINF05
64418 34 MAT01
64419 40 MAT01
64420 59 AGR03
64421 43 BIO10
64422 79 BIO10
64423 9 MAT01
64424 98 IINF04
64425 85 CHIM02
64426 83 IINF05
64427 77 AGR03
64428 14 INF01
64429 74 CHIM02
64430 83 CHIM02
64431 76 MED18
64432 13 INGIND35
64433 30 AGR03
64434 52 INGIND35
64435 68 IINF04
64436 37 MAT01
64437 25 AGR03
64438 40 AGR03
64439 43 CHIM02
64440 4 MED18
64441 44 CHIM02
64442 43 FIS01
64443 2 MAT01
64444 31 CHIM02
64445 29 MED18
64446 32 MED18
64447 44 MAT01
64448 33 INF01
64449 9 IINF05
64450 8 IINF04
64451 49 INGIND35
64452 26 IINF05
64453 16 FIS01
64454 15 IINF04
64455 30 MED18
64456 17 IINF05
64457 68 BIO10
64458 92 BIO10
64459 1 IINF05
64460 80 BIO10
64461 75 IINF04
64462 44 CHIM02
64463 98 IINF04
64464 99 MAT01
64465 92 CHIM02
64466 93 IINF05
64467 60 IINF04
64468 39 MED18
64469 5 CHIM02
64470 97 BIO10
64471 28 MAT01
64472 51 MED18
64473 79 FIS01
64474 18 FIS01
64475 85 IINF04
64476 60 IINF05
64477 26 MAT01
64478 18 INGIND35
64479 25 CHIM02
64480 57 INGIND35
64481 59 AGR03
64482 44 INF01
64483 80 MED18
64484 42 INGIND35
64485 79 INF01
64486 40 IINF05
64487 19 INF01
64488 20 IINF05
64489 91 IINF04
64490 51 INGIND35
64491 87 AGR03
64492 43 CHIM02
64493 61 IINF04
64494 23 CHIM02
64495 69 CHIM02
64496 10 INGIND35
64497 18 MAT01
64498 77 MAT01
64499 61 BIO10
64500 16 IINF04
64501 53 MAT01
64502 71 BIO10
64503 84 INGIND35
64504 43 BIO10
64505 67 FIS01
64506 53 FIS01
64507 54 INF01
64508 66 AGR03
64509 30 FIS01
64510 81 INF01
64511 15 INF01
64512 98 IINF04
64513 57 IINF05
64514 75 AGR03
64515 22 MED18
64516 83 IINF05
64517 17 MAT01
64518 47 MED18
64519 93 INGIND35
64520 22 AGR03
64521 54 MED18
64522 64 INGIND35
64523 5 BIO10
64524 47 MAT01
64525 1 IINF04
64526 22 MAT01
64527 55 INGIND35
64528 49 IINF04
64529 71 IINF04
64530 30 IINF05
64531 26 MAT01
64532 64 MED18
64533 96 INGIND35
64534 42 INGIND35
64535 2 MED18
64536 72 MED18
64537 97 CHIM02
64538 22 MAT01
64539 69 MAT01
64540 16 FIS01
64541 60 IINF04
64542 86 BIO10
64543 52 BIO10
64544 99 MAT01
64545 99 IINF05
64546 90 IINF05
64547 41 MAT01
64548 10 FIS01
64549 50 INGIND35
64550 87 IINF04
64551 63 MAT01
64552 74 CHIM02
64553 12 BIO10
64554 85 AGR03
64555 3 FIS01
64556 35 MED18
64557 36 INGIND35
64558 39 CHIM02
64559 85 IINF04
64560 18 INF01
64561 29 FIS01
64562 39 INGIND35
64563 100 BIO10
64564 82 MAT01
64565 62 BIO10
64566 50 FIS01
64567 62 AGR03
64568 44 INGIND35
64569 55 FIS01
64570 74 IINF05
64571 100 INF01
64572 5 CHIM02
64573 60 MED18
64574 33 BIO10
64575 92 IINF04
64576 83 BIO10
64577 19 FIS01
64578 47 INGIND35
64579 100 BIO10
64580 54 FIS01
64581 61 AGR03
64582 86 IINF04
64583 50 MED18
64584 23 IINF05
64585 22 BIO10
64586 91 AGR03
64587 14 AGR03
64588 14 MAT01
64589 18 INF01
64590 64 FIS01
64591 17 INF01
64592 41 FIS01
64593 66 INGIND35
64594 28 IINF05
64595 40 INGIND35
64596 70 CHIM02
64597 70 IINF04
64598 16 IINF05
64599 14 MED18
64600 76 FIS01
64601 88 AGR03
64602 80 INGIND35
64603 31 AGR03
64604 18 AGR03
64605 43 BIO10
64606 40 IINF04
64607 24 MED18
64608 73 IINF05
64609 59 INF01
64610 14 IINF05
64611 89 MAT01
64612 96 IINF05
64613 59 INGIND35
64614 89 IINF04
64615 74 IINF04
64616 59 INF01
64617 73 AGR03
64618 49 INF01
64619 5 IINF04
64620 16 MED18
64621 51 FIS01
64622 79 CHIM02
64623 16 MAT01
64624 4 AGR03
64625 17 MAT01
64626 77 MED18
64627 10 INF01
64628 3 FIS01
64629 70 IINF04
64630 35 CHIM02
64631 59 MAT01
64632 4 CHIM02
64633 4 IINF05
64634 32 CHIM02
64635 86 AGR03
64636 30 IINF05
64637 69 MED18
64638 79 INGIND35
64639 40 MAT01
64640 48 BIO10
64641 3 INGIND35
64642 67 INGIND35
64643 64 AGR03
64644 36 BIO10
64645 90 IINF04
64646 73 IINF05
64647 80 IINF04
64648 23 MAT01
64649 16 FIS01
64650 77 IINF05
64651 7 IINF05
64652 67 INGIND35
64653 81 AGR03
64654 21 IINF04
64655 80 BIO10
64656 68 INGIND35
64657 48 MED18
64658 69 CHIM02
64659 8 BIO10
64660 23 INF01
64661 94 IINF05
64662 42 BIO10
64663 2 INF01
64664 89 AGR03
64665 72 CHIM02
64666 25 INGIND35
64667 52 BIO10
64668 31 IINF04
64669 6 FIS01
64670 67 MAT01
64671 86 AGR03
64672 17 BIO10
64673 15 INGIND35
64674 68 BIO10
64675 45 IINF04
64676 45 BIO10
64677 90 MAT01
64678 10 AGR03
64679 31 BIO10
64680 40 MAT01
64681 65 IINF04
64682 46 INGIND35
64683 74 IINF04
64684 7 INGIND35
64685 8 BIO10
64686 12 MAT01
64687 86 INGIND35
64688 21 BIO10
64689 66 IINF04
64690 94 CHIM02
64691 88 IINF04
64692 58 MAT01
64693 77 CHIM02
64694 91 FIS01
64695 85 IINF05
64696 52 INF01
64697 54 BIO10
64698 33 IINF04
64699 23 AGR03
64700 4 AGR03
64701 28 MAT01
64702 80 BIO10
64703 13 BIO10
64704 73 CHIM02
64705 16 INGIND35
64706 94 BIO10
64707 2 AGR03
64708 61 FIS01
64709 4 IINF05
64710 96 IINF05
64711 16 FIS01
64712 42 CHIM02
64713 74 AGR03
64714 75 BIO10
64715 95 MED18
64716 28 INGIND35
64717 23 INF01
64718 91 INGIND35
64719 64 IINF05
64720 10 MED18
64721 33 INGIND35
64722 28 MED18
64723 46 MAT01
64724 7 FIS01
64725 17 BIO10
64726 26 IINF04
64727 85 AGR03
64728 47 MAT01
64729 59 BIO10
64730 99 IINF04
64731 33 INGIND35
64732 37 IINF04
64733 4 IINF04
64734 34 BIO10
64735 61 IINF04
64736 11 AGR03
64737 70 CHIM02
64738 7 INF01
64739 58 INGIND35
64740 15 AGR03
64741 17 AGR03
64742 92 IINF04
64743 30 INF01
64744 47 MED18
64745 48 MAT01
64746 83 MAT01
64747 92 IINF04
64748 30 INF01
64749 76 INGIND35
64750 14 IINF04
64751 43 INGIND35
64752 39 IINF05
64753 36 MAT01
64754 96 FIS01
64755 58 AGR03
64756 47 AGR03
64757 19 INGIND35
64758 14 INGIND35
64759 76 INGIND35
64760 18 MAT01
64761 79 BIO10
64762 3 CHIM02
64763 84 BIO10
64764 7 FIS01
64765 92 BIO10
64766 13 IINF04
64767 46 CHIM02
64768 96 INF01
64769 71 FIS01
64770 57 CHIM02
64771 73 IINF04
64772 6 MED18
64773 92 CHIM02
64774 93 MED18
64775 80 FIS01
64776 89 FIS01
64777 45 AGR03
64778 25 IINF04
64779 92 IINF05
64780 83 IINF05
64781 47 INF01
64782 33 AGR03
64783 73 FIS01
64784 80 INGIND35
64785 38 BIO10
64786 47 INF01
64787 53 IINF04
64788 36 FIS01
64789 73 CHIM02
64790 64 FIS01
64791 96 CHIM02
64792 64 FIS01
64793 94 MED18
64794 50 BIO10
64795 85 MAT01
64796 77 INGIND35
64797 50 MAT01
64798 76 IINF04
64799 9 IINF04
64800 70 INGIND35
64801 19 IINF04
64802 36 IINF05
64803 2 IINF05
64804 96 FIS01
64805 37 INGIND35
64806 52 AGR03
64807 80 BIO10
64808 39 IINF04
64809 77 FIS01
64810 5 INF01
64811 61 MAT01
64812 10 FIS01
64813 79 INGIND35
64814 82 INF01
64815 92 IINF05
64816 45 IINF04
64817 39 CHIM02
64818 60 AGR03
64819 47 INGIND35
64820 3 INGIND35
64821 79 MAT01
64822 55 MED18
64823 21 FIS01
64824 29 INGIND35
64825 91 MAT01
64826 50 BIO10
64827 7 MED18
64828 1 FIS01
64829 9 IINF05
64830 35 IINF04
64831 75 INGIND35
64832 95 CHIM02
64833 32 CHIM02
64834 76 IINF05
64835 55 IINF04
64836 23 FIS01
64837 1 INGIND35
64838 98 MAT01
64839 18 MAT01
64840 50 FIS01
64841 71 BIO10
64842 93 IINF04
64843 4 CHIM02
64844 55 INGIND35
64845 73 IINF05
64846 63 IINF04
64847 11 IINF05
64848 28 MAT01
64849 59 BIO10
64850 52 CHIM02
64851 12 MED18
64852 71 INF01
64853 68 AGR03
64854 89 FIS01
64855 59 IINF04
64856 96 BIO10
64857 71 CHIM02
64858 67 FIS01
64859 36 FIS01
64860 92 AGR03
64861 26 INGIND35
64862 75 BIO10
64863 61 IINF04
64864 53 CHIM02
64865 16 BIO10
64866 63 FIS01
64867 55 FIS01
64868 32 INGIND35
64869 79 INGIND35
64870 1 CHIM02
64871 47 INGIND35
64872 68 IINF04
64873 46 CHIM02
64874 17 MED18
64875 12 MED18
64876 26 INGIND35
64877 100 IINF04
64878 9 CHIM02
64879 71 MED18
64880 54 BIO10
64881 96 BIO10
64882 26 MAT01
64883 75 INGIND35
64884 23 AGR03
64885 15 FIS01
64886 45 IINF04
64887 1 FIS01
64888 26 FIS01
64889 32 MAT01
64890 32 BIO10
64891 69 INGIND35
64892 90 AGR03
64893 94 MED18
64894 23 MED18
64895 54 MAT01
64896 10 INGIND35
64897 7 INF01
64898 79 BIO10
64899 68 BIO10
64900 89 IINF04
64901 72 IINF04
64902 5 MAT01
64903 96 IINF05
64904 61 INF01
64905 8 MED18
64906 70 BIO10
64907 2 BIO10
64908 53 MED18
64909 26 FIS01
64910 33 MAT01
64911 62 MED18
64912 5 IINF05
64913 55 MED18
64914 64 IINF05
64915 30 MAT01
64916 20 MAT01
64917 65 BIO10
64918 100 INF01
64919 57 BIO10
64920 100 IINF04
64921 33 INGIND35
64922 3 INGIND35
64923 80 IINF05
64924 12 CHIM02
64925 47 MAT01
64926 59 INGIND35
64927 30 AGR03
64928 40 AGR03
64929 36 IINF04
64930 44 BIO10
64931 39 AGR03
64932 95 CHIM02
64933 81 CHIM02
64934 42 MED18
64935 27 INGIND35
64936 61 IINF04
64937 28 MED18
64938 4 AGR03
64939 28 CHIM02
64940 90 IINF04
64941 96 MED18
64942 79 CHIM02
64943 99 AGR03
64944 3 IINF04
64945 11 INF01
64946 8 MED18
64947 28 FIS01
64948 4 BIO10
64949 83 FIS01
64950 47 BIO10
64951 48 INGIND35
64952 53 AGR03
64953 94 FIS01
64954 23 MAT01
64955 57 FIS01
64956 33 FIS01
64957 44 FIS01
64958 81 MAT01
64959 99 MAT01
64960 42 IINF04
64961 42 IINF04
64962 50 IINF04
64963 47 IINF04
64964 66 IINF05
64965 16 IINF05
64966 8 IINF05
64967 59 AGR03
64968 53 AGR03
64969 44 MAT01
64970 33 IINF05
64971 16 INF01
64972 99 MAT01
64973 3 CHIM02
64974 29 IINF04
64975 16 BIO10
64976 43 IINF05
64977 15 BIO10
64978 1 BIO10
64979 72 INGIND35
64980 28 BIO10
64981 36 AGR03
64982 97 INGIND35
64983 64 IINF04
64984 35 AGR03
64985 18 BIO10
64986 83 AGR03
64987 44 BIO10
64988 37 CHIM02
64989 97 MED18
64990 45 MAT01
64991 7 INGIND35
64992 20 BIO10
64993 63 MED18
64994 68 FIS01
64995 73 FIS01
64996 39 MAT01
64997 57 CHIM02
64998 33 IINF05
64999 24 FIS01
65000 86 AGR03
65001 53 MAT01
65002 74 MED18
65003 10 IINF05
65004 44 FIS01
65005 83 IINF04
65006 87 IINF04
65007 94 AGR03
65008 88 INF01
65009 32 INF01
65010 72 IINF05
65011 59 CHIM02
65012 40 FIS01
65013 72 IINF05
65014 76 INF01
65015 15 MAT01
65016 6 AGR03
65017 20 INF01
65018 97 FIS01
65019 81 MAT01
65020 85 INGIND35
65021 28 BIO10
65022 14 IINF05
65023 7 BIO10
65024 60 INGIND35
65025 62 IINF04
65026 60 CHIM02
65027 81 INF01
65028 62 AGR03
65029 85 MED18
65030 29 AGR03
65031 97 MAT01
65032 79 IINF05
65033 90 BIO10
65034 97 INGIND35
65035 6 IINF04
65036 83 IINF05
65037 85 INF01
65038 47 INF01
65039 73 MED18
65040 95 IINF05
65041 33 INF01
65042 42 INF01
65043 40 IINF05
65044 47 IINF05
65045 26 INGIND35
65046 94 MED18
65047 45 INGIND35
65048 67 CHIM02
65049 61 BIO10
65050 72 MAT01
65051 99 BIO10
65052 68 INF01
65053 67 FIS01
65054 78 MAT01
65055 81 IINF04
65056 24 MED18
65057 83 BIO10
65058 63 IINF05
65059 38 IINF05
65060 4 AGR03
65061 74 INF01
65062 28 BIO10
65063 64 FIS01
65064 72 INF01
65065 33 MED18
65066 98 MAT01
65067 2 INF01
65068 34 AGR03
65069 95 MED18
65070 89 MAT01
65071 64 IINF04
65072 65 FIS01
65073 77 IINF05
65074 64 MAT01
65075 81 INGIND35
65076 86 BIO10
65077 75 MAT01
65078 44 CHIM02
65079 66 AGR03
65080 79 MAT01
65081 3 IINF04
65082 13 INGIND35
65083 9 CHIM02
65084 79 IINF05
65085 23 CHIM02
65086 91 CHIM02
65087 53 AGR03
65088 10 IINF05
65089 52 BIO10
65090 65 IINF04
65091 62 MAT01
65092 99 MAT01
65093 16 BIO10
65094 84 INF01
65095 64 INGIND35
65096 16 MED18
65097 9 AGR03
65098 40 INF01
65099 8 INF01
65100 41 INGIND35
65101 25 AGR03
65102 31 INF01
65103 37 IINF05
65104 89 BIO10
65105 91 CHIM02
65106 35 MED18
65107 66 IINF05
65108 95 INF01
65109 58 BIO10
65110 34 IINF04
65111 91 IINF04
65112 78 CHIM02
65113 83 INGIND35
65114 100 FIS01
65115 74 AGR03
65116 69 FIS01
65117 2 MED18
65118 57 INGIND35
65119 58 MED18
65120 11 MED18
65121 50 CHIM02
65122 36 IINF04
65123 1 BIO10
65124 24 MAT01
65125 97 FIS01
65126 12 BIO10
65127 17 AGR03
65128 69 FIS01
65129 77 AGR03
65130 51 IINF05
65131 4 FIS01
65132 4 AGR03
65133 92 INGIND35
65134 76 AGR03
65135 44 MED18
65136 98 CHIM02
65137 96 AGR03
65138 44 BIO10
65139 16 CHIM02
65140 3 INGIND35
65141 6 FIS01
65142 91 MED18
65143 18 BIO10
65144 17 CHIM02
65145 86 IINF04
65146 96 INF01
65147 83 IINF05
65148 59 AGR03
65149 35 CHIM02
65150 98 BIO10
65151 27 CHIM02
65152 18 IINF04
65153 37 IINF05
65154 70 INF01
65155 5 MED18
65156 11 IINF05
65157 25 AGR03
65158 56 BIO10
65159 73 BIO10
65160 96 MED18
65161 4 MED18
65162 82 INF01
65163 98 IINF05
65164 6 BIO10
65165 43 AGR03
65166 27 INGIND35
65167 96 AGR03
65168 98 AGR03
65169 75 INGIND35
65170 15 CHIM02
65171 21 AGR03
65172 6 INGIND35
65173 69 MAT01
65174 16 IINF05
65175 42 INF01
65176 64 BIO10
65177 15 INF01
65178 3 INGIND35
65179 26 CHIM02
65180 92 BIO10
65181 26 MED18
65182 16 CHIM02
65183 2 FIS01
65184 61 INF01
65185 27 AGR03
65186 20 BIO10
65187 46 BIO10
65188 48 INGIND35
65189 60 BIO10
65190 9 MAT01
65191 98 MED18
65192 33 INF01
65193 66 INGIND35
65194 92 FIS01
65195 43 IINF05
65196 60 IINF04
65197 51 INGIND35
65198 36 MAT01
65199 77 INGIND35
65200 78 MED18
65201 36 IINF05
65202 99 BIO10
65203 28 INGIND35
65204 91 INF01
65205 4 BIO10
65206 83 INF01
65207 24 CHIM02
65208 21 CHIM02
65209 96 MED18
65210 28 FIS01
65211 46 MED18
65212 68 BIO10
65213 94 CHIM02
65214 23 INF01
65215 21 BIO10
65216 4 INGIND35
65217 100 IINF05
65218 54 INGIND35
65219 85 INF01
65220 25 INGIND35
65221 43 AGR03
65222 47 IINF05
65223 38 AGR03
65224 90 AGR03
65225 11 MAT01
65226 48 IINF04
65227 75 AGR03
65228 51 BIO10
65229 34 INGIND35
65230 71 AGR03
65231 81 MAT01
65232 75 INGIND35
65233 23 CHIM02
65234 52 IINF04
65235 64 IINF04
65236 99 MAT01
65237 25 IINF04
65238 29 IINF05
65239 1 FIS01
65240 8 FIS01
65241 20 MED18
65242 2 IINF05
65243 96 IINF05
65244 35 IINF05
65245 1 IINF04
65246 4 AGR03
65247 75 MAT01
65248 75 AGR03
65249 94 INGIND35
65250 79 FIS01
65251 62 MED18
65252 26 IINF05
65253 1 IINF04
65254 21 FIS01
65255 43 IINF04
65256 40 MAT01
65257 4 IINF04
65258 31 MED18
65259 13 CHIM02
65260 48 INF01
65261 35 IINF04
65262 68 MED18
65263 48 MED18
65264 92 FIS01
65265 28 INGIND35
65266 45 IINF04
65267 51 INGIND35
65268 92 INF01
65269 90 FIS01
65270 43 MED18
65271 61 CHIM02
65272 100 MED18
65273 69 INGIND35
65274 77 INF01
65275 97 MAT01
65276 98 MED18
65277 37 CHIM02
65278 18 AGR03
65279 2 BIO10
65280 33 IINF04
65281 93 FIS01
65282 65 BIO10
65283 40 FIS01
65284 91 MED18
65285 2 CHIM02
65286 17 CHIM02
65287 44 AGR03
65288 98 CHIM02
65289 85 MED18
65290 54 IINF05
65291 42 FIS01
65292 90 IINF05
65293 76 IINF05
65294 3 INF01
65295 42 IINF04
65296 7 AGR03
65297 33 MED18
65298 77 MED18
65299 72 INGIND35
65300 76 MED18
65301 71 INGIND35
65302 88 CHIM02
65303 87 INF01
65304 11 AGR03
65305 15 INF01
65306 68 FIS01
65307 51 MAT01
65308 17 INGIND35
65309 49 IINF05
65310 44 MAT01
65311 71 MED18
65312 99 INF01
65313 65 IINF05
65314 91 BIO10
65315 24 INF01
65316 15 FIS01
65317 56 CHIM02
65318 48 INF01
65319 56 INGIND35
65320 45 CHIM02
65321 58 MAT01
65322 47 INF01
65323 82 AGR03
65324 14 MED18
65325 13 CHIM02
65326 44 INGIND35
65327 18 MED18
65328 18 MAT01
65329 30 FIS01
65330 98 AGR03
65331 28 INF01
65332 25 FIS01
65333 17 INGIND35
65334 13 MED18
65335 21 IINF04
65336 24 IINF05
65337 11 AGR03
65338 81 MAT01
65339 59 IINF04
65340 63 IINF04
65341 68 INGIND35
65342 22 AGR03
65343 78 IINF05
65344 90 IINF05
65345 72 CHIM02
65346 72 MED18
65347 55 INGIND35
65348 72 IINF04
65349 49 INF01
65350 42 IINF05
65351 13 CHIM02
65352 84 MAT01
65353 91 IINF04
65354 30 FIS01
65355 52 FIS01
65356 42 MED18
65357 40 MED18
65358 59 FIS01
65359 49 FIS01
65360 45 IINF05
65361 67 MAT01
65362 48 IINF04
65363 95 FIS01
65364 10 FIS01
65365 37 CHIM02
65366 18 FIS01
65367 78 INF01
65368 84 FIS01
65369 28 IINF05
65370 17 BIO10
65371 81 FIS01
65372 17 INGIND35
65373 93 MAT01
65374 63 IINF05
65375 43 MED18
65376 92 CHIM02
65377 53 CHIM02
65378 88 IINF04
65379 43 INF01
65380 81 FIS01
65381 95 MAT01
65382 24 BIO10
65383 30 CHIM02
65384 74 CHIM02
65385 21 MED18
65386 60 INGIND35
65387 93 IINF04
65388 88 BIO10
65389 36 MED18
65390 67 MAT01
65391 63 INGIND35
65392 36 CHIM02
65393 72 BIO10
65394 40 MAT01
65395 35 CHIM02
65396 54 BIO10
65397 65 IINF05
65398 32 BIO10
65399 63 BIO10
65400 80 IINF05
65401 1 IINF05
65402 23 AGR03
65403 38 INGIND35
65404 34 MED18
65405 60 BIO10
65406 98 MAT01
65407 64 IINF05
65408 19 AGR03
65409 62 FIS01
65410 1 CHIM02
65411 7 INF01
65412 83 FIS01
65413 3 CHIM02
65414 10 IINF05
65415 12 AGR03
65416 7 IINF05
65417 21 FIS01
65418 79 IINF04
65419 47 INGIND35
65420 11 IINF05
65421 89 MAT01
65422 78 IINF05
65423 93 AGR03
65424 66 AGR03
65425 19 CHIM02
65426 21 IINF05
65427 61 CHIM02
65428 44 INF01
65429 94 MED18
65430 25 INF01
65431 93 IINF04
65432 42 MAT01
65433 63 IINF05
65434 66 IINF05
