9949 INF01 4
71092 22 AGR03
71093 30 FIS01
71094 24 AGR03
71095 8 IINF05
71096 98 MAT01
71097 80 FIS01
71098 65 MAT01
71099 100 CHIM02
71100 1 INF01
71101 7 IINF04
71102 47 INGIND35
71103 5 IINF05
71104 88 AGR03
71105 62 INGIND35
71106 36 INGIND35
71107 79 BIO10
71108 72 MED18
71109 75 MED18
71110 51 FIS01
71111 98 MED18
71112 96 CHIM02
71113 88 INGIND35
71114 84 INF01
71115 28 IINF05
71116 21 MED18
71117 77 CHIM02
71118 95 INF01
71119 10 MED18
71120 64 FIS01
71121 31 CHIM02
71122 56 IINF05
71123 25 FIS01
71124 65 MED18
71125 50 CHIM02
71126 30 AGR03
71127 44 INF01
71128 51 INGIND35
71129 36 IINF04
71130 43 IINF04
71131 38 INF01
71132 79 IINF04
71133 24 MAT01
71134 34 MED18
71135 65 FIS01
71136 53 INGIND35
71137 69 MAT01
71138 47 MAT01
71139 15 IINF04
71140 31 INF01
71141 89 BIO10
71142 27 CHIM02
71143 98 FIS01
71144 72 CHIM02
71145 10 BIO10
71146 46 MED18
71147 91 IINF04
71148 30 IINF04
71149 38 BIO10
71150 65 BIO10
71151 77 BIO10
71152 98 MED18
71153 41 CHIM02
71154 36 MED18
71155 8 BIO10
71156 25 IINF04
71157 56 MED18
71158 4 BIO10
71159 32 IINF04
71160 27 MED18
71161 83 CHIM02
71162 41 INGIND35
71163 56 INGIND35
71164 6 INGIND35
71165 68 INF01
71166 87 AGR03
71167 25 BIO10
71168 26 MAT01
71169 70 IINF05
71170 25 MAT01
71171 53 MAT01
71172 69 FIS01
71173 55 AGR03
71174 46 INGIND35
71175 50 CHIM02
71176 62 IINF04
71177 9 MAT01
71178 89 BIO10
71179 16 FIS01
71180 90 BIO10
71181 78 IINF05
71182 98 INGIND35
71183 96 IINF05
71184 5 CHIM02
71185 81 CHIM02
71186 4 AGR03
71187 48 MAT01
71188 31 BIO10
71189 34 MED18
71190 73 AGR03
71191 60 MAT01
71192 72 IINF04
71193 37 AGR03
71194 13 FIS01
71195 75 IINF04
71196 36 BIO10
71197 76 IINF04
71198 66 CHIM02
71199 23 INGIND35
71200 13 MAT01
71201 93 BIO10
71202 36 INGIND35
71203 27 CHIM02
71204 94 INGIND35
71205 37 CHIM02
71206 33 MAT01
71207 7 IINF04
71208 37 CHIM02
71209 42 MAT01
71210 34 AGR03
71211 72 CHIM02
71212 69 CHIM02
71213 91 MED18
71214 91 IINF05
71215 61 MAT01
71216 82 MED18
71217 49 IINF04
71218 88 IINF05
71219 88 MED18
71220 27 MED18
71221 20 MED18
71222 19 AGR03
71223 47 AGR03
71224 64 CHIM02
71225 61 IINF04
71226 59 INF01
71227 78 MAT01
71228 19 INF01
71229 77 BIO10
71230 68 BIO10
71231 30 MED18
71232 44 MED18
71233 63 MAT01
71234 88 IINF05
71235 13 INGIND35
71236 100 INGIND35
71237 91 MED18
71238 14 MED18
71239 12 AGR03
71240 94 BIO10
71241 30 INGIND35
71242 1 IINF04
71243 1 MAT01
71244 86 MAT01
71245 38 BIO10
71246 93 INF01
71247 9 MAT01
71248 95 AGR03
71249 15 INGIND35
71250 12 IINF05
71251 94 MAT01
71252 85 MAT01
71253 97 INF01
71254 62 AGR03
71255 77 INGIND35
71256 20 INF01
71257 66 FIS01
71258 51 CHIM02
71259 38 IINF04
71260 65 AGR03
71261 19 FIS01
71262 43 AGR03
71263 32 INGIND35
71264 100 INF01
71265 98 AGR03
71266 42 INF01
71267 48 MAT01
71268 98 MAT01
71269 55 FIS01
71270 52 INGIND35
71271 3 INGIND35
71272 58 INF01
71273 74 MAT01
71274 60 IINF05
71275 45 INGIND35
71276 46 INF01
71277 52 FIS01
71278 20 MED18
71279 32 INGIND35
71280 85 AGR03
71281 7 INF01
71282 39 INF01
71283 93 CHIM02
71284 49 FIS01
71285 67 BIO10
71286 34 IINF05
71287 13 AGR03
71288 95 MAT01
71289 92 MAT01
71290 28 CHIM02
71291 92 INF01
71292 100 BIO10
71293 13 MED18
71294 6 IINF05
71295 71 IINF04
71296 85 IINF05
71297 18 AGR03
71298 56 IINF04
71299 67 FIS01
71300 83 FIS01
71301 3 INGIND35
71302 18 MAT01
71303 61 INF01
71304 12 AGR03
71305 77 CHIM02
71306 19 IINF04
71307 19 INF01
71308 93 CHIM02
71309 19 IINF05
71310 51 IINF04
71311 5 IINF05
71312 56 FIS01
71313 42 MAT01
71314 99 INF01
71315 40 FIS01
71316 100 FIS01
71317 57 AGR03
71318 77 INF01
71319 55 MAT01
71320 95 MED18
71321 21 INGIND35
71322 4 INGIND35
71323 37 INF01
71324 97 IINF05
71325 46 MAT01
71326 53 INGIND35
71327 35 MAT01
71328 55 INGIND35
71329 9 BIO10
71330 43 MAT01
71331 63 FIS01
71332 38 INGIND35
71333 84 FIS01
71334 17 CHIM02
71335 92 MAT01
71336 39 FIS01
71337 21 CHIM02
71338 92 IINF05
71339 30 IINF05
71340 70 IINF05
71341 75 INF01
71342 16 CHIM02
71343 21 IINF05
71344 54 BIO10
71345 74 INGIND35
71346 94 BIO10
71347 51 IINF05
71348 94 INGIND35
71349 46 INF01
71350 22 IINF05
71351 67 AGR03
71352 78 BIO10
71353 43 BIO10
71354 32 FIS01
71355 15 MAT01
71356 56 FIS01
71357 56 MED18
71358 91 MAT01
71359 3 MED18
71360 66 AGR03
71361 60 IINF04
71362 14 BIO10
71363 55 INF01
71364 53 MED18
71365 41 MAT01
71366 20 AGR03
71367 83 INGIND35
71368 96 IINF04
71369 18 AGR03
71370 4 IINF05
71371 97 INF01
71372 73 INGIND35
71373 41 IINF05
71374 27 MAT01
71375 52 INGIND35
71376 64 IINF04
71377 14 MAT01
71378 24 AGR03
71379 95 IINF05
71380 51 IINF04
71381 60 IINF04
71382 99 IINF05
71383 74 AGR03
71384 22 BIO10
71385 33 BIO10
71386 57 MED18
71387 23 IINF05
71388 60 MAT01
71389 48 INGIND35
71390 73 INGIND35
71391 64 CHIM02
71392 50 IINF04
71393 51 IINF05
71394 93 IINF05
71395 26 MED18
71396 59 AGR03
71397 42 IINF05
71398 75 AGR03
71399 49 CHIM02
71400 89 AGR03
71401 95 MAT01
71402 63 IINF05
71403 33 INGIND35
71404 82 MAT01
71405 30 FIS01
71406 55 MED18
71407 8 MAT01
71408 87 BIO10
71409 29 IINF05
71410 65 INGIND35
71411 70 IINF05
71412 23 CHIM02
71413 98 BIO10
71414 54 IINF04
71415 6 FIS01
71416 80 MAT01
71417 42 AGR03
71418 37 INF01
71419 66 IINF05
71420 4 BIO10
71421 42 BIO10
71422 63 MAT01
71423 71 IINF05
71424 2 INF01
71425 80 CHIM02
71426 20 MAT01
71427 21 FIS01
71428 11 MAT01
71429 19 MAT01
71430 32 AGR03
71431 83 FIS01
71432 33 CHIM02
71433 49 INGIND35
71434 85 AGR03
71435 2 INGIND35
71436 9 INGIND35
71437 56 FIS01
71438 17 AGR03
71439 14 IINF04
71440 90 AGR03
71441 65 FIS01
71442 69 MAT01
71443 69 IINF05
71444 27 AGR03
71445 35 IINF05
71446 13 MAT01
71447 47 IINF04
71448 10 CHIM02
71449 58 INF01
71450 74 CHIM02
71451 77 FIS01
71452 32 BIO10
71453 60 MAT01
71454 1 MAT01
71455 91 AGR03
71456 7 AGR03
71457 87 AGR03
71458 71 IINF05
71459 11 MAT01
71460 92 INF01
71461 44 AGR03
71462 31 AGR03
71463 30 INGIND35
71464 7 INGIND35
71465 67 INGIND35
71466 82 FIS01
71467 69 CHIM02
71468 34 CHIM02
71469 92 CHIM02
71470 86 INF01
71471 68 CHIM02
71472 47 INGIND35
71473 40 BIO10
71474 57 FIS01
71475 71 MAT01
71476 86 BIO10
71477 53 INF01
71478 80 AGR03
71479 27 BIO10
71480 44 INGIND35
71481 29 INF01
71482 88 MED18
71483 47 MED18
71484 57 CHIM02
71485 59 MAT01
71486 57 MAT01
71487 72 IINF04
71488 15 MED18
71489 24 FIS01
71490 53 CHIM02
71491 15 MED18
71492 43 MAT01
71493 64 INF01
71494 20 IINF05
71495 69 MED18
71496 69 CHIM02
71497 28 IINF05
71498 93 INF01
71499 1 MAT01
71500 5 INGIND35
71501 90 MAT01
71502 19 IINF04
71503 62 BIO10
71504 29 INGIND35
71505 81 INGIND35
71506 10 INGIND35
71507 77 INGIND35
71508 71 INGIND35
71509 88 AGR03
71510 100 BIO10
71511 97 INGIND35
71512 38 BIO10
71513 91 INGIND35
71514 5 INGIND35
71515 59 MED18
71516 7 MAT01
71517 85 CHIM02
71518 17 IINF04
71519 6 MAT01
71520 16 FIS01
71521 22 MAT01
71522 27 IINF05
71523 48 FIS01
71524 48 IINF05
71525 39 INGIND35
71526 3 IINF05
71527 45 FIS01
71528 83 INF01
71529 10 MAT01
71530 3 AGR03
71531 77 INF01
71532 43 BIO10
71533 26 BIO10
71534 83 FIS01
71535 90 IINF04
71536 33 IINF04
71537 73 INF01
71538 61 MAT01
71539 55 INGIND35
71540 69 FIS01
71541 20 IINF05
71542 82 INGIND35
71543 10 AGR03
71544 89 CHIM02
71545 13 BIO10
71546 67 CHIM02
71547 21 MAT01
71548 98 AGR03
71549 47 MAT01
71550 92 MED18
71551 46 INF01
71552 90 FIS01
71553 46 IINF05
71554 12 MAT01
71555 5 INF01
71556 8 BIO10
71557 21 AGR03
71558 31 MED18
71559 63 FIS01
71560 5 MED18
71561 55 BIO10
71562 80 FIS01
71563 68 IINF04
71564 70 FIS01
71565 28 IINF04
71566 46 CHIM02
71567 16 AGR03
71568 43 IINF05
71569 98 CHIM02
71570 45 INF01
71571 88 INF01
71572 53 MAT01
71573 34 CHIM02
71574 69 BIO10
71575 23 FIS01
71576 70 INGIND35
71577 33 FIS01
71578 53 AGR03
71579 97 MAT01
71580 76 CHIM02
71581 17 INF01
71582 40 IINF04
71583 32 INF01
71584 65 AGR03
71585 55 CHIM02
71586 14 INGIND35
71587 15 FIS01
71588 7 INGIND35
71589 49 BIO10
71590 24 INGIND35
71591 35 INF01
71592 95 INGIND35
71593 72 MED18
71594 91 INGIND35
71595 52 IINF05
71596 54 AGR03
71597 58 AGR03
71598 70 IINF04
71599 7 MED18
71600 65 FIS01
71601 47 AGR03
71602 52 INF01
71603 10 BIO10
71604 41 IINF04
71605 85 BIO10
71606 69 IINF04
71607 97 MAT01
71608 47 FIS01
71609 2 FIS01
71610 97 IINF04
71611 64 CHIM02
71612 12 IINF05
71613 3 BIO10
71614 91 INGIND35
71615 90 BIO10
71616 50 IINF04
71617 16 IINF04
71618 62 MED18
71619 84 AGR03
71620 82 IINF04
71621 57 INGIND35
71622 51 INGIND35
71623 47 AGR03
71624 43 AGR03
71625 46 IINF04
71626 92 FIS01
71627 48 IINF05
71628 62 CHIM02
71629 66 MED18
71630 83 MAT01
71631 100 INGIND35
71632 69 IINF05
71633 93 IINF05
71634 37 MED18
71635 25 FIS01
71636 75 FIS01
71637 67 BIO10
71638 39 INF01
71639 76 MAT01
71640 22 CHIM02
71641 99 BIO10
71642 32 BIO10
71643 17 INGIND35
71644 61 INF01
71645 57 IINF05
71646 5 INF01
71647 44 INF01
71648 46 AGR03
71649 64 MAT01
71650 46 IINF04
71651 67 MED18
71652 88 MED18
71653 100 IINF05
71654 66 IINF05
71655 70 MAT01
71656 89 BIO10
71657 54 MAT01
71658 42 MED18
71659 23 INF01
71660 9 INF01
71661 98 FIS01
71662 24 BIO10
71663 86 BIO10
71664 2 MAT01
71665 10 IINF05
71666 62 IINF04
71667 79 CHIM02
71668 21 INF01
71669 75 FIS01
71670 36 FIS01
71671 25 IINF04
71672 100 FIS01
71673 73 IINF04
71674 70 MAT01
71675 27 INGIND35
71676 84 MAT01
71677 56 CHIM02
71678 60 IINF05
71679 65 AGR03
71680 14 CHIM02
71681 18 MAT01
71682 3 INGIND35
71683 93 CHIM02
71684 84 IINF04
71685 69 BIO10
71686 96 CHIM02
71687 56 BIO10
71688 65 MED18
71689 56 IINF05
71690 75 MED18
71691 60 MAT01
71692 88 IINF05
71693 38 IINF05
71694 91 FIS01
71695 12 CHIM02
71696 66 FIS01
71697 26 AGR03
71698 10 INF01
71699 79 BIO10
71700 22 INF01
71701 4 AGR03
71702 61 FIS01
71703 96 FIS01
71704 22 MAT01
71705 99 INGIND35
71706 36 INGIND35
71707 46 BIO10
71708 59 MED18
71709 30 INF01
71710 49 FIS01
71711 83 MED18
71712 20 INGIND35
71713 83 CHIM02
71714 24 INF01
71715 71 CHIM02
71716 61 BIO10
71717 15 IINF05
71718 48 INGIND35
71719 6 MED18
71720 32 INGIND35
71721 58 AGR03
71722 71 AGR03
71723 26 IINF04
71724 91 INF01
71725 13 FIS01
71726 75 IINF04
71727 73 FIS01
71728 64 INF01
71729 88 IINF05
71730 85 IINF05
71731 67 CHIM02
71732 11 INGIND35
71733 15 CHIM02
71734 19 INGIND35
71735 24 CHIM02
71736 5 MAT01
71737 17 IINF05
71738 87 IINF05
71739 3 CHIM02
71740 25 CHIM02
71741 76 CHIM02
71742 48 MAT01
71743 53 FIS01
71744 4 BIO10
71745 30 BIO10
71746 81 CHIM02
71747 1 IINF04
71748 87 MED18
71749 12 MED18
71750 38 CHIM02
71751 44 IINF04
71752 60 BIO10
71753 64 FIS01
71754 5 IINF04
71755 41 CHIM02
71756 95 AGR03
71757 31 CHIM02
71758 78 BIO10
71759 93 INGIND35
71760 33 IINF04
71761 10 BIO10
71762 3 IINF04
71763 30 CHIM02
71764 14 MED18
71765 27 IINF04
71766 10 INGIND35
71767 30 IINF04
71768 79 INF01
71769 50 IINF05
71770 8 CHIM02
71771 32 MED18
71772 65 AGR03
71773 84 BIO10
71774 52 INGIND35
71775 28 IINF04
71776 5 INF01
71777 1 IINF04
71778 17 MAT01
71779 97 INGIND35
71780 60 BIO10
71781 47 MED18
71782 2 BIO10
71783 29 MED18
71784 6 INGIND35
71785 21 BIO10
71786 1 IINF04
71787 62 CHIM02
71788 82 MED18
71789 67 IINF04
71790 21 CHIM02
71791 3 MAT01
71792 96 INGIND35
71793 92 INGIND35
71794 12 IINF05
71795 49 CHIM02
71796 50 IINF05
71797 37 CHIM02
71798 25 FIS01
71799 32 CHIM02
71800 93 CHIM02
71801 14 MED18
71802 8 MAT01
71803 94 MAT01
71804 72 INF01
71805 64 INGIND35
71806 24 FIS01
71807 66 FIS01
71808 56 BIO10
71809 99 INF01
71810 94 INF01
71811 58 INF01
71812 94 IINF04
71813 66 BIO10
71814 11 INGIND35
71815 26 FIS01
71816 77 IINF04
71817 10 INF01
71818 14 BIO10
71819 13 MAT01
71820 37 CHIM02
71821 61 AGR03
71822 38 MAT01
71823 100 AGR03
71824 62 MAT01
71825 64 MAT01
71826 29 BIO10
71827 81 AGR03
71828 64 CHIM02
71829 12 INGIND35
71830 7 INF01
71831 22 INF01
71832 49 INGIND35
71833 71 CHIM02
71834 48 INGIND35
71835 46 FIS01
71836 38 MAT01
71837 95 BIO10
71838 3 AGR03
71839 52 INF01
71840 67 AGR03
71841 91 INF01
71842 66 IINF04
71843 11 INGIND35
71844 50 FIS01
71845 27 MED18
71846 35 FIS01
71847 88 FIS01
71848 5 BIO10
71849 85 FIS01
71850 89 INGIND35
71851 36 IINF05
71852 69 INGIND35
71853 61 IINF04
71854 30 IINF05
71855 68 IINF04
71856 91 FIS01
71857 7 MAT01
71858 13 IINF05
71859 57 INGIND35
71860 84 MED18
71861 15 INGIND35
71862 29 INGIND35
71863 42 CHIM02
71864 28 IINF05
71865 9 MAT01
71866 59 MAT01
71867 35 FIS01
71868 47 IINF05
71869 36 IINF04
71870 81 FIS01
71871 86 MED18
71872 44 FIS01
71873 56 INGIND35
71874 9 MAT01
71875 82 FIS01
71876 54 INF01
71877 67 CHIM02
71878 49 AGR03
71879 8 INGIND35
71880 13 AGR03
71881 29 CHIM02
71882 84 MED18
71883 31 INF01
71884 73 IINF05
71885 56 IINF04
71886 82 IINF04
71887 37 FIS01
71888 13 IINF04
71889 91 AGR03
71890 78 MED18
71891 8 FIS01
71892 85 AGR03
71893 67 AGR03
71894 77 INGIND35
71895 43 INF01
71896 53 FIS01
71897 11 MED18
71898 77 INGIND35
71899 61 IINF04
71900 70 BIO10
71901 36 AGR03
71902 58 FIS01
71903 92 BIO10
71904 9 AGR03
71905 97 MAT01
71906 35 IINF04
71907 54 INGIND35
71908 87 BIO10
71909 35 CHIM02
71910 55 BIO10
71911 27 MED18
71912 67 INGIND35
71913 73 IINF04
71914 41 INF01
71915 3 MED18
71916 82 BIO10
71917 18 IINF04
71918 98 CHIM02
71919 30 AGR03
71920 34 FIS01
71921 99 BIO10
71922 41 INGIND35
71923 39 INF01
71924 71 MED18
71925 92 MAT01
71926 50 MED18
71927 82 BIO10
71928 45 CHIM02
71929 72 BIO10
71930 1 IINF04
71931 27 MED18
71932 31 IINF05
71933 91 AGR03
71934 34 BIO10
71935 49 CHIM02
71936 63 MED18
71937 62 MAT01
71938 63 MAT01
71939 93 IINF04
71940 92 INF01
71941 65 MED18
71942 49 IINF05
71943 59 MED18
71944 76 AGR03
71945 24 MAT01
71946 63 FIS01
71947 89 CHIM02
71948 70 BIO10
71949 89 FIS01
71950 51 FIS01
71951 97 INGIND35
71952 77 IINF04
71953 38 IINF04
71954 3 AGR03
71955 15 IINF04
71956 25 IINF04
71957 72 AGR03
71958 89 IINF05
71959 57 INF01
71960 98 AGR03
71961 76 CHIM02
71962 55 IINF04
71963 12 CHIM02
71964 57 AGR03
71965 78 MAT01
71966 62 BIO10
71967 18 AGR03
71968 42 IINF04
71969 53 MED18
71970 35 MED18
71971 43 MAT01
71972 30 IINF04
71973 37 MED18
71974 15 MED18
71975 9 IINF05
71976 10 BIO10
71977 48 BIO10
71978 36 INF01
71979 92 IINF05
71980 82 BIO10
71981 33 INF01
71982 23 CHIM02
71983 82 CHIM02
71984 22 AGR03
71985 14 IINF05
71986 53 IINF05
71987 63 MED18
71988 11 INGIND35
71989 55 IINF04
71990 64 BIO10
71991 22 IINF05
71992 90 IINF05
71993 99 INGIND35
71994 20 CHIM02
71995 23 IINF05
71996 15 AGR03
71997 49 IINF04
71998 41 BIO10
71999 62 MED18
72000 45 INF01
72001 54 AGR03
72002 37 IINF04
72003 73 CHIM02
72004 6 INGIND35
72005 100 MED18
72006 82 AGR03
72007 9 INGIND35
72008 51 FIS01
72009 3 MED18
72010 43 BIO10
72011 37 BIO10
72012 61 CHIM02
72013 10 CHIM02
72014 66 FIS01
72015 79 BIO10
72016 70 IINF05
72017 18 FIS01
72018 53 MAT01
72019 53 FIS01
72020 14 IINF04
72021 68 IINF05
72022 100 INGIND35
72023 68 MED18
72024 38 INF01
72025 14 AGR03
72026 28 IINF04
72027 80 INF01
72028 6 MAT01
72029 65 INGIND35
72030 29 INGIND35
72031 31 INGIND35
72032 17 IINF05
72033 97 IINF05
72034 24 MAT01
72035 81 INF01
72036 65 MAT01
72037 33 IINF04
72038 34 IINF04
72039 32 BIO10
72040 98 MAT01
72041 63 MAT01
72042 51 MAT01
72043 42 INGIND35
72044 96 MED18
72045 33 MAT01
72046 98 CHIM02
72047 88 MED18
72048 80 IINF05
72049 66 AGR03
72050 93 CHIM02
72051 80 INF01
72052 10 IINF04
72053 10 AGR03
72054 94 FIS01
72055 96 MED18
72056 65 BIO10
72057 9 MAT01
72058 75 IINF04
72059 76 INGIND35
72060 59 INGIND35
72061 26 INF01
72062 99 MED18
72063 2 BIO10
72064 95 IINF05
72065 53 IINF05
72066 97 BIO10
72067 86 CHIM02
72068 31 CHIM02
72069 8 IINF05
72070 96 AGR03
72071 73 MAT01
72072 27 INF01
72073 44 MED18
72074 28 INGIND35
72075 77 MAT01
72076 46 INF01
72077 29 MAT01
72078 13 FIS01
72079 6 MAT01
72080 63 CHIM02
72081 84 MAT01
72082 32 IINF04
72083 2 BIO10
72084 85 AGR03
72085 54 IINF05
72086 55 MED18
72087 86 BIO10
72088 24 AGR03
72089 9 INGIND35
72090 33 CHIM02
72091 74 BIO10
72092 97 FIS01
72093 88 BIO10
72094 83 MED18
72095 89 FIS01
72096 13 MED18
72097 72 FIS01
72098 54 IINF04
72099 45 MAT01
72100 98 CHIM02
72101 67 FIS01
72102 73 INF01
72103 44 IINF05
72104 49 IINF04
72105 9 AGR03
72106 3 INF01
72107 28 MAT01
72108 47 IINF04
72109 19 BIO10
72110 77 INGIND35
72111 69 INGIND35
72112 61 BIO10
72113 33 FIS01
72114 19 FIS01
72115 26 AGR03
72116 49 CHIM02
72117 76 CHIM02
72118 65 BIO10
72119 59 FIS01
72120 84 CHIM02
72121 19 FIS01
72122 11 FIS01
72123 82 IINF04
72124 20 BIO10
72125 84 BIO10
72126 84 BIO10
72127 16 CHIM02
72128 64 AGR03
72129 67 IINF05
72130 15 IINF04
72131 63 INF01
72132 35 INGIND35
72133 1 AGR03
72134 92 CHIM02
72135 6 INF01
72136 37 FIS01
72137 75 BIO10
72138 99 INGIND35
72139 2 FIS01
72140 4 IINF04
72141 78 MAT01
72142 14 INF01
72143 40 INF01
72144 40 MAT01
72145 99 INGIND35
72146 77 MED18
72147 12 IINF04
72148 20 INF01
72149 52 MAT01
72150 12 INF01
72151 71 INGIND35
72152 80 IINF04
72153 80 INGIND35
72154 11 IINF05
72155 71 CHIM02
72156 20 INF01
72157 65 CHIM02
72158 45 CHIM02
72159 40 MAT01
72160 24 AGR03
72161 3 INGIND35
72162 32 INF01
72163 43 INGIND35
72164 9 AGR03
72165 55 MAT01
72166 54 IINF05
72167 63 FIS01
72168 72 BIO10
72169 46 MED18
72170 20 INF01
72171 86 IINF05
72172 66 MAT01
72173 72 IINF05
72174 22 INF01
72175 79 FIS01
72176 79 CHIM02
72177 68 MED18
72178 64 INF01
72179 46 BIO10
72180 77 MAT01
72181 36 BIO10
72182 30 INF01
72183 6 MAT01
72184 80 FIS01
72185 92 FIS01
72186 82 IINF05
72187 92 MAT01
72188 61 MAT01
72189 3 CHIM02
72190 92 CHIM02
72191 62 BIO10
72192 64 INGIND35
72193 48 BIO10
72194 40 BIO10
72195 60 INF01
72196 20 BIO10
72197 68 IINF05
72198 1 IINF04
72199 47 FIS01
72200 79 AGR03
72201 16 CHIM02
72202 94 INGIND35
72203 48 BIO10
72204 58 MAT01
72205 58 FIS01
72206 50 IINF04
72207 75 INGIND35
72208 39 AGR03
72209 56 IINF05
72210 60 MAT01
72211 96 MAT01
72212 67 INF01
72213 80 INGIND35
72214 30 FIS01
72215 8 IINF05
72216 9 INF01
72217 1 BIO10
72218 40 INGIND35
72219 2 CHIM02
72220 25 BIO10
72221 36 FIS01
72222 63 CHIM02
72223 95 AGR03
72224 51 MAT01
72225 42 IINF05
72226 76 CHIM02
72227 8 FIS01
72228 87 CHIM02
72229 93 FIS01
72230 58 MED18
72231 77 MED18
72232 7 CHIM02
72233 58 MAT01
72234 100 MAT01
72235 25 CHIM02
72236 92 AGR03
72237 71 FIS01
72238 23 CHIM02
72239 87 AGR03
72240 8 IINF04
72241 45 CHIM02
72242 44 CHIM02
72243 11 FIS01
72244 32 BIO10
72245 20 FIS01
72246 98 AGR03
72247 99 AGR03
72248 53 INF01
72249 13 MED18
72250 12 CHIM02
72251 8 INF01
72252 26 MED18
72253 50 INGIND35
72254 37 FIS01
72255 96 MAT01
72256 31 CHIM02
72257 79 MAT01
72258 41 IINF05
72259 75 IINF04
72260 98 BIO10
72261 15 BIO10
72262 52 INGIND35
72263 54 MAT01
72264 30 INGIND35
72265 41 MED18
72266 22 AGR03
72267 20 IINF05
72268 13 MED18
72269 74 CHIM02
72270 98 MAT01
72271 45 CHIM02
72272 74 IINF05
72273 68 CHIM02
72274 29 MED18
72275 98 MAT01
72276 47 BIO10
72277 64 CHIM02
72278 54 INF01
72279 72 FIS01
72280 56 AGR03
72281 49 MAT01
72282 66 BIO10
72283 77 INF01
72284 100 BIO10
72285 36 IINF04
72286 79 INGIND35
72287 21 AGR03
72288 27 MAT01
72289 21 MED18
72290 76 BIO10
72291 78 BIO10
72292 80 INGIND35
72293 77 MAT01
72294 64 IINF04
72295 68 INF01
72296 94 INF01
72297 57 BIO10
72298 52 AGR03
72299 80 CHIM02
72300 52 IINF04
72301 6 INGIND35
72302 5 MED18
72303 92 IINF05
72304 64 BIO10
72305 88 INF01
72306 92 AGR03
72307 67 FIS01
72308 69 INF01
72309 6 IINF05
72310 97 AGR03
72311 81 BIO10
72312 37 MAT01
72313 53 IINF04
72314 14 MED18
72315 15 INGIND35
72316 74 IINF05
72317 46 AGR03
72318 80 INGIND35
72319 11 FIS01
72320 52 INF01
72321 17 IINF05
72322 35 AGR03
72323 48 INF01
72324 96 MAT01
72325 53 INGIND35
72326 10 MAT01
72327 57 AGR03
72328 1 INGIND35
72329 99 AGR03
72330 60 AGR03
72331 78 MAT01
72332 10 FIS01
72333 85 INF01
72334 54 INF01
72335 88 INGIND35
72336 14 FIS01
72337 6 INF01
72338 82 AGR03
72339 90 IINF04
72340 98 AGR03
72341 3 MED18
72342 27 INF01
72343 84 INGIND35
72344 54 MAT01
72345 5 CHIM02
72346 37 IINF05
72347 2 AGR03
72348 28 IINF05
72349 39 BIO10
72350 51 INGIND35
72351 61 BIO10
72352 68 IINF05
72353 87 MED18
72354 70 MAT01
72355 14 INGIND35
72356 70 CHIM02
72357 60 CHIM02
72358 31 CHIM02
72359 96 FIS01
72360 4 MAT01
72361 88 CHIM02
72362 4 CHIM02
72363 41 FIS01
72364 27 MED18
72365 12 INF01
72366 55 IINF05
72367 51 INGIND35
72368 76 AGR03
72369 74 CHIM02
72370 56 IINF05
72371 92 AGR03
72372 96 MAT01
72373 80 AGR03
72374 26 IINF04
72375 60 CHIM02
72376 70 BIO10
72377 77 FIS01
72378 47 INGIND35
72379 16 INGIND35
72380 64 MAT01
72381 66 INGIND35
72382 67 MAT01
72383 76 IINF04
72384 29 CHIM02
72385 42 INF01
72386 34 MED18
72387 12 IINF05
72388 59 INF01
72389 31 BIO10
72390 96 MAT01
72391 71 FIS01
72392 56 IINF04
72393 41 MED18
72394 24 INF01
72395 59 MAT01
72396 54 INGIND35
72397 6 MAT01
72398 56 MAT01
72399 44 INF01
72400 1 INF01
72401 48 IINF04
72402 18 FIS01
72403 65 CHIM02
72404 20 IINF04
72405 59 IINF04
72406 86 IINF04
72407 8 IINF05
72408 91 MAT01
72409 48 FIS01
72410 55 INGIND35
72411 80 BIO10
72412 9 IINF05
72413 76 IINF05
72414 99 INGIND35
72415 84 BIO10
72416 67 IINF04
72417 53 INGIND35
72418 6 AGR03
72419 70 INGIND35
72420 49 MAT01
72421 14 BIO10
72422 76 IINF04
72423 12 INGIND35
72424 52 BIO10
72425 62 IINF05
72426 84 FIS01
72427 91 IINF04
72428 48 IINF04
72429 59 IINF05
72430 86 MED18
72431 67 AGR03
72432 92 INGIND35
72433 88 MAT01
72434 69 AGR03
72435 32 INGIND35
72436 28 MAT01
72437 83 INF01
72438 87 INGIND35
72439 44 BIO10
72440 11 IINF04
72441 55 IINF05
72442 73 INGIND35
72443 71 MED18
72444 46 BIO10
72445 51 IINF04
72446 55 FIS01
72447 37 BIO10
72448 16 CHIM02
72449 15 INF01
72450 65 AGR03
72451 81 CHIM02
72452 11 MED18
72453 55 MAT01
72454 12 INGIND35
72455 65 IINF04
72456 91 FIS01
72457 63 INGIND35
72458 17 BIO10
72459 64 BIO10
72460 36 AGR03
72461 27 IINF05
72462 34 IINF04
72463 34 MED18
72464 86 MED18
72465 90 CHIM02
72466 62 MAT01
72467 65 CHIM02
72468 58 MAT01
72469 58 CHIM02
72470 32 BIO10
72471 76 IINF04
72472 99 MAT01
72473 89 MED18
72474 63 IINF05
72475 5 INGIND35
72476 16 FIS01
72477 54 CHIM02
72478 43 MED18
72479 15 INF01
72480 90 MAT01
72481 92 MED18
72482 20 IINF05
72483 12 IINF05
