9322 IINF01 1
81044 93 FIS01
81045 42 MED18
81046 41 BIO10
81047 83 IINF04
81048 50 FIS01
81049 14 AGR03
81050 89 IINF05
81051 75 BIO10
81052 30 IINF04
81053 97 BIO10
81054 79 MAT01
81055 31 IINF04
81056 33 AGR03
81057 13 FIS01
81058 88 MAT01
81059 90 CHIM02
81060 12 INGIND35
81061 66 INF01
81062 9 AGR03
81063 56 MED18
81064 10 MAT01
81065 69 MED18
81066 22 FIS01
81067 49 MAT01
81068 6 AGR03
81069 80 CHIM02
81070 15 INGIND35
81071 69 BIO10
81072 78 INF01
81073 89 INF01
81074 7 INGIND35
81075 29 INF01
81076 33 MED18
81077 64 CHIM02
81078 93 INGIND35
81079 60 INF01
81080 98 INGIND35
81081 5 IINF05
81082 67 AGR03
81083 47 CHIM02
81084 45 BIO10
81085 83 BIO10
81086 32 INF01
81087 31 INGIND35
81088 65 IINF04
81089 53 MED18
81090 93 INGIND35
81091 62 CHIM02
81092 81 INF01
81093 24 AGR03
81094 100 AGR03
81095 78 AGR03
81096 36 IINF05
81097 59 MED18
81098 82 MAT01
81099 86 AGR03
81100 32 IINF05
81101 47 FIS01
81102 74 FIS01
81103 7 CHIM02
81104 13 FIS01
81105 62 IINF04
81106 25 INF01
81107 48 BIO10
81108 31 IINF04
81109 57 IINF05
81110 51 MED18
81111 1 INGIND35
81112 43 CHIM02
81113 85 MED18
81114 68 MED18
81115 69 IINF04
81116 82 BIO10
81117 77 IINF05
81118 86 IINF04
81119 5 IINF05
81120 12 INF01
81121 16 FIS01
81122 21 IINF04
81123 60 AGR03
81124 52 MED18
81125 56 IINF05
81126 6 MED18
81127 38 MAT01
81128 12 FIS01
81129 47 MED18
81130 33 AGR03
81131 36 BIO10
81132 65 MED18
81133 73 CHIM02
81134 53 AGR03
81135 5 INF01
81136 91 AGR03
81137 1 FIS01
81138 4 BIO10
81139 18 INF01
81140 73 AGR03
81141 89 INGIND35
81142 84 IINF05
81143 11 INGIND35
81144 18 CHIM02
81145 90 IINF04
81146 26 INGIND35
81147 25 MAT01
81148 63 CHIM02
81149 11 IINF04
81150 28 FIS01
81151 6 INF01
81152 98 INGIND35
81153 94 MED18
81154 51 MED18
81155 64 IINF04
81156 64 AGR03
81157 73 FIS01
81158 30 INGIND35
81159 15 FIS01
81160 75 CHIM02
81161 36 MED18
81162 29 INF01
81163 91 BIO10
81164 4 INGIND35
81165 72 INGIND35
81166 67 INF01
81167 25 AGR03
81168 80 BIO10
81169 4 FIS01
81170 35 INGIND35
81171 82 IINF04
81172 59 IINF05
81173 21 IINF05
81174 48 AGR03
81175 43 IINF05
81176 39 CHIM02
81177 81 MAT01
81178 92 MAT01
81179 63 CHIM02
81180 44 CHIM02
81181 21 IINF05
81182 66 IINF04
81183 4 IINF04
81184 73 CHIM02
81185 26 INF01
81186 50 CHIM02
81187 66 MAT01
81188 99 BIO10
81189 34 CHIM02
81190 81 IINF05
81191 8 AGR03
81192 60 BIO10
81193 81 IINF04
81194 76 IINF05
81195 99 FIS01
81196 38 INGIND35
81197 83 MAT01
81198 57 MAT01
81199 79 MED18
81200 100 AGR03
81201 62 MED18
81202 58 IINF04
81203 3 MAT01
81204 12 BIO10
81205 85 MED18
81206 13 IINF04
81207 45 IINF04
81208 78 IINF04
81209 68 MED18
81210 68 INGIND35
81211 39 INGIND35
81212 82 INF01
81213 4 FIS01
81214 5 BIO10
81215 54 IINF04
81216 76 INF01
81217 92 AGR03
81218 83 FIS01
81219 16 AGR03
81220 66 INF01
81221 64 INF01
81222 21 MED18
81223 6 BIO10
81224 18 AGR03
81225 63 AGR03
81226 54 IINF04
81227 42 AGR03
81228 67 IINF04
81229 33 AGR03
81230 58 MAT01
81231 32 INF01
81232 37 BIO10
81233 78 IINF04
81234 94 IINF05
81235 92 IINF04
81236 17 CHIM02
81237 44 FIS01
81238 76 FIS01
81239 93 MAT01
81240 12 MAT01
81241 48 MAT01
81242 17 MAT01
81243 88 CHIM02
81244 41 INF01
81245 68 BIO10
81246 14 MAT01
81247 27 AGR03
81248 92 AGR03
81249 62 MAT01
81250 13 AGR03
81251 99 MED18
81252 31 INGIND35
81253 84 BIO10
81254 67 MAT01
81255 74 IINF05
81256 11 INGIND35
81257 44 IINF04
81258 6 INGIND35
81259 8 MAT01
81260 94 AGR03
81261 3 FIS01
81262 97 AGR03
81263 78 INGIND35
81264 76 IINF05
81265 51 INF01
81266 1 MAT01
81267 59 MAT01
81268 16 INF01
81269 98 AGR03
81270 68 AGR03
81271 95 MED18
81272 36 CHIM02
81273 24 MED18
81274 60 BIO10
81275 21 AGR03
81276 11 FIS01
81277 36 AGR03
81278 33 AGR03
81279 79 MAT01
81280 44 MED18
81281 11 INGIND35
81282 42 FIS01
81283 64 MED18
81284 31 IINF04
81285 54 BIO10
81286 32 INGIND35
81287 29 FIS01
81288 34 INGIND35
81289 63 AGR03
81290 98 IINF05
81291 73 MED18
81292 18 IINF04
81293 33 INGIND35
81294 4 IINF04
81295 14 FIS01
81296 17 IINF05
81297 30 INGIND35
81298 56 AGR03
81299 44 INF01
81300 91 AGR03
81301 94 FIS01
81302 63 BIO10
81303 7 CHIM02
81304 60 INF01
81305 11 FIS01
81306 99 IINF04
81307 97 FIS01
81308 46 IINF04
81309 76 AGR03
81310 36 IINF04
81311 36 FIS01
81312 30 CHIM02
81313 34 IINF04
81314 89 MED18
81315 6 CHIM02
81316 96 MED18
81317 3 BIO10
81318 25 INF01
81319 16 INGIND35
81320 63 IINF05
81321 23 FIS01
81322 41 BIO10
81323 59 INGIND35
81324 94 CHIM02
81325 77 IINF04
81326 57 MED18
81327 92 AGR03
81328 16 MAT01
81329 9 FIS01
81330 10 INGIND35
81331 21 IINF04
81332 79 BIO10
81333 79 MAT01
81334 99 MAT01
81335 71 IINF05
81336 66 INF01
81337 54 INGIND35
81338 68 IINF04
81339 29 FIS01
81340 81 INGIND35
81341 38 MED18
81342 27 CHIM02
81343 62 INF01
81344 10 FIS01
81345 81 INGIND35
81346 7 BIO10
81347 81 MAT01
81348 2 MED18
81349 39 MAT01
81350 49 IINF05
81351 72 IINF04
81352 21 FIS01
81353 31 MAT01
81354 20 BIO10
81355 11 INGIND35
81356 77 INGIND35
81357 36 FIS01
81358 63 MED18
81359 17 INF01
81360 72 CHIM02
81361 18 INGIND35
81362 12 BIO10
81363 38 MAT01
81364 35 AGR03
81365 63 INGIND35
81366 49 AGR03
81367 49 INGIND35
81368 54 INF01
81369 9 MED18
81370 58 FIS01
81371 55 MAT01
81372 88 MAT01
81373 86 INF01
81374 2 FIS01
81375 4 IINF04
81376 46 BIO10
81377 60 MAT01
81378 41 CHIM02
81379 38 MED18
81380 19 MAT01
81381 40 MED18
81382 74 CHIM02
81383 19 INF01
81384 86 MED18
81385 21 MED18
81386 85 FIS01
81387 61 FIS01
81388 88 INGIND35
81389 59 IINF05
81390 30 INGIND35
81391 21 AGR03
81392 34 BIO10
81393 49 MAT01
81394 23 BIO10
81395 45 IINF04
81396 30 INGIND35
81397 23 MAT01
81398 32 IINF05
81399 18 FIS01
81400 76 BIO10
81401 88 IINF04
81402 59 IINF04
81403 70 BIO10
81404 50 INGIND35
81405 20 MAT01
81406 7 IINF04
81407 82 CHIM02
81408 89 MAT01
81409 79 IINF05
81410 28 INGIND35
81411 43 INF01
81412 19 CHIM02
81413 74 FIS01
81414 65 BIO10
81415 24 FIS01
81416 77 FIS01
81417 55 BIO10
81418 69 IINF04
81419 12 IINF05
81420 41 AGR03
81421 15 IINF05
81422 3 MAT01
81423 35 BIO10
81424 57 BIO10
81425 48 AGR03
81426 95 MED18
81427 13 IINF04
81428 22 IINF05
81429 80 MED18
81430 46 MED18
81431 11 BIO10
81432 100 MAT01
81433 28 INGIND35
81434 51 AGR03
81435 15 INF01
81436 42 INF01
81437 35 BIO10
81438 35 FIS01
81439 74 FIS01
81440 52 CHIM02
81441 56 MED18
81442 80 INGIND35
81443 35 MED18
81444 85 BIO10
81445 93 INGIND35
81446 42 INF01
81447 63 CHIM02
81448 90 AGR03
81449 35 IINF04
81450 95 IINF04
81451 63 MAT01
81452 62 AGR03
81453 26 CHIM02
81454 61 MAT01
81455 50 MAT01
81456 62 IINF05
81457 82 FIS01
81458 79 BIO10
81459 38 MED18
81460 64 INGIND35
81461 19 AGR03
81462 91 FIS01
81463 12 IINF05
81464 65 INGIND35
81465 25 IINF05
81466 76 CHIM02
81467 18 INF01
81468 1 IINF04
81469 46 IINF05
81470 67 AGR03
81471 72 AGR03
81472 10 IINF04
81473 64 IINF05
81474 77 MAT01
81475 22 AGR03
81476 91 FIS01
81477 47 AGR03
81478 55 BIO10
81479 37 MAT01
81480 76 IINF05
81481 61 MAT01
81482 41 MAT01
81483 99 MAT01
81484 81 BIO10
81485 3 MED18
81486 36 MAT01
81487 70 CHIM02
81488 19 AGR03
81489 42 CHIM02
81490 69 IINF04
81491 69 MAT01
81492 76 FIS01
81493 46 INF01
81494 100 MED18
81495 66 CHIM02
81496 58 IINF04
81497 65 IINF05
81498 59 AGR03
81499 45 INGIND35
81500 98 IINF04
81501 73 IINF04
81502 98 AGR03
81503 49 IINF05
81504 48 IINF05
81505 48 FIS01
81506 44 IINF04
81507 80 CHIM02
81508 60 BIO10
81509 36 MED18
81510 21 INGIND35
81511 24 MAT01
81512 82 AGR03
81513 82 INF01
81514 40 INF01
81515 87 INF01
81516 93 IINF05
81517 48 MED18
81518 73 INGIND35
81519 28 FIS01
81520 77 FIS01
81521 53 INF01
81522 76 INGIND35
81523 82 AGR03
81524 3 AGR03
81525 6 AGR03
81526 48 INGIND35
81527 66 IINF04
81528 63 IINF04
81529 74 AGR03
81530 52 BIO10
81531 99 INGIND35
81532 63 INGIND35
81533 66 BIO10
81534 43 INF01
81535 49 INGIND35
81536 87 IINF04
81537 43 INF01
81538 56 AGR03
81539 18 BIO10
81540 82 CHIM02
81541 24 BIO10
81542 50 INF01
81543 45 IINF05
81544 45 BIO10
81545 49 AGR03
81546 37 INF01
81547 8 AGR03
81548 100 MAT01
81549 22 IINF04
81550 75 INGIND35
81551 96 MAT01
81552 70 IINF04
81553 71 CHIM02
81554 13 IINF05
81555 13 INGIND35
81556 4 IINF04
81557 5 CHIM02
81558 70 IINF05
81559 97 INGIND35
81560 48 MED18
81561 54 MAT01
81562 4 FIS01
81563 89 IINF04
81564 42 MED18
81565 43 CHIM02
81566 4 FIS01
81567 65 CHIM02
81568 78 INF01
81569 1 INF01
81570 62 IINF05
81571 65 IINF04
81572 43 CHIM02
81573 41 AGR03
81574 17 CHIM02
81575 21 MED18
81576 82 AGR03
81577 54 IINF04
81578 43 IINF05
81579 28 BIO10
81580 30 AGR03
81581 44 BIO10
81582 47 FIS01
81583 64 INGIND35
81584 14 IINF05
81585 89 IINF04
81586 48 FIS01
81587 92 BIO10
81588 70 INF01
81589 19 INGIND35
81590 75 BIO10
81591 10 MED18
81592 83 FIS01
81593 2 AGR03
81594 13 MAT01
81595 32 IINF04
81596 38 MAT01
81597 79 MAT01
81598 31 MAT01
81599 1 CHIM02
81600 1 FIS01
81601 93 AGR03
81602 6 FIS01
81603 6 MED18
81604 71 AGR03
81605 8 INF01
81606 40 MAT01
81607 87 BIO10
81608 73 AGR03
81609 32 CHIM02
81610 29 MAT01
81611 68 CHIM02
81612 37 AGR03
81613 68 IINF04
81614 6 BIO10
81615 62 AGR03
81616 43 IINF05
81617 92 INGIND35
81618 80 IINF05
81619 44 AGR03
81620 53 INF01
81621 20 FIS01
81622 53 AGR03
81623 99 IINF05
81624 69 IINF05
81625 62 MAT01
81626 19 INGIND35
81627 100 FIS01
81628 76 CHIM02
81629 1 INGIND35
81630 100 FIS01
81631 96 FIS01
81632 72 MAT01
81633 44 CHIM02
81634 16 IINF04
81635 93 AGR03
81636 70 BIO10
81637 43 INGIND35
81638 2 FIS01
81639 42 MAT01
81640 31 BIO10
81641 87 CHIM02
81642 93 BIO10
81643 13 INGIND35
81644 58 FIS01
81645 8 IINF04
81646 70 MED18
81647 46 IINF04
81648 62 FIS01
81649 14 CHIM02
81650 21 INGIND35
81651 5 MAT01
81652 26 MAT01
81653 63 MAT01
81654 44 INGIND35
81655 52 BIO10
81656 72 CHIM02
81657 25 CHIM02
81658 81 MED18
81659 24 FIS01
81660 47 CHIM02
81661 53 MAT01
81662 72 MED18
81663 21 CHIM02
81664 24 MED18
81665 51 IINF05
81666 82 INGIND35
81667 89 INF01
81668 60 FIS01
81669 96 MAT01
81670 74 BIO10
81671 55 IINF04
81672 59 INF01
81673 66 MAT01
81674 45 MED18
81675 15 INF01
81676 84 IINF05
81677 92 FIS01
81678 27 MAT01
81679 13 INF01
81680 49 MED18
81681 8 INF01
81682 50 IINF05
81683 90 INF01
81684 24 IINF04
81685 6 FIS01
81686 40 FIS01
81687 33 IINF04
81688 19 INF01
81689 90 IINF05
81690 57 IINF05
81691 68 INGIND35
81692 20 BIO10
81693 8 MAT01
81694 97 BIO10
81695 81 IINF04
81696 3 FIS01
81697 51 CHIM02
81698 94 MED18
81699 49 INF01
81700 56 BIO10
81701 30 IINF04
81702 97 MAT01
81703 64 AGR03
81704 73 IINF05
81705 32 INGIND35
81706 57 INF01
81707 30 INF01
81708 77 MED18
81709 48 BIO10
81710 80 MED18
81711 75 FIS01
81712 86 INGIND35
81713 37 FIS01
81714 24 INGIND35
81715 71 IINF05
81716 41 INGIND35
81717 34 MAT01
81718 14 BIO10
81719 29 MED18
81720 71 MAT01
81721 89 IINF04
81722 51 MAT01
81723 82 INF01
81724 16 INGIND35
81725 12 MAT01
81726 72 INF01
81727 42 IINF04
81728 32 BIO10
81729 44 MED18
81730 25 INF01
81731 30 IINF05
81732 55 INGIND35
81733 66 AGR03
81734 70 IINF04
81735 9 MAT01
81736 22 MED18
81737 56 MAT01
81738 99 INGIND35
81739 6 BIO10
81740 92 INF01
81741 74 IINF04
81742 94 AGR03
81743 42 IINF05
81744 85 CHIM02
81745 57 CHIM02
81746 89 INF01
81747 33 IINF04
81748 27 CHIM02
81749 16 INGIND35
81750 30 MED18
81751 9 INGIND35
81752 23 CHIM02
81753 10 BIO10
81754 67 MED18
81755 70 INGIND35
81756 95 INGIND35
81757 31 MED18
81758 25 AGR03
81759 14 AGR03
81760 60 AGR03
81761 73 BIO10
81762 16 MED18
81763 82 INF01
81764 75 MED18
81765 21 INGIND35
81766 80 FIS01
81767 87 AGR03
81768 87 MED18
81769 48 AGR03
81770 96 IINF04
81771 52 AGR03
81772 93 MAT01
81773 23 IINF05
81774 70 BIO10
81775 58 MAT01
81776 64 INF01
81777 85 FIS01
81778 44 BIO10
81779 1 IINF05
81780 36 MAT01
81781 77 INF01
81782 73 IINF05
81783 15 MAT01
81784 79 FIS01
81785 35 MAT01
81786 20 INF01
81787 75 FIS01
81788 13 INGIND35
81789 8 BIO10
81790 84 IINF04
81791 97 INF01
81792 17 INGIND35
81793 48 MAT01
81794 93 IINF04
81795 89 MED18
81796 29 INGIND35
81797 46 CHIM02
81798 41 FIS01
81799 45 INF01
81800 38 MAT01
81801 17 FIS01
81802 72 CHIM02
81803 2 MAT01
81804 89 IINF05
81805 53 AGR03
81806 37 AGR03
81807 36 INF01
81808 41 IINF04
81809 40 AGR03
81810 61 IINF04
81811 32 IINF04
81812 42 AGR03
81813 5 IINF04
81814 63 BIO10
81815 13 FIS01
81816 63 CHIM02
81817 5 MAT01
81818 99 IINF04
81819 27 CHIM02
81820 72 IINF05
81821 48 INF01
81822 8 FIS01
81823 26 MAT01
81824 70 MAT01
81825 91 MED18
81826 70 FIS01
81827 67 AGR03
81828 77 INF01
81829 85 BIO10
81830 34 FIS01
81831 25 IINF05
81832 32 INF01
81833 79 AGR03
81834 99 INGIND35
81835 9 IINF04
81836 5 BIO10
81837 2 AGR03
81838 27 AGR03
81839 11 IINF05
81840 100 FIS01
81841 67 IINF04
81842 79 INF01
81843 19 INF01
81844 74 BIO10
81845 28 MAT01
81846 67 INGIND35
81847 43 MED18
81848 94 INF01
81849 28 BIO10
81850 23 AGR03
81851 23 MAT01
81852 17 MAT01
81853 2 MAT01
81854 24 FIS01
81855 87 IINF05
81856 73 CHIM02
81857 60 CHIM02
81858 67 AGR03
81859 59 CHIM02
81860 27 CHIM02
81861 15 MED18
81862 80 MED18
81863 69 AGR03
81864 57 AGR03
81865 46 FIS01
81866 86 MED18
81867 58 INF01
81868 92 AGR03
81869 41 FIS01
81870 81 INGIND35
81871 40 AGR03
81872 89 IINF04
81873 54 MAT01
81874 61 IINF04
81875 12 FIS01
81876 50 INF01
81877 34 FIS01
81878 100 AGR03
81879 32 FIS01
81880 86 BIO10
81881 39 IINF04
81882 100 MAT01
81883 57 INGIND35
81884 80 AGR03
81885 15 MED18
81886 13 CHIM02
81887 97 MAT01
81888 9 FIS01
81889 54 CHIM02
81890 33 IINF05
81891 52 BIO10
81892 68 MAT01
81893 12 BIO10
81894 12 FIS01
81895 60 AGR03
81896 94 MAT01
81897 37 MED18
81898 64 CHIM02
81899 58 INGIND35
81900 59 CHIM02
81901 74 BIO10
81902 90 INF01
81903 75 BIO10
81904 22 IINF05
81905 32 IINF05
81906 90 MAT01
81907 24 CHIM02
81908 69 AGR03
81909 89 MED18
81910 43 IINF04
81911 53 BIO10
81912 79 MED18
81913 50 INGIND35
81914 73 IINF05
81915 60 FIS01
81916 42 BIO10
81917 96 AGR03
81918 22 IINF04
81919 72 AGR03
81920 53 INGIND35
81921 31 MAT01
81922 71 MED18
81923 13 FIS01
81924 38 BIO10
81925 96 CHIM02
81926 67 IINF04
81927 81 FIS01
81928 26 FIS01
81929 69 INF01
81930 11 IINF05
81931 59 CHIM02
81932 24 CHIM02
81933 42 IINF04
81934 82 MED18
81935 60 CHIM02
81936 6 INGIND35
81937 32 MED18
81938 86 BIO10
81939 39 BIO10
81940 41 INF01
81941 34 FIS01
81942 24 IINF05
81943 4 MAT01
81944 51 MAT01
81945 4 MED18
81946 3 IINF04
81947 13 MAT01
81948 38 INGIND35
81949 52 FIS01
81950 82 IINF05
81951 51 IINF04
81952 21 CHIM02
81953 71 IINF04
81954 61 MAT01
81955 54 BIO10
81956 44 INGIND35
81957 85 INF01
81958 51 MAT01
81959 3 MAT01
81960 65 INGIND35
81961 83 IINF04
81962 69 CHIM02
81963 3 BIO10
81964 32 INGIND35
81965 49 BIO10
81966 26 INGIND35
81967 53 BIO10
81968 74 IINF05
81969 5 FIS01
81970 58 IINF05
81971 98 INGIND35
81972 63 FIS01
81973 94 MAT01
81974 26 CHIM02
81975 69 FIS01
81976 93 AGR03
81977 49 INGIND35
81978 49 IINF05
81979 52 FIS01
81980 18 IINF05
81981 16 CHIM02
81982 18 MED18
81983 59 INF01
81984 11 MAT01
81985 4 MED18
81986 3 AGR03
81987 45 INF01
81988 93 CHIM02
81989 20 INGIND35
81990 18 MED18
81991 33 IINF05
81992 58 CHIM02
81993 96 INF01
81994 49 MAT01
81995 85 CHIM02
81996 21 INF01
81997 40 INGIND35
81998 72 FIS01
81999 20 MED18
82000 83 FIS01
82001 33 CHIM02
82002 89 INF01
82003 83 MED18
82004 30 CHIM02
82005 78 IINF05
82006 59 AGR03
82007 62 INGIND35
82008 85 FIS01
82009 69 INGIND35
82010 70 INGIND35
82011 58 INGIND35
82012 40 IINF04
82013 34 IINF05
82014 14 FIS01
82015 73 IINF04
82016 5 FIS01
82017 33 FIS01
82018 55 IINF04
82019 85 MAT01
82020 50 AGR03
82021 75 INGIND35
82022 27 IINF05
82023 28 MAT01
82024 4 IINF05
82025 12 FIS01
82026 54 MED18
82027 48 BIO10
82028 38 BIO10
82029 20 MAT01
82030 64 MAT01
82031 46 CHIM02
82032 7 INF01
82033 81 INGIND35
82034 36 BIO10
82035 7 IINF05
82036 41 INGIND35
82037 87 IINF04
82038 15 INGIND35
82039 96 IINF05
82040 49 AGR03
82041 63 INF01
82042 44 FIS01
82043 81 CHIM02
82044 2 MAT01
82045 20 MAT01
82046 32 FIS01
82047 91 FIS01
82048 78 IINF05
82049 17 INF01
82050 45 IINF05
82051 72 MED18
82052 96 MED18
82053 62 AGR03
82054 19 IINF04
82055 77 BIO10
82056 5 MED18
82057 60 MAT01
82058 24 MAT01
82059 11 MED18
82060 70 MAT01
82061 16 INGIND35
82062 87 MED18
82063 27 INGIND35
82064 69 AGR03
82065 62 CHIM02
82066 77 CHIM02
82067 62 MAT01
82068 79 CHIM02
82069 28 IINF05
82070 76 CHIM02
82071 66 MED18
82072 7 INGIND35
82073 2 INGIND35
82074 12 INF01
82075 7 INF01
82076 15 BIO10
82077 86 INF01
82078 16 AGR03
82079 54 CHIM02
82080 98 CHIM02
82081 97 AGR03
82082 82 MAT01
82083 11 FIS01
82084 8 CHIM02
82085 68 CHIM02
82086 37 IINF04
82087 86 IINF05
82088 92 INF01
82089 78 IINF04
82090 8 IINF04
82091 31 IINF05
82092 88 IINF05
82093 66 CHIM02
82094 3 BIO10
82095 15 IINF04
82096 31 BIO10
82097 7 BIO10
82098 76 IINF05
82099 59 AGR03
82100 60 IINF04
82101 28 INGIND35
82102 9 MAT01
82103 47 BIO10
82104 47 AGR03
82105 61 FIS01
82106 48 IINF05
82107 77 INF01
82108 13 INGIND35
82109 57 MAT01
82110 96 MED18
82111 72 IINF05
82112 87 FIS01
82113 28 IINF04
82114 96 FIS01
82115 96 AGR03
82116 81 MAT01
82117 89 IINF04
82118 92 AGR03
82119 43 MAT01
82120 56 BIO10
82121 61 FIS01
82122 87 IINF05
82123 26 IINF04
82124 52 AGR03
82125 52 IINF05
82126 47 IINF04
82127 93 BIO10
82128 37 IINF04
82129 70 FIS01
82130 74 MED18
82131 27 MAT01
82132 60 INF01
82133 9 IINF04
82134 100 AGR03
82135 91 IINF05
82136 89 INGIND35
82137 45 MED18
82138 28 INGIND35
82139 91 CHIM02
82140 38 MAT01
82141 17 BIO10
82142 57 INF01
82143 89 MED18
82144 83 AGR03
82145 16 INF01
82146 37 CHIM02
82147 96 CHIM02
82148 70 MED18
82149 13 IINF04
82150 77 MED18
82151 71 AGR03
82152 18 IINF05
82153 35 INF01
82154 76 MAT01
82155 45 INGIND35
82156 40 MAT01
82157 25 MAT01
82158 51 IINF05
82159 14 BIO10
82160 97 MAT01
82161 32 CHIM02
82162 53 IINF04
82163 11 AGR03
82164 81 MED18
82165 76 INF01
82166 11 MAT01
82167 48 INF01
82168 87 MAT01
82169 33 IINF04
82170 89 CHIM02
82171 83 FIS01
82172 59 FIS01
82173 78 FIS01
82174 50 INGIND35
82175 42 IINF04
82176 96 FIS01
82177 17 MED18
82178 9 AGR03
82179 100 INF01
82180 100 INGIND35
82181 62 MED18
82182 44 CHIM02
82183 18 INGIND35
82184 24 MED18
82185 16 CHIM02
82186 94 MED18
82187 48 INF01
82188 79 AGR03
82189 58 CHIM02
82190 68 MAT01
82191 89 CHIM02
82192 85 INGIND35
82193 26 BIO10
82194 38 MED18
82195 11 CHIM02
82196 20 MAT01
82197 99 IINF04
82198 5 MAT01
82199 40 INF01
82200 100 AGR03
82201 62 BIO10
82202 54 MAT01
82203 14 INGIND35
82204 53 INGIND35
82205 78 MAT01
82206 85 CHIM02
82207 100 INF01
82208 48 IINF04
82209 93 CHIM02
82210 1 INF01
82211 20 INF01
82212 7 INF01
82213 62 IINF04
82214 12 IINF04
82215 62 CHIM02
82216 40 MAT01
82217 89 CHIM02
82218 75 IINF05
82219 17 AGR03
82220 53 IINF05
82221 39 AGR03
82222 54 FIS01
82223 14 IINF04
82224 62 FIS01
82225 98 MAT01
82226 88 AGR03
82227 61 INF01
82228 3 IINF05
82229 43 INF01
82230 54 AGR03
82231 47 MAT01
82232 89 MAT01
82233 68 MAT01
82234 50 INF01
82235 33 CHIM02
82236 70 BIO10
82237 62 CHIM02
82238 30 CHIM02
82239 41 AGR03
82240 72 MED18
82241 65 IINF05
82242 56 IINF05
82243 97 CHIM02
82244 39 INF01
82245 61 AGR03
82246 46 MAT01
82247 57 INF01
82248 36 BIO10
82249 47 INGIND35
82250 10 MAT01
82251 46 FIS01
82252 74 IINF05
82253 51 MAT01
82254 54 INF01
82255 89 AGR03
82256 26 FIS01
82257 87 FIS01
82258 64 CHIM02
82259 64 INGIND35
82260 83 MED18
82261 1 FIS01
82262 57 IINF05
82263 67 MAT01
82264 44 FIS01
82265 84 INGIND35
82266 33 MED18
82267 86 INF01
82268 22 INGIND35
82269 95 IINF05
82270 29 MED18
82271 96 IINF04
82272 19 IINF05
82273 61 BIO10
82274 90 INGIND35
82275 53 IINF05
82276 61 MED18
82277 47 IINF04
82278 14 IINF04
82279 36 IINF05
82280 54 BIO10
82281 58 IINF04
82282 15 BIO10
82283 76 FIS01
82284 5 CHIM02
82285 53 CHIM02
82286 91 IINF04
82287 91 INGIND35
82288 99 IINF04
82289 88 BIO10
82290 57 AGR03
82291 94 INGIND35
82292 16 FIS01
82293 93 AGR03
82294 23 MAT01
82295 65 AGR03
82296 95 IINF05
82297 51 INF01
82298 18 FIS01
82299 52 BIO10
82300 67 MED18
82301 97 IINF04
82302 8 BIO10
82303 20 IINF05
82304 63 CHIM02
82305 10 FIS01
82306 23 INGIND35
82307 12 FIS01
82308 78 FIS01
82309 52 MED18
82310 16 IINF05
82311 61 INF01
82312 45 IINF04
82313 19 INF01
82314 93 FIS01
82315 32 INF01
82316 63 FIS01
82317 32 AGR03
82318 78 MAT01
82319 92 INF01
82320 31 INF01
82321 22 MAT01
82322 21 CHIM02
82323 11 MED18
82324 88 INGIND35
82325 43 MED18
82326 95 MAT01
82327 38 AGR03
82328 61 INGIND35
82329 77 MAT01
82330 5 INF01
82331 84 IINF04
82332 94 INGIND35
82333 64 IINF04
82334 77 MAT01
82335 29 MAT01
82336 21 BIO10
82337 67 AGR03
82338 10 BIO10
82339 69 FIS01
82340 54 IINF05
82341 72 INGIND35
82342 35 FIS01
82343 33 IINF04
82344 77 BIO10
82345 74 INF01
82346 12 INF01
82347 9 IINF05
82348 37 INGIND35
82349 18 IINF04
82350 16 IINF04
82351 47 INGIND35
82352 32 FIS01
82353 78 BIO10
82354 73 BIO10
82355 10 MED18
82356 36 INGIND35
82357 15 FIS01
82358 64 MED18
82359 60 BIO10
82360 49 MAT01
82361 65 INF01
82362 41 MED18
82363 43 IINF05
82364 57 INGIND35
82365 25 INGIND35
82366 50 CHIM02
82367 43 IINF04
82368 11 IINF05
82369 66 INGIND35
82370 90 IINF04
82371 87 BIO10
82372 49 IINF05
82373 66 FIS01
82374 63 IINF04
82375 54 AGR03
82376 67 MED18
82377 11 INGIND35
82378 45 MAT01
82379 94 IINF04
82380 68 AGR03
82381 92 AGR03
82382 65 IINF05
82383 45 INGIND35
82384 70 INF01
82385 64 IINF04
82386 21 IINF04
82387 43 CHIM02
82388 89 FIS01
82389 15 IINF05
82390 68 IINF04
82391 52 BIO10
82392 40 MED18
82393 96 BIO10
82394 65 FIS01
82395 2 INGIND35
82396 13 IINF05
82397 37 BIO10
82398 89 IINF05
82399 16 AGR03
82400 69 IINF05
82401 57 IINF04
82402 12 MAT01
82403 45 AGR03
82404 6 BIO10
82405 61 FIS01
82406 87 MAT01
82407 3 CHIM02
82408 68 IINF04
82409 64 IINF05
82410 68 BIO10
82411 83 INGIND35
82412 29 IINF04
82413 76 MAT01
82414 29 CHIM02
82415 5 FIS01
82416 61 IINF04
82417 99 BIO10
82418 25 FIS01
82419 90 INGIND35
82420 64 INF01
82421 52 AGR03
82422 57 CHIM02
82423 68 AGR03
82424 64 IINF05
82425 71 IINF04
82426 82 IINF04
82427 55 INF01
82428 13 INGIND35
82429 99 INGIND35
82430 65 INGIND35
82431 22 IINF05
82432 17 AGR03
82433 30 MED18
82434 87 AGR03
82435 21 INGIND35
82436 72 CHIM02
82437 90 INGIND35
82438 44 IINF04
82439 50 INF01
