9678 MED18 4
40758 4 CHIM02
40759 67 IINF04
40760 61 FIS01
40761 79 FIS01
40762 10 BIO10
40763 58 MAT01
40764 8 IINF05
40765 79 INF01
40766 34 IINF05
40767 87 FIS01
40768 30 MAT01
40769 2 MAT01
40770 9 AGR03
40771 96 INGIND35
40772 53 INGIND35
40773 55 CHIM02
40774 18 IINF05
40775 85 INF01
40776 41 IINF04
40777 73 MED18
40778 32 FIS01
40779 90 BIO10
40780 24 MAT01
40781 77 BIO10
40782 20 AGR03
40783 28 FIS01
40784 13 AGR03
40785 61 INF01
40786 39 INGIND35
40787 61 IINF05
40788 18 IINF05
40789 84 BIO10
40790 59 IINF04
40791 90 AGR03
40792 16 MED18
40793 55 INF01
40794 47 MAT01
40795 100 BIO10
40796 9 AGR03
40797 62 INF01
40798 76 MED18
40799 62 BIO10
40800 93 IINF05
40801 90 BIO10
40802 34 CHIM02
40803 71 INF01
40804 31 MAT01
40805 8 AGR03
40806 36 INGIND35
40807 77 MED18
40808 32 BIO10
40809 2 IINF04
40810 60 IINF05
40811 35 IINF04
40812 83 IINF04
40813 74 CHIM02
40814 100 IINF04
40815 98 MED18
40816 38 MED18
40817 41 INGIND35
40818 18 AGR03
40819 92 INF01
40820 69 BIO10
40821 96 IINF04
40822 63 IINF04
40823 97 INGIND35
40824 41 CHIM02
40825 26 MED18
40826 74 MED18
40827 72 MAT01
40828 94 CHIM02
40829 66 MAT01
40830 65 FIS01
40831 42 MED18
40832 100 BIO10
40833 6 INF01
40834 59 MED18
40835 27 INGIND35
40836 63 BIO10
40837 87 IINF05
40838 50 IINF04
40839 44 IINF05
40840 22 INGIND35
40841 41 IINF04
40842 10 INF01
40843 39 IINF05
40844 57 CHIM02
40845 30 INF01
40846 58 CHIM02
40847 79 MED18
40848 6 IINF05
40849 1 BIO10
40850 94 IINF04
40851 47 AGR03
40852 38 FIS01
40853 56 MAT01
40854 53 INGIND35
40855 58 MED18
40856 15 MED18
40857 63 IINF05
40858 13 BIO10
40859 13 IINF05
40860 45 BIO10
40861 12 IINF05
40862 56 CHIM02
40863 21 IINF05
40864 18 AGR03
40865 96 INF01
40866 39 INF01
40867 1 IINF05
40868 39 IINF04
40869 38 MAT01
40870 95 INF01
40871 18 IINF05
40872 44 INGIND35
40873 67 IINF04
40874 3 MAT01
40875 90 INGIND35
40876 72 CHIM02
40877 25 MAT01
40878 21 FIS01
40879 74 IINF04
40880 6 AGR03
40881 34 IINF05
40882 61 INGIND35
40883 30 MAT01
40884 26 AGR03
40885 12 IINF05
40886 6 BIO10
40887 65 MAT01
40888 79 BIO10
40889 79 MAT01
40890 33 MED18
40891 94 CHIM02
40892 40 INGIND35
40893 56 CHIM02
40894 20 INF01
40895 95 INF01
40896 59 INF01
40897 43 FIS01
40898 40 CHIM02
40899 56 IINF05
40900 52 INF01
40901 74 AGR03
40902 68 INF01
40903 65 INF01
40904 11 INGIND35
40905 24 FIS01
40906 15 BIO10
40907 100 FIS01
40908 82 IINF04
40909 58 CHIM02
40910 91 IINF05
40911 3 MED18
40912 57 IINF05
40913 99 BIO10
40914 38 FIS01
40915 10 AGR03
40916 97 INGIND35
40917 64 IINF04
40918 60 AGR03
40919 99 AGR03
40920 33 FIS01
40921 77 AGR03
40922 51 BIO10
40923 63 INF01
40924 34 INF01
40925 8 AGR03
40926 31 INF01
40927 31 MED18
40928 68 AGR03
40929 49 IINF04
40930 43 IINF04
40931 83 INF01
40932 12 MED18
40933 12 AGR03
40934 81 INF01
40935 2 IINF05
40936 49 INF01
40937 56 MAT01
40938 71 AGR03
40939 69 INF01
40940 92 INF01
40941 28 INF01
40942 61 MAT01
40943 20 MED18
40944 92 MAT01
40945 80 INGIND35
40946 6 IINF05
40947 89 FIS01
40948 61 INF01
40949 5 INF01
40950 12 AGR03
40951 87 FIS01
40952 41 BIO10
40953 68 MAT01
40954 74 MED18
40955 37 INGIND35
40956 19 IINF04
40957 69 IINF04
40958 82 INF01
40959 63 CHIM02
40960 43 AGR03
40961 84 MAT01
40962 94 IINF05
40963 86 IINF05
40964 2 BIO10
40965 59 MED18
40966 100 IINF05
40967 44 MED18
40968 25 IINF04
40969 51 INGIND35
40970 48 IINF04
40971 59 CHIM02
40972 23 MED18
40973 71 INGIND35
40974 16 MAT01
40975 22 BIO10
40976 42 CHIM02
40977 41 FIS01
40978 32 IINF04
40979 64 INF01
40980 64 INGIND35
40981 68 MED18
40982 96 INGIND35
40983 85 MAT01
40984 16 INGIND35
40985 85 FIS01
40986 5 FIS01
40987 48 IINF04
40988 25 MED18
40989 24 INGIND35
40990 21 MAT01
40991 11 CHIM02
40992 16 CHIM02
40993 3 MED18
40994 24 IINF04
40995 30 IINF04
40996 79 INGIND35
40997 63 MAT01
40998 45 AGR03
40999 90 CHIM02
41000 56 INF01
41001 16 IINF04
41002 88 INF01
41003 95 MED18
41004 38 FIS01
41005 18 AGR03
41006 75 MAT01
41007 85 BIO10
41008 17 MAT01
41009 76 MED18
41010 39 INGIND35
41011 11 FIS01
41012 28 INGIND35
41013 38 MAT01
41014 78 CHIM02
41015 99 MED18
41016 34 INF01
41017 3 MED18
41018 49 BIO10
41019 12 AGR03
41020 72 AGR03
41021 14 CHIM02
41022 82 BIO10
41023 20 CHIM02
41024 4 MED18
41025 54 FIS01
41026 22 FIS01
41027 34 IINF04
41028 59 INGIND35
41029 85 FIS01
41030 29 INGIND35
41031 6 AGR03
41032 28 IINF05
41033 96 IINF05
41034 44 CHIM02
41035 95 MAT01
41036 37 BIO10
41037 75 MED18
41038 54 AGR03
41039 17 IINF05
41040 70 BIO10
41041 17 BIO10
41042 6 INGIND35
41043 15 BIO10
41044 84 CHIM02
41045 34 MED18
41046 39 IINF04
41047 31 MED18
41048 64 BIO10
41049 14 CHIM02
41050 99 IINF05
41051 54 CHIM02
41052 49 MED18
41053 97 AGR03
41054 42 MED18
41055 6 INF01
41056 45 INGIND35
41057 48 IINF05
41058 30 IINF05
41059 92 AGR03
41060 4 INGIND35
41061 98 BIO10
41062 42 CHIM02
41063 40 MED18
41064 21 MAT01
41065 11 CHIM02
41066 65 INGIND35
41067 46 FIS01
41068 42 BIO10
41069 77 MAT01
41070 73 BIO10
41071 8 MAT01
41072 43 AGR03
41073 49 CHIM02
41074 26 MED18
41075 14 CHIM02
41076 62 IINF05
41077 40 INGIND35
41078 59 IINF05
41079 29 FIS01
41080 100 FIS01
41081 34 IINF05
41082 16 CHIM02
41083 38 MED18
41084 90 MAT01
41085 17 INGIND35
41086 52 IINF04
41087 62 BIO10
41088 59 FIS01
41089 35 IINF05
41090 53 MED18
41091 5 BIO10
41092 53 INGIND35
41093 18 FIS01
41094 10 AGR03
41095 48 MAT01
41096 54 IINF05
41097 14 CHIM02
41098 85 INGIND35
41099 16 FIS01
41100 43 CHIM02
41101 31 IINF05
41102 81 BIO10
41103 86 AGR03
41104 11 MAT01
41105 51 BIO10
41106 2 IINF05
41107 39 INF01
41108 63 INF01
41109 48 CHIM02
41110 12 AGR03
41111 78 IINF04
41112 37 MAT01
41113 44 MED18
41114 94 INGIND35
41115 71 MED18
41116 5 AGR03
41117 78 BIO10
41118 6 IINF04
41119 19 INGIND35
41120 71 MED18
41121 76 IINF05
41122 10 MED18
41123 72 IINF05
41124 99 INF01
41125 9 MED18
41126 48 FIS01
41127 51 CHIM02
41128 47 AGR03
41129 88 IINF05
41130 87 BIO10
41131 17 IINF05
41132 86 BIO10
41133 41 IINF04
41134 8 FIS01
41135 51 FIS01
41136 49 AGR03
41137 71 IINF04
41138 8 FIS01
41139 70 INF01
41140 44 IINF04
41141 45 AGR03
41142 90 AGR03
41143 22 MED18
41144 67 INF01
41145 10 INGIND35
41146 40 IINF05
41147 78 INF01
41148 26 MED18
41149 91 INGIND35
41150 22 IINF05
41151 74 IINF04
41152 51 IINF04
41153 30 CHIM02
41154 27 MAT01
41155 58 BIO10
41156 81 INGIND35
41157 53 IINF05
41158 85 MED18
41159 57 IINF04
41160 5 INF01
41161 51 IINF05
41162 35 MAT01
41163 84 INGIND35
41164 25 IINF05
41165 18 AGR03
41166 2 IINF05
41167 47 IINF05
41168 11 INGIND35
41169 63 IINF04
41170 90 CHIM02
41171 95 INGIND35
41172 86 MED18
41173 24 FIS01
41174 67 INF01
41175 68 IINF05
41176 93 IINF05
41177 77 MAT01
41178 77 MED18
41179 84 BIO10
41180 94 BIO10
41181 23 MAT01
41182 95 FIS01
41183 38 CHIM02
41184 76 BIO10
41185 66 AGR03
41186 95 IINF04
41187 68 INF01
41188 50 AGR03
41189 71 AGR03
41190 20 AGR03
41191 32 IINF05
41192 17 AGR03
41193 60 CHIM02
41194 29 MED18
41195 24 INF01
41196 8 AGR03
41197 66 MAT01
41198 46 INF01
41199 54 INGIND35
41200 94 IINF04
41201 95 MED18
41202 77 INF01
41203 71 FIS01
41204 91 INGIND35
41205 89 IINF04
41206 23 IINF04
41207 33 INF01
41208 74 MAT01
41209 55 INF01
41210 32 AGR03
41211 35 MED18
41212 98 BIO10
41213 45 BIO10
41214 28 BIO10
41215 62 FIS01
41216 80 INGIND35
41217 13 IINF04
41218 62 INGIND35
41219 25 MED18
41220 68 CHIM02
41221 3 INF01
41222 27 FIS01
41223 89 FIS01
41224 78 MED18
41225 18 FIS01
41226 43 CHIM02
41227 19 AGR03
41228 66 IINF05
41229 79 MAT01
41230 62 FIS01
41231 31 FIS01
41232 41 CHIM02
41233 77 IINF04
41234 76 FIS01
41235 63 AGR03
41236 83 IINF05
41237 4 INF01
41238 65 MAT01
41239 47 IINF04
41240 10 CHIM02
41241 40 AGR03
41242 1 AGR03
41243 21 IINF05
41244 72 CHIM02
41245 35 IINF05
41246 3 IINF05
41247 77 IINF04
41248 45 AGR03
41249 93 INGIND35
41250 23 AGR03
41251 82 IINF04
41252 2 CHIM02
41253 98 CHIM02
41254 57 IINF05
41255 76 INGIND35
41256 27 MED18
41257 88 INF01
41258 41 IINF05
41259 7 MAT01
41260 41 BIO10
41261 44 MED18
41262 33 IINF05
41263 99 CHIM02
41264 37 IINF05
41265 47 BIO10
41266 7 AGR03
41267 27 FIS01
41268 31 CHIM02
41269 9 INF01
41270 92 IINF05
41271 69 BIO10
41272 35 AGR03
41273 63 FIS01
41274 52 CHIM02
41275 75 IINF05
41276 99 CHIM02
41277 65 INGIND35
41278 41 INGIND35
41279 87 AGR03
41280 19 INF01
41281 57 INF01
41282 9 IINF05
41283 44 MAT01
41284 78 FIS01
41285 61 FIS01
41286 57 IINF05
41287 85 IINF04
41288 6 INGIND35
41289 20 IINF04
41290 20 IINF04
41291 49 INGIND35
41292 10 MAT01
41293 75 INGIND35
41294 2 AGR03
41295 55 IINF04
41296 91 CHIM02
41297 35 FIS01
41298 61 INF01
41299 3 FIS01
41300 35 CHIM02
41301 82 IINF04
41302 88 IINF04
41303 3 FIS01
41304 11 IINF04
41305 63 IINF04
41306 28 MED18
41307 32 CHIM02
41308 71 FIS01
41309 96 MED18
41310 31 IINF04
41311 70 MED18
41312 91 IINF04
41313 73 IINF04
41314 59 INGIND35
41315 15 IINF04
41316 64 FIS01
41317 24 BIO10
41318 12 IINF05
41319 50 BIO10
41320 53 FIS01
41321 74 MED18
41322 92 IINF05
41323 9 INF01
41324 89 IINF04
41325 12 FIS01
41326 98 INGIND35
41327 37 INGIND35
41328 15 AGR03
41329 73 CHIM02
41330 39 INGIND35
41331 14 MAT01
41332 33 INGIND35
41333 76 FIS01
41334 14 MED18
41335 94 BIO10
41336 45 BIO10
41337 38 MAT01
41338 12 MAT01
41339 50 IINF04
41340 47 IINF05
41341 2 AGR03
41342 29 AGR03
41343 96 INGIND35
41344 16 BIO10
41345 17 MED18
41346 8 BIO10
41347 90 INGIND35
41348 83 MED18
41349 45 MAT01
41350 22 INGIND35
41351 76 INGIND35
41352 25 CHIM02
41353 78 FIS01
41354 67 IINF05
41355 53 FIS01
41356 37 IINF04
41357 96 MAT01
41358 65 MED18
41359 20 INF01
41360 90 IINF04
41361 20 BIO10
41362 96 IINF05
41363 100 BIO10
41364 36 INGIND35
41365 12 AGR03
41366 71 MED18
41367 62 MAT01
41368 99 BIO10
41369 48 IINF04
41370 54 FIS01
41371 22 BIO10
41372 12 BIO10
41373 47 CHIM02
41374 26 MED18
41375 25 CHIM02
41376 42 MAT01
41377 38 IINF04
41378 47 FIS01
41379 68 IINF05
41380 32 CHIM02
41381 73 MAT01
41382 65 AGR03
41383 54 BIO10
41384 35 INF01
41385 4 INF01
41386 34 IINF05
41387 63 BIO10
41388 64 MAT01
41389 20 CHIM02
41390 26 INF01
41391 72 BIO10
41392 97 INGIND35
41393 34 IINF04
41394 18 INGIND35
41395 73 IINF05
41396 69 IINF04
41397 57 MED18
41398 56 INF01
41399 32 MAT01
41400 95 BIO10
41401 18 IINF05
41402 100 INF01
41403 37 IINF04
41404 58 INF01
41405 18 MED18
41406 94 INGIND35
41407 61 BIO10
41408 29 AGR03
41409 42 CHIM02
41410 30 IINF05
41411 70 AGR03
41412 72 IINF05
41413 11 INGIND35
41414 64 IINF04
41415 41 IINF05
41416 31 AGR03
41417 11 AGR03
41418 83 AGR03
41419 59 IINF04
41420 36 INGIND35
41421 48 MED18
41422 15 INF01
41423 58 BIO10
41424 9 AGR03
41425 83 CHIM02
41426 29 BIO10
41427 68 BIO10
41428 31 IINF05
41429 41 FIS01
41430 23 CHIM02
41431 4 MED18
41432 69 INF01
41433 77 BIO10
41434 80 BIO10
41435 53 INF01
41436 82 INF01
41437 75 IINF04
41438 62 AGR03
41439 14 MED18
41440 99 MAT01
41441 50 IINF04
41442 57 CHIM02
41443 39 FIS01
41444 40 MED18
41445 3 IINF04
41446 92 BIO10
41447 100 INGIND35
41448 26 MED18
41449 81 MAT01
41450 58 MED18
41451 34 AGR03
41452 88 MED18
41453 94 AGR03
41454 51 MED18
41455 90 IINF05
41456 58 FIS01
41457 80 AGR03
41458 34 MED18
41459 73 MAT01
41460 97 AGR03
41461 47 MAT01
41462 38 AGR03
41463 24 BIO10
41464 76 IINF05
41465 55 AGR03
41466 22 INF01
41467 100 INGIND35
41468 29 FIS01
41469 34 INF01
41470 67 AGR03
41471 24 IINF04
41472 79 IINF04
41473 91 MAT01
41474 18 AGR03
41475 33 INGIND35
41476 97 AGR03
41477 94 INF01
41478 80 INGIND35
41479 87 INF01
41480 97 IINF05
41481 75 MED18
41482 58 BIO10
41483 58 INGIND35
41484 15 MAT01
41485 90 FIS01
41486 52 IINF04
41487 68 CHIM02
41488 53 MAT01
41489 91 IINF04
41490 95 MED18
41491 99 INGIND35
41492 71 MED18
41493 90 INF01
41494 22 IINF04
41495 4 CHIM02
41496 12 IINF04
41497 97 IINF04
41498 12 BIO10
41499 82 MAT01
41500 80 CHIM02
41501 80 IINF05
41502 55 FIS01
41503 89 FIS01
41504 92 CHIM02
41505 71 CHIM02
41506 84 AGR03
41507 60 CHIM02
41508 52 AGR03
41509 11 AGR03
41510 10 CHIM02
41511 3 MED18
41512 75 MED18
41513 27 MAT01
41514 82 IINF04
41515 56 CHIM02
41516 7 IINF05
41517 7 BIO10
41518 58 CHIM02
41519 20 IINF04
41520 15 INF01
41521 16 BIO10
41522 71 INGIND35
41523 62 INF01
41524 30 BIO10
41525 8 INGIND35
41526 76 BIO10
41527 46 IINF05
41528 85 MED18
41529 29 MED18
41530 13 FIS01
41531 64 MAT01
41532 21 CHIM02
41533 96 INGIND35
41534 31 IINF04
41535 44 CHIM02
41536 40 CHIM02
41537 16 IINF05
41538 83 FIS01
41539 32 INF01
41540 47 IINF05
41541 30 IINF05
41542 89 BIO10
41543 94 MED18
41544 18 INGIND35
41545 31 AGR03
41546 22 AGR03
41547 4 MAT01
41548 23 MAT01
41549 95 IINF05
41550 93 FIS01
41551 89 MAT01
41552 77 AGR03
41553 76 IINF04
41554 27 IINF05
41555 13 AGR03
41556 60 CHIM02
41557 90 MAT01
41558 13 FIS01
41559 51 MAT01
41560 87 CHIM02
41561 31 IINF05
41562 73 CHIM02
41563 4 BIO10
41564 16 MED18
41565 13 MAT01
41566 53 FIS01
41567 11 CHIM02
41568 39 BIO10
41569 65 CHIM02
41570 39 CHIM02
41571 99 AGR03
41572 97 MAT01
41573 19 INF01
41574 73 INGIND35
41575 53 INF01
41576 2 IINF05
41577 97 CHIM02
41578 18 INF01
41579 56 IINF04
41580 25 MED18
41581 35 FIS01
41582 39 IINF05
41583 12 CHIM02
41584 53 FIS01
41585 50 BIO10
41586 74 MED18
41587 42 CHIM02
41588 92 MAT01
41589 30 MAT01
41590 34 BIO10
41591 43 IINF05
41592 3 MED18
41593 23 FIS01
41594 44 INF01
41595 78 CHIM02
41596 7 CHIM02
41597 1 INF01
41598 79 CHIM02
41599 16 IINF04
41600 85 INF01
41601 88 AGR03
41602 51 INF01
41603 79 BIO10
41604 84 FIS01
41605 34 INF01
41606 85 AGR03
41607 72 IINF05
41608 27 IINF05
41609 97 CHIM02
41610 20 FIS01
41611 20 CHIM02
41612 27 BIO10
41613 88 BIO10
41614 87 IINF04
41615 100 INGIND35
41616 50 INGIND35
41617 65 MED18
41618 97 FIS01
41619 16 FIS01
41620 97 IINF04
41621 50 BIO10
41622 29 BIO10
41623 27 IINF04
41624 72 BIO10
41625 94 IINF05
41626 54 IINF05
41627 83 INF01
41628 75 IINF04
41629 85 IINF04
41630 72 AGR03
41631 67 FIS01
41632 21 INGIND35
41633 6 BIO10
41634 41 INGIND35
41635 15 MED18
41636 2 IINF04
41637 13 CHIM02
41638 72 CHIM02
41639 16 BIO10
41640 1 INF01
41641 45 INGIND35
41642 70 AGR03
41643 59 MED18
41644 57 INF01
41645 54 IINF05
41646 35 IINF04
41647 32 INGIND35
41648 55 IINF05
41649 95 CHIM02
41650 65 INGIND35
41651 25 MED18
41652 84 CHIM02
41653 18 INGIND35
41654 68 CHIM02
41655 82 MED18
41656 97 MAT01
41657 80 INF01
41658 41 CHIM02
41659 7 INGIND35
41660 96 CHIM02
41661 65 INF01
41662 17 INGIND35
41663 33 MAT01
41664 2 INF01
41665 94 INF01
41666 67 CHIM02
41667 1 INF01
41668 35 BIO10
41669 49 MED18
41670 23 FIS01
41671 1 BIO10
41672 90 FIS01
41673 30 BIO10
41674 89 INF01
41675 60 IINF05
41676 17 IINF05
41677 26 MED18
41678 78 IINF04
41679 99 AGR03
41680 25 IINF04
41681 74 INF01
41682 17 CHIM02
41683 1 FIS01
41684 54 INF01
41685 98 IINF05
41686 16 IINF04
41687 70 INGIND35
41688 6 IINF04
41689 57 MAT01
41690 32 IINF05
41691 62 FIS01
41692 41 AGR03
41693 16 CHIM02
41694 2 INF01
41695 89 INF01
41696 63 CHIM02
41697 61 FIS01
41698 100 IINF04
41699 58 AGR03
41700 29 CHIM02
41701 46 INGIND35
41702 80 INGIND35
41703 89 MAT01
41704 3 AGR03
41705 85 IINF05
41706 21 MAT01
41707 27 AGR03
41708 56 IINF04
41709 57 CHIM02
41710 10 IINF04
41711 72 INGIND35
41712 48 BIO10
41713 23 INF01
41714 44 MED18
41715 59 INGIND35
41716 48 IINF05
41717 39 AGR03
41718 81 AGR03
41719 90 CHIM02
41720 94 AGR03
41721 53 AGR03
41722 75 IINF05
41723 87 INGIND35
41724 17 MED18
41725 35 IINF05
41726 87 MED18
41727 75 IINF05
41728 26 INGIND35
41729 21 FIS01
41730 17 MED18
41731 12 FIS01
41732 19 IINF04
41733 50 INGIND35
41734 74 AGR03
41735 6 IINF05
41736 25 CHIM02
41737 52 MAT01
41738 93 INF01
41739 54 FIS01
41740 63 BIO10
41741 45 INGIND35
41742 62 BIO10
41743 91 INF01
41744 72 INGIND35
41745 74 FIS01
41746 8 MAT01
41747 79 MED18
41748 63 MAT01
41749 56 INF01
41750 87 FIS01
41751 88 IINF05
41752 51 AGR03
41753 41 FIS01
41754 49 MED18
41755 80 IINF04
41756 70 AGR03
41757 60 MAT01
41758 32 INF01
41759 25 IINF04
41760 77 IINF05
41761 47 INF01
41762 88 CHIM02
41763 18 IINF04
41764 52 BIO10
41765 82 IINF05
41766 12 MED18
41767 95 AGR03
41768 36 AGR03
41769 42 BIO10
41770 78 FIS01
41771 54 CHIM02
41772 50 IINF05
41773 65 AGR03
41774 57 MED18
41775 23 FIS01
41776 2 INGIND35
41777 89 IINF04
41778 84 BIO10
41779 60 INF01
41780 50 BIO10
41781 60 BIO10
41782 82 CHIM02
41783 12 CHIM02
41784 76 IINF05
41785 87 INF01
41786 94 IINF05
41787 13 IINF05
41788 65 BIO10
41789 91 IINF05
41790 21 CHIM02
41791 16 AGR03
41792 1 MAT01
41793 65 MED18
41794 20 MED18
41795 37 MED18
41796 79 IINF05
41797 41 IINF05
41798 49 INF01
41799 10 MED18
41800 26 MED18
41801 65 MAT01
41802 77 IINF04
41803 55 INGIND35
41804 62 INGIND35
41805 40 AGR03
41806 78 INGIND35
41807 59 MAT01
41808 94 CHIM02
41809 15 INGIND35
41810 83 MED18
41811 37 MED18
41812 21 INF01
41813 47 FIS01
41814 16 IINF04
41815 8 MAT01
41816 37 CHIM02
41817 46 IINF05
41818 99 MAT01
41819 37 CHIM02
41820 2 MED18
41821 86 INGIND35
41822 22 MAT01
41823 72 INF01
41824 23 BIO10
41825 70 IINF05
41826 8 FIS01
41827 40 FIS01
41828 17 MAT01
41829 27 MAT01
41830 97 CHIM02
41831 7 FIS01
41832 47 CHIM02
41833 75 FIS01
41834 98 BIO10
41835 28 IINF05
41836 58 AGR03
41837 85 INF01
41838 95 INGIND35
41839 52 IINF04
41840 51 IINF05
41841 15 AGR03
41842 82 INF01
41843 18 FIS01
41844 90 MAT01
41845 3 AGR03
41846 91 MED18
41847 28 FIS01
41848 75 IINF05
41849 6 IINF04
41850 16 BIO10
41851 99 INF01
41852 38 CHIM02
41853 96 INGIND35
41854 17 MAT01
41855 95 INGIND35
41856 17 IINF05
41857 25 IINF04
41858 59 IINF04
41859 59 CHIM02
41860 48 BIO10
41861 10 AGR03
41862 21 MED18
41863 76 FIS01
41864 31 INGIND35
41865 36 MED18
41866 51 INGIND35
41867 71 CHIM02
41868 26 MAT01
41869 10 MAT01
41870 85 CHIM02
41871 31 MAT01
41872 89 BIO10
41873 57 INGIND35
41874 91 IINF05
41875 84 MED18
41876 59 MED18
41877 94 BIO10
41878 3 INF01
41879 95 MAT01
41880 62 MAT01
41881 20 IINF05
41882 2 CHIM02
41883 58 CHIM02
41884 53 MED18
41885 74 IINF04
41886 28 MED18
41887 29 INF01
41888 100 BIO10
41889 52 BIO10
41890 15 INGIND35
41891 30 MAT01
41892 49 INGIND35
41893 89 INF01
41894 97 INGIND35
41895 7 BIO10
41896 94 INGIND35
41897 77 FIS01
41898 94 INGIND35
41899 42 INGIND35
41900 39 FIS01
41901 47 FIS01
41902 7 FIS01
41903 67 IINF05
41904 93 MED18
41905 30 INGIND35
41906 65 INF01
41907 51 INF01
41908 45 IINF04
41909 56 MED18
41910 25 IINF05
41911 66 IINF04
41912 74 MAT01
41913 15 BIO10
41914 79 MAT01
41915 79 MED18
41916 63 FIS01
41917 24 IINF05
41918 30 MED18
41919 21 INF01
41920 93 INF01
41921 67 IINF05
41922 82 MED18
41923 39 FIS01
41924 18 IINF05
41925 40 MED18
41926 80 INF01
41927 65 FIS01
41928 81 FIS01
41929 19 AGR03
41930 42 IINF05
41931 15 AGR03
41932 27 AGR03
41933 15 INF01
41934 3 MED18
41935 86 IINF05
41936 2 INF01
41937 54 INF01
41938 71 BIO10
41939 84 MAT01
41940 82 IINF05
41941 10 AGR03
41942 80 MED18
41943 49 CHIM02
41944 85 INF01
41945 3 IINF04
41946 25 MED18
41947 88 INGIND35
41948 13 INF01
41949 89 CHIM02
41950 19 IINF04
41951 40 FIS01
41952 89 MED18
41953 72 INGIND35
41954 92 MED18
41955 1 INGIND35
41956 24 INF01
41957 48 AGR03
41958 45 AGR03
41959 95 MED18
41960 57 CHIM02
41961 11 MAT01
41962 45 MAT01
41963 28 CHIM02
41964 84 INGIND35
41965 76 INGIND35
41966 13 AGR03
41967 12 IINF05
41968 66 INF01
41969 20 MED18
41970 91 INGIND35
41971 25 INGIND35
41972 36 BIO10
41973 90 FIS01
41974 53 MED18
41975 97 INGIND35
41976 63 AGR03
41977 52 BIO10
41978 94 IINF05
41979 99 MED18
41980 47 CHIM02
41981 25 MAT01
41982 44 BIO10
41983 98 IINF05
41984 68 INGIND35
41985 14 FIS01
41986 9 MED18
41987 36 IINF04
41988 64 INF01
41989 16 CHIM02
41990 13 FIS01
41991 84 FIS01
41992 84 MED18
41993 43 FIS01
41994 75 MAT01
41995 72 AGR03
41996 88 INGIND35
41997 85 AGR03
41998 54 FIS01
41999 9 MED18
42000 39 IINF05
42001 50 MED18
42002 96 FIS01
42003 22 AGR03
42004 18 FIS01
42005 81 INF01
42006 21 AGR03
42007 17 IINF05
42008 4 INGIND35
42009 90 BIO10
42010 80 MED18
42011 68 AGR03
42012 52 CHIM02
42013 96 CHIM02
42014 20 IINF04
42015 28 AGR03
42016 64 MED18
42017 77 INF01
42018 62 AGR03
42019 75 INF01
42020 83 IINF04
42021 98 IINF04
42022 11 AGR03
42023 56 AGR03
42024 80 INF01
42025 7 IINF04
42026 37 MED18
42027 51 IINF05
42028 80 IINF04
42029 98 IINF05
42030 6 MED18
42031 22 CHIM02
42032 21 MAT01
42033 2 IINF05
42034 13 INGIND35
42035 67 MAT01
42036 83 CHIM02
42037 49 BIO10
42038 5 AGR03
42039 53 INGIND35
42040 3 INGIND35
42041 2 CHIM02
42042 82 BIO10
42043 27 INGIND35
42044 100 INF01
42045 57 INGIND35
42046 97 AGR03
42047 26 MED18
42048 12 AGR03
42049 19 INF01
42050 80 INGIND35
42051 6 FIS01
42052 95 MED18
42053 79 MAT01
42054 36 IINF04
42055 92 INF01
42056 67 IINF05
42057 9 AGR03
42058 20 INF01
42059 35 AGR03
42060 84 MED18
42061 45 MED18
42062 72 FIS01
42063 23 CHIM02
42064 38 IINF04
42065 92 INF01
42066 74 CHIM02
42067 24 INF01
42068 94 AGR03
42069 95 IINF05
42070 13 AGR03
42071 54 IINF05
42072 45 MED18
42073 79 INF01
42074 74 AGR03
42075 31 INF01
42076 58 INGIND35
42077 61 MED18
42078 7 BIO10
42079 78 IINF05
42080 24 INF01
42081 78 MAT01
42082 73 BIO10
42083 48 AGR03
42084 26 AGR03
42085 71 BIO10
42086 78 IINF05
42087 25 FIS01
42088 17 MED18
42089 84 MAT01
42090 12 BIO10
42091 89 AGR03
42092 45 INGIND35
42093 34 IINF04
42094 86 MED18
42095 72 IINF05
42096 52 CHIM02
42097 84 FIS01
42098 100 CHIM02
42099 96 IINF04
42100 41 INF01
42101 87 BIO10
42102 99 CHIM02
42103 92 FIS01
42104 29 AGR03
42105 55 MED18
42106 57 MED18
42107 87 MAT01
42108 8 IINF05
42109 16 BIO10
42110 69 INGIND35
42111 5 AGR03
42112 14 AGR03
42113 35 INF01
42114 64 INGIND35
42115 86 INF01
42116 74 INGIND35
42117 39 AGR03
42118 58 BIO10
42119 16 IINF05
42120 35 IINF04
42121 37 AGR03
42122 77 MAT01
42123 73 INF01
42124 37 IINF05
42125 31 MED18
42126 35 IINF04
42127 70 AGR03
42128 12 INGIND35
42129 75 BIO10
42130 13 INGIND35
42131 25 IINF04
42132 79 BIO10
42133 43 IINF05
42134 71 INGIND35
42135 35 IINF04
42136 21 MED18
42137 27 INGIND35
42138 39 CHIM02
42139 87 IINF05
42140 47 CHIM02
42141 37 FIS01
42142 21 IINF05
42143 42 IINF05
42144 67 MAT01
42145 55 INGIND35
42146 73 AGR03
42147 23 IINF04
42148 9 AGR03
42149 34 AGR03
42150 54 IINF04
42151 54 INGIND35
42152 6 MED18
42153 78 INF01
42154 29 IINF04
42155 50 INGIND35
42156 8 INGIND35
42157 3 INF01
