8230 FIS01 8
46609 97 AGR03
46610 60 IINF04
46611 71 IINF05
46612 47 MAT01
46613 85 CHIM02
46614 21 INF01
46615 65 CHIM02
46616 33 INF01
46617 74 FIS01
46618 6 FIS01
46619 91 IINF04
46620 26 INGIND35
46621 51 INGIND35
46622 17 BIO10
46623 66 MAT01
46624 82 MAT01
46625 62 IINF04
46626 92 MED18
46627 85 MAT01
46628 95 BIO10
46629 78 FIS01
46630 89 FIS01
46631 63 CHIM02
46632 4 BIO10
46633 10 IINF05
46634 94 MAT01
46635 2 CHIM02
46636 20 MED18
46637 47 CHIM02
46638 93 IINF04
46639 15 INF01
46640 62 AGR03
46641 74 INGIND35
46642 13 MED18
46643 67 MAT01
46644 90 FIS01
46645 77 INGIND35
46646 40 BIO10
46647 29 FIS01
46648 27 MED18
46649 30 BIO10
46650 15 IINF05
46651 51 MED18
46652 16 AGR03
46653 60 CHIM02
46654 30 INF01
46655 2 IINF05
46656 6 BIO10
46657 93 MAT01
46658 63 INF01
46659 10 INGIND35
46660 51 FIS01
46661 86 INF01
46662 47 MED18
46663 78 INF01
46664 2 AGR03
46665 22 IINF04
46666 76 FIS01
46667 89 AGR03
46668 86 IINF04
46669 53 FIS01
46670 48 INGIND35
46671 77 AGR03
46672 76 AGR03
46673 48 MAT01
46674 57 CHIM02
46675 29 BIO10
46676 4 INF01
46677 38 FIS01
46678 53 BIO10
46679 36 MED18
46680 11 FIS01
46681 2 IINF05
46682 99 BIO10
46683 20 IINF04
46684 43 MAT01
46685 38 INGIND35
46686 39 IINF04
46687 91 IINF04
46688 55 BIO10
46689 60 AGR03
46690 80 INF01
46691 49 BIO10
46692 76 IINF04
46693 87 MED18
46694 28 IINF04
46695 63 AGR03
46696 8 MED18
46697 27 MED18
46698 54 INGIND35
46699 86 INF01
46700 54 MAT01
46701 56 FIS01
46702 19 INGIND35
46703 52 AGR03
46704 55 INF01
46705 98 MED18
46706 56 MED18
46707 39 FIS01
46708 11 CHIM02
46709 42 FIS01
46710 36 IINF04
46711 43 FIS01
46712 10 FIS01
46713 46 IINF04
46714 47 IINF05
46715 95 FIS01
46716 14 BIO10
46717 48 MED18
46718 52 MED18
46719 60 INGIND35
46720 78 IINF04
46721 46 FIS01
46722 44 MED18
46723 67 INGIND35
46724 12 CHIM02
46725 100 AGR03
46726 48 INF01
46727 39 IINF05
46728 17 AGR03
46729 2 MED18
46730 18 FIS01
46731 64 INGIND35
46732 20 INGIND35
46733 44 FIS01
46734 6 CHIM02
46735 59 INF01
46736 57 INF01
46737 15 AGR03
46738 52 MAT01
46739 25 MED18
46740 89 BIO10
46741 48 MED18
46742 42 MED18
46743 14 INGIND35
46744 82 MAT01
46745 40 FIS01
46746 65 BIO10
46747 9 INGIND35
46748 49 MAT01
46749 39 CHIM02
46750 100 INF01
46751 4 MED18
46752 2 FIS01
46753 89 IINF05
46754 77 MAT01
46755 45 INF01
46756 73 IINF04
46757 30 BIO10
46758 53 IINF05
46759 86 INF01
46760 45 INF01
46761 3 MED18
46762 16 CHIM02
46763 43 FIS01
46764 46 IINF04
46765 54 CHIM02
46766 80 AGR03
46767 49 INGIND35
46768 62 INF01
46769 90 BIO10
46770 12 INF01
46771 13 AGR03
46772 64 IINF05
46773 53 MED18
46774 84 MAT01
46775 47 FIS01
46776 63 INGIND35
46777 32 AGR03
46778 45 IINF04
46779 90 CHIM02
46780 34 FIS01
46781 27 INGIND35
46782 70 FIS01
46783 54 MAT01
46784 24 IINF05
46785 67 BIO10
46786 19 INGIND35
46787 66 INF01
46788 55 INF01
46789 42 INGIND35
46790 47 AGR03
46791 7 MED18
46792 18 FIS01
46793 23 INF01
46794 38 INF01
46795 44 MED18
46796 70 AGR03
46797 87 INF01
46798 57 MED18
46799 36 MAT01
46800 44 BIO10
46801 77 INGIND35
46802 18 INF01
46803 2 FIS01
46804 30 INGIND35
46805 78 FIS01
46806 22 FIS01
46807 33 MED18
46808 8 INGIND35
46809 50 AGR03
46810 57 MED18
46811 68 INGIND35
46812 94 IINF04
46813 20 AGR03
46814 79 INF01
46815 30 MED18
46816 82 BIO10
46817 3 IINF04
46818 56 FIS01
46819 12 AGR03
46820 20 MAT01
46821 9 BIO10
46822 35 INGIND35
46823 53 AGR03
46824 9 FIS01
46825 96 MAT01
46826 70 MED18
46827 30 INGIND35
46828 96 FIS01
46829 76 MAT01
46830 31 INF01
46831 35 INGIND35
46832 1 IINF04
46833 26 CHIM02
46834 92 BIO10
46835 56 AGR03
46836 100 MED18
46837 77 AGR03
46838 23 MED18
46839 16 IINF05
46840 97 FIS01
46841 8 MAT01
46842 86 CHIM02
46843 21 MAT01
46844 100 IINF05
46845 10 MAT01
46846 62 BIO10
46847 65 IINF04
46848 66 IINF04
46849 4 IINF04
46850 50 INF01
46851 93 INGIND35
46852 85 IINF04
46853 55 CHIM02
46854 17 MED18
46855 23 AGR03
46856 99 IINF04
46857 31 IINF04
46858 48 INGIND35
46859 64 BIO10
46860 10 AGR03
46861 53 FIS01
46862 38 AGR03
46863 71 CHIM02
46864 3 MED18
46865 36 CHIM02
46866 66 MED18
46867 14 IINF05
46868 18 IINF04
46869 34 CHIM02
46870 42 FIS01
46871 74 IINF05
46872 13 CHIM02
46873 53 IINF05
46874 42 IINF05
46875 22 MAT01
46876 51 AGR03
46877 32 INF01
46878 37 INF01
46879 16 CHIM02
46880 51 MAT01
46881 71 MAT01
46882 50 INGIND35
46883 45 MED18
46884 93 BIO10
46885 94 CHIM02
46886 12 INGIND35
46887 33 IINF04
46888 56 MED18
46889 34 MAT01
46890 31 AGR03
46891 99 INF01
46892 100 INF01
46893 31 INF01
46894 92 INGIND35
46895 20 INGIND35
46896 70 MED18
46897 6 MED18
46898 95 INF01
46899 4 BIO10
46900 61 CHIM02
46901 67 CHIM02
46902 28 FIS01
46903 92 CHIM02
46904 13 CHIM02
46905 18 CHIM02
46906 20 CHIM02
46907 28 AGR03
46908 79 CHIM02
46909 93 AGR03
46910 82 INF01
46911 19 FIS01
46912 82 IINF04
46913 17 CHIM02
46914 43 AGR03
46915 56 INGIND35
46916 20 INF01
46917 3 IINF04
46918 32 FIS01
46919 37 BIO10
46920 73 FIS01
46921 66 MED18
46922 51 INGIND35
46923 29 MED18
46924 14 INF01
46925 51 MED18
46926 64 MAT01
46927 25 IINF05
46928 16 CHIM02
46929 35 IINF04
46930 47 MAT01
46931 90 AGR03
46932 72 INF01
46933 75 CHIM02
46934 23 INGIND35
46935 18 CHIM02
46936 79 IINF04
46937 87 INF01
46938 80 AGR03
46939 96 IINF04
46940 43 MED18
46941 50 MAT01
46942 23 MED18
46943 98 MED18
46944 64 BIO10
46945 12 MAT01
46946 42 MED18
46947 77 MAT01
46948 61 IINF04
46949 65 INF01
46950 16 FIS01
46951 57 BIO10
46952 92 AGR03
46953 98 BIO10
46954 11 MAT01
46955 98 FIS01
46956 62 IINF04
46957 70 IINF05
46958 93 INF01
46959 78 FIS01
46960 43 IINF05
46961 12 IINF04
46962 91 MAT01
46963 1 IINF05
46964 32 AGR03
46965 90 MED18
46966 52 FIS01
46967 59 INGIND35
46968 98 CHIM02
46969 71 AGR03
46970 5 INF01
46971 88 IINF04
46972 9 CHIM02
46973 79 CHIM02
46974 84 CHIM02
46975 6 AGR03
46976 77 INF01
46977 78 INGIND35
46978 88 MAT01
46979 47 IINF04
46980 17 INGIND35
46981 41 INF01
46982 12 MAT01
46983 74 MAT01
46984 31 AGR03
46985 16 AGR03
46986 25 BIO10
46987 89 INF01
46988 33 INF01
46989 77 IINF04
46990 95 BIO10
46991 81 IINF05
46992 35 IINF05
46993 13 MAT01
46994 89 INGIND35
46995 99 AGR03
46996 61 INGIND35
46997 45 FIS01
46998 49 CHIM02
46999 50 MED18
47000 61 IINF04
47001 90 MAT01
47002 64 CHIM02
47003 82 FIS01
47004 19 BIO10
47005 14 MED18
47006 94 INGIND35
47007 54 INGIND35
47008 3 IINF05
47009 86 IINF05
47010 56 BIO10
47011 55 MED18
47012 45 IINF04
47013 35 IINF04
47014 64 FIS01
47015 70 CHIM02
47016 4 MED18
47017 95 CHIM02
47018 34 INF01
47019 15 INGIND35
47020 2 MED18
47021 26 BIO10
47022 54 INF01
47023 76 AGR03
47024 17 INF01
47025 99 IINF04
47026 52 INGIND35
47027 55 MAT01
47028 98 AGR03
47029 43 CHIM02
47030 75 MED18
47031 20 IINF04
47032 30 BIO10
47033 1 INF01
47034 63 INGIND35
47035 89 INF01
47036 100 FIS01
47037 70 CHIM02
47038 17 IINF05
47039 26 BIO10
47040 64 MAT01
47041 62 FIS01
47042 63 BIO10
47043 72 MED18
47044 92 IINF04
47045 29 IINF05
47046 14 MED18
47047 55 FIS01
47048 26 FIS01
47049 6 MED18
47050 30 CHIM02
47051 5 BIO10
47052 23 MAT01
47053 8 MED18
47054 17 IINF04
47055 44 MAT01
47056 13 AGR03
47057 77 MAT01
47058 6 FIS01
47059 81 INGIND35
47060 58 BIO10
47061 66 INF01
47062 31 INF01
47063 31 MAT01
47064 35 IINF04
47065 86 AGR03
47066 25 IINF04
47067 97 IINF05
47068 32 IINF05
47069 9 MED18
47070 66 INGIND35
47071 67 INF01
47072 66 MED18
47073 67 IINF05
47074 83 MED18
47075 32 AGR03
47076 11 INGIND35
47077 27 AGR03
47078 90 INGIND35
47079 88 AGR03
47080 7 INF01
47081 93 BIO10
47082 27 AGR03
47083 59 IINF04
47084 26 AGR03
47085 20 IINF05
47086 97 MAT01
47087 57 FIS01
47088 52 BIO10
47089 52 BIO10
47090 94 BIO10
47091 73 CHIM02
47092 1 IINF05
47093 98 IINF05
47094 79 AGR03
47095 41 INGIND35
47096 58 BIO10
47097 27 IINF05
47098 8 BIO10
47099 17 IINF05
47100 91 FIS01
47101 22 FIS01
47102 65 MAT01
47103 16 INGIND35
47104 6 CHIM02
47105 4 FIS01
47106 58 FIS01
47107 56 INF01
47108 24 MAT01
47109 16 IINF05
47110 61 CHIM02
47111 45 BIO10
47112 52 IINF05
47113 68 FIS01
47114 100 IINF05
47115 27 IINF05
47116 61 MED18
47117 2 INF01
47118 54 CHIM02
47119 5 AGR03
47120 26 CHIM02
47121 12 FIS01
47122 9 MED18
47123 54 CHIM02
47124 3 BIO10
47125 17 MED18
47126 81 CHIM02
47127 30 FIS01
47128 65 BIO10
47129 65 MAT01
47130 13 IINF04
47131 47 IINF05
47132 43 MAT01
47133 52 FIS01
47134 28 MED18
47135 14 MAT01
47136 16 FIS01
47137 80 AGR03
47138 54 BIO10
47139 15 AGR03
47140 71 MED18
47141 11 IINF04
47142 36 CHIM02
47143 31 INF01
47144 70 MED18
47145 46 INF01
47146 27 FIS01
47147 61 MED18
47148 79 IINF04
47149 80 MAT01
47150 72 IINF05
47151 51 INF01
47152 53 BIO10
47153 100 AGR03
47154 56 INGIND35
47155 73 IINF04
47156 31 FIS01
47157 45 CHIM02
47158 34 IINF04
47159 78 BIO10
47160 82 CHIM02
47161 85 FIS01
47162 44 FIS01
47163 69 AGR03
47164 87 MED18
47165 27 CHIM02
47166 12 IINF05
47167 88 BIO10
47168 39 FIS01
47169 15 CHIM02
47170 18 INF01
47171 27 MED18
47172 69 INF01
47173 4 BIO10
47174 25 MAT01
47175 31 FIS01
47176 93 FIS01
47177 90 INF01
47178 59 IINF05
47179 46 INGIND35
47180 81 BIO10
47181 30 BIO10
47182 23 MED18
47183 29 MAT01
47184 28 INF01
47185 14 INGIND35
47186 89 INGIND35
47187 14 AGR03
47188 68 CHIM02
47189 63 MED18
47190 17 INGIND35
47191 64 IINF05
47192 68 INGIND35
47193 20 CHIM02
47194 17 MED18
47195 43 FIS01
47196 97 MAT01
47197 18 INF01
47198 43 IINF04
47199 66 IINF05
47200 89 INGIND35
47201 76 FIS01
47202 1 BIO10
47203 23 IINF04
47204 28 INF01
47205 30 CHIM02
47206 46 MAT01
47207 88 INGIND35
47208 55 FIS01
47209 81 MED18
47210 32 IINF04
47211 91 BIO10
47212 71 IINF04
47213 86 MED18
47214 1 INF01
47215 35 CHIM02
47216 62 FIS01
47217 59 AGR03
47218 74 FIS01
47219 84 IINF05
47220 93 CHIM02
47221 20 MAT01
47222 41 BIO10
47223 55 INGIND35
47224 60 INF01
47225 76 CHIM02
47226 56 MAT01
47227 44 AGR03
47228 11 INF01
47229 34 IINF05
47230 6 FIS01
47231 77 INGIND35
47232 32 AGR03
47233 12 MED18
47234 50 MAT01
47235 47 INGIND35
47236 17 CHIM02
47237 11 IINF05
47238 29 BIO10
47239 98 CHIM02
47240 69 INF01
47241 98 INF01
47242 14 INGIND35
47243 32 IINF05
47244 75 IINF04
47245 73 AGR03
47246 62 INF01
47247 55 INF01
47248 12 BIO10
47249 32 FIS01
47250 73 AGR03
47251 100 MED18
47252 1 IINF05
47253 23 INF01
47254 65 BIO10
47255 19 CHIM02
47256 82 MAT01
47257 78 INF01
47258 70 INF01
47259 60 BIO10
47260 92 MAT01
47261 92 BIO10
47262 48 MED18
47263 75 BIO10
47264 65 IINF04
47265 91 BIO10
47266 69 INF01
47267 68 FIS01
47268 54 MED18
47269 26 MED18
47270 70 INGIND35
47271 17 IINF05
47272 71 IINF04
47273 24 IINF04
47274 62 IINF04
47275 62 CHIM02
47276 8 IINF04
47277 37 FIS01
47278 72 INF01
47279 45 CHIM02
47280 47 MED18
47281 99 BIO10
47282 80 CHIM02
47283 31 MED18
47284 3 IINF05
47285 19 INF01
47286 5 AGR03
47287 43 IINF04
47288 74 MAT01
47289 41 BIO10
47290 2 IINF05
47291 48 FIS01
47292 18 CHIM02
47293 47 AGR03
47294 57 MAT01
47295 46 IINF05
47296 83 AGR03
47297 78 MAT01
47298 51 AGR03
47299 27 MAT01
47300 81 MED18
47301 35 IINF05
47302 42 BIO10
47303 91 AGR03
47304 17 BIO10
47305 70 MED18
47306 97 MED18
47307 37 MAT01
47308 19 INF01
47309 25 IINF05
47310 7 INF01
47311 11 INGIND35
47312 85 IINF04
47313 57 MED18
47314 30 MED18
47315 57 INGIND35
47316 91 BIO10
47317 81 IINF04
47318 83 MED18
47319 32 CHIM02
47320 52 INF01
47321 24 CHIM02
47322 47 FIS01
47323 27 FIS01
47324 95 AGR03
47325 91 FIS01
47326 49 INGIND35
47327 30 FIS01
47328 70 MED18
47329 55 BIO10
47330 4 INGIND35
47331 35 FIS01
47332 44 BIO10
47333 8 CHIM02
47334 70 INF01
47335 13 IINF04
47336 48 IINF05
47337 13 FIS01
47338 21 FIS01
47339 73 INF01
47340 30 INGIND35
47341 34 IINF04
47342 53 FIS01
47343 75 INGIND35
47344 85 CHIM02
47345 30 CHIM02
47346 6 FIS01
47347 15 MED18
47348 53 INF01
47349 45 IINF05
47350 9 IINF04
47351 48 INF01
47352 78 CHIM02
47353 82 IINF04
47354 57 INGIND35
47355 71 INF01
47356 41 IINF05
47357 62 IINF04
47358 76 FIS01
47359 10 INF01
47360 72 FIS01
47361 42 IINF05
47362 92 INF01
47363 23 FIS01
47364 78 FIS01
47365 83 CHIM02
47366 48 INF01
47367 1 IINF04
47368 41 CHIM02
47369 16 MAT01
47370 80 BIO10
47371 52 MED18
47372 91 MED18
47373 26 IINF05
47374 72 IINF05
47375 44 INGIND35
47376 36 IINF05
47377 49 AGR03
47378 28 INF01
47379 90 IINF05
47380 86 AGR03
47381 29 MED18
47382 56 BIO10
47383 28 CHIM02
47384 57 MAT01
47385 42 FIS01
47386 32 CHIM02
47387 87 MED18
47388 72 CHIM02
47389 47 AGR03
47390 11 IINF04
47391 58 CHIM02
47392 68 BIO10
47393 97 IINF05
47394 65 INF01
47395 74 IINF05
47396 23 MED18
47397 62 IINF04
47398 43 BIO10
47399 31 MED18
47400 65 INGIND35
47401 98 INF01
47402 60 IINF04
47403 50 INF01
47404 41 IINF04
47405 91 IINF05
47406 62 IINF04
47407 71 MED18
47408 35 INF01
47409 82 MED18
47410 28 FIS01
47411 96 FIS01
47412 19 INGIND35
47413 49 BIO10
47414 24 MED18
47415 67 AGR03
47416 50 BIO10
47417 1 MED18
47418 54 MAT01
47419 8 AGR03
47420 35 MED18
47421 85 BIO10
47422 100 CHIM02
47423 71 IINF04
47424 51 MED18
47425 27 INGIND35
47426 9 BIO10
47427 62 FIS01
47428 90 IINF04
47429 61 INF01
47430 89 IINF05
47431 80 MAT01
47432 42 IINF05
47433 16 INGIND35
47434 38 IINF05
47435 72 AGR03
47436 76 AGR03
47437 19 MAT01
47438 49 MAT01
47439 45 MED18
47440 78 MED18
47441 10 FIS01
47442 34 FIS01
47443 15 CHIM02
47444 85 INF01
47445 51 INF01
47446 28 MAT01
47447 12 BIO10
47448 24 BIO10
47449 66 MAT01
47450 36 BIO10
47451 14 FIS01
47452 19 IINF05
47453 99 INF01
47454 14 MED18
47455 20 INF01
47456 35 INGIND35
47457 47 BIO10
47458 40 AGR03
47459 30 BIO10
47460 99 FIS01
47461 27 AGR03
47462 97 BIO10
47463 14 IINF04
47464 78 BIO10
47465 47 IINF05
47466 71 IINF04
47467 80 IINF04
47468 93 MAT01
47469 9 INGIND35
47470 26 INF01
47471 13 AGR03
47472 69 CHIM02
47473 67 FIS01
47474 34 IINF05
47475 67 MAT01
47476 76 FIS01
47477 74 MED18
47478 10 INGIND35
47479 100 IINF05
47480 50 BIO10
47481 93 MAT01
47482 47 INF01
47483 32 IINF05
47484 14 IINF04
47485 74 FIS01
47486 37 AGR03
47487 75 MAT01
47488 24 MAT01
47489 45 IINF05
47490 38 BIO10
47491 80 INF01
47492 24 IINF04
47493 80 MAT01
47494 38 IINF04
47495 69 IINF04
47496 99 CHIM02
47497 52 INF01
47498 69 MAT01
47499 36 FIS01
47500 63 INGIND35
47501 72 INGIND35
47502 47 IINF05
47503 76 BIO10
47504 31 AGR03
47505 21 BIO10
47506 47 INF01
47507 99 INGIND35
47508 56 MAT01
47509 72 BIO10
47510 73 INF01
47511 98 CHIM02
47512 62 MED18
47513 65 INF01
47514 15 INF01
47515 61 MED18
47516 65 INGIND35
47517 57 INF01
47518 75 INGIND35
47519 72 FIS01
47520 21 CHIM02
47521 40 FIS01
47522 76 INGIND35
47523 35 BIO10
47524 99 IINF04
47525 91 CHIM02
47526 42 BIO10
47527 40 IINF05
47528 44 IINF04
47529 86 MED18
47530 11 AGR03
47531 50 IINF04
47532 38 INF01
47533 4 BIO10
47534 50 CHIM02
47535 6 IINF05
47536 98 AGR03
47537 90 AGR03
47538 39 MED18
47539 74 CHIM02
47540 12 BIO10
47541 67 MED18
47542 96 IINF05
47543 66 AGR03
47544 53 CHIM02
47545 33 INF01
47546 31 INGIND35
47547 73 AGR03
47548 48 BIO10
47549 29 CHIM02
47550 69 IINF04
47551 55 FIS01
47552 27 AGR03
47553 21 IINF04
47554 77 CHIM02
47555 55 IINF04
47556 61 INF01
47557 16 MED18
47558 78 BIO10
47559 98 IINF04
47560 62 CHIM02
47561 95 MAT01
47562 98 INF01
47563 68 IINF05
47564 68 INF01
47565 6 FIS01
47566 95 IINF04
47567 99 IINF05
47568 42 MED18
47569 92 AGR03
47570 29 CHIM02
47571 16 INF01
47572 13 CHIM02
47573 64 BIO10
47574 14 MED18
47575 31 INGIND35
47576 62 FIS01
47577 25 IINF05
47578 32 FIS01
47579 94 MED18
47580 1 IINF04
47581 48 INF01
47582 23 INF01
47583 29 FIS01
47584 65 IINF05
47585 13 INGIND35
47586 99 CHIM02
47587 83 FIS01
47588 97 MAT01
47589 17 IINF05
47590 70 INF01
47591 35 IINF05
47592 99 MAT01
47593 55 BIO10
47594 74 IINF04
47595 59 INGIND35
47596 94 IINF04
47597 99 INF01
47598 39 MED18
47599 89 IINF04
47600 87 MAT01
47601 3 CHIM02
47602 43 CHIM02
47603 55 AGR03
47604 39 FIS01
47605 44 IINF04
47606 53 CHIM02
47607 17 CHIM02
47608 68 AGR03
47609 98 IINF05
47610 74 MED18
47611 50 INF01
47612 55 IINF05
47613 3 AGR03
47614 17 IINF04
47615 67 IINF05
47616 33 IINF05
47617 19 MED18
47618 94 INGIND35
47619 8 IINF05
47620 46 AGR03
47621 83 BIO10
47622 21 IINF04
47623 72 IINF04
47624 33 BIO10
47625 72 IINF05
47626 83 IINF04
47627 32 IINF05
47628 95 INF01
47629 33 INGIND35
47630 37 CHIM02
47631 13 AGR03
47632 57 MED18
47633 84 FIS01
47634 24 BIO10
47635 90 AGR03
47636 86 MED18
47637 11 IINF05
47638 63 AGR03
47639 79 CHIM02
47640 87 CHIM02
47641 58 INF01
47642 90 CHIM02
47643 81 INGIND35
47644 56 INGIND35
47645 87 MED18
47646 90 BIO10
47647 39 MAT01
47648 48 CHIM02
47649 89 BIO10
47650 75 FIS01
47651 74 INGIND35
47652 79 MED18
47653 7 IINF04
47654 78 AGR03
47655 60 MED18
47656 9 MED18
47657 88 AGR03
47658 53 INF01
47659 76 BIO10
47660 97 IINF04
47661 17 IINF04
47662 85 MED18
47663 62 MED18
47664 5 MAT01
47665 42 INF01
47666 79 MAT01
47667 17 INF01
47668 59 MAT01
47669 51 IINF04
47670 75 CHIM02
47671 13 BIO10
47672 41 FIS01
47673 1 MAT01
47674 5 CHIM02
47675 46 INGIND35
47676 47 AGR03
47677 75 FIS01
47678 19 MED18
47679 82 FIS01
47680 44 INF01
47681 86 AGR03
47682 42 FIS01
47683 54 IINF04
47684 27 INGIND35
47685 82 INGIND35
47686 46 MAT01
47687 78 BIO10
47688 12 FIS01
47689 52 INGIND35
47690 6 BIO10
47691 13 BIO10
47692 21 FIS01
47693 72 BIO10
47694 20 CHIM02
47695 71 MAT01
47696 78 IINF04
47697 10 MAT01
47698 53 MED18
47699 47 CHIM02
47700 13 INF01
47701 20 CHIM02
47702 19 FIS01
47703 33 FIS01
47704 16 IINF04
47705 34 FIS01
47706 78 IINF05
47707 56 MED18
47708 45 MAT01
47709 51 INF01
47710 53 IINF05
47711 100 BIO10
47712 94 BIO10
47713 97 INGIND35
47714 43 FIS01
47715 80 AGR03
47716 15 MED18
47717 13 CHIM02
47718 33 CHIM02
47719 91 INGIND35
47720 5 BIO10
47721 29 FIS01
47722 50 CHIM02
47723 28 INGIND35
47724 14 MED18
47725 29 FIS01
47726 43 IINF05
47727 64 MED18
47728 98 CHIM02
47729 73 IINF04
47730 83 MAT01
47731 32 MAT01
47732 55 INF01
47733 65 MAT01
47734 8 INF01
47735 75 INGIND35
47736 46 INGIND35
47737 24 INF01
47738 30 MAT01
47739 2 INF01
47740 37 FIS01
47741 32 IINF05
47742 53 FIS01
47743 69 MAT01
47744 43 INF01
47745 34 BIO10
47746 10 AGR03
47747 57 INGIND35
47748 18 FIS01
47749 17 FIS01
47750 40 IINF05
47751 21 MED18
47752 54 BIO10
47753 20 CHIM02
47754 100 FIS01
47755 15 IINF04
47756 34 INF01
47757 47 INF01
47758 87 CHIM02
47759 21 IINF04
47760 90 IINF04
47761 22 CHIM02
47762 38 IINF04
47763 44 CHIM02
47764 97 MED18
47765 27 MED18
47766 40 FIS01
47767 58 MED18
47768 58 CHIM02
47769 77 FIS01
47770 20 MED18
47771 50 AGR03
47772 31 INGIND35
47773 78 MED18
47774 6 IINF04
47775 88 FIS01
47776 76 FIS01
47777 10 BIO10
47778 31 MAT01
47779 75 FIS01
47780 7 BIO10
47781 30 AGR03
47782 81 INGIND35
47783 39 INGIND35
47784 8 MAT01
47785 67 INF01
47786 81 INF01
47787 50 CHIM02
47788 47 MAT01
47789 82 FIS01
47790 100 BIO10
47791 63 MAT01
47792 52 IINF05
47793 44 IINF05
47794 65 AGR03
47795 94 IINF05
47796 34 FIS01
47797 56 INGIND35
47798 71 INF01
47799 46 INF01
47800 80 INGIND35
47801 9 MAT01
47802 59 AGR03
47803 98 IINF04
47804 87 INF01
47805 44 BIO10
47806 4 BIO10
47807 31 INGIND35
47808 44 BIO10
47809 78 FIS01
47810 58 AGR03
47811 94 FIS01
47812 30 BIO10
47813 20 IINF05
47814 28 BIO10
47815 4 AGR03
47816 93 BIO10
47817 69 BIO10
47818 25 INF01
47819 49 CHIM02
47820 20 FIS01
47821 25 MED18
47822 7 MAT01
47823 34 FIS01
47824 75 BIO10
47825 82 BIO10
47826 100 INF01
47827 38 IINF05
47828 16 INF01
47829 36 MAT01
47830 19 AGR03
47831 81 FIS01
47832 80 INGIND35
47833 88 INF01
47834 39 IINF05
47835 18 FIS01
47836 44 AGR03
47837 97 INGIND35
47838 38 MAT01
47839 8 AGR03
47840 27 BIO10
47841 8 BIO10
47842 72 IINF05
47843 80 MED18
47844 59 BIO10
47845 15 MAT01
47846 17 MAT01
47847 68 INGIND35
47848 34 BIO10
47849 81 AGR03
47850 52 MAT01
47851 64 FIS01
47852 61 IINF04
47853 50 BIO10
47854 15 BIO10
47855 37 MAT01
47856 65 IINF05
47857 55 FIS01
47858 16 MED18
47859 54 CHIM02
47860 58 INF01
47861 74 MAT01
47862 8 IINF05
47863 9 FIS01
47864 95 IINF04
47865 32 INF01
47866 26 INF01
47867 15 AGR03
47868 13 AGR03
47869 86 FIS01
47870 62 AGR03
47871 33 INGIND35
47872 74 CHIM02
47873 27 MED18
47874 25 INF01
47875 73 MAT01
47876 11 INGIND35
47877 47 INGIND35
47878 44 AGR03
47879 91 INF01
47880 32 AGR03
47881 80 IINF04
47882 22 FIS01
47883 14 IINF05
47884 26 MED18
47885 35 CHIM02
47886 47 IINF04
47887 74 IINF05
47888 57 MAT01
47889 20 IINF04
47890 45 AGR03
47891 11 MED18
47892 82 AGR03
47893 50 MED18
47894 79 FIS01
47895 19 MED18
47896 49 IINF05
47897 96 CHIM02
47898 25 IINF04
47899 33 MAT01
47900 76 MAT01
47901 35 IINF05
47902 83 CHIM02
47903 4 CHIM02
47904 70 INGIND35
47905 28 FIS01
47906 40 IINF04
47907 46 MED18
47908 52 BIO10
47909 45 INGIND35
47910 62 INF01
47911 14 CHIM02
47912 51 BIO10
47913 23 MAT01
47914 59 FIS01
47915 57 MED18
47916 24 BIO10
47917 93 AGR03
47918 54 CHIM02
47919 78 AGR03
47920 15 FIS01
47921 79 INGIND35
47922 80 IINF05
47923 71 INF01
47924 6 MAT01
47925 64 IINF04
47926 9 MED18
47927 50 IINF04
47928 36 CHIM02
47929 90 BIO10
47930 56 FIS01
47931 56 MED18
47932 57 FIS01
47933 38 INF01
47934 86 FIS01
47935 80 IINF04
47936 35 MAT01
47937 19 INGIND35
47938 44 IINF05
47939 89 CHIM02
47940 30 IINF05
47941 2 IINF04
47942 39 INF01
47943 78 FIS01
47944 10 AGR03
47945 62 INGIND35
47946 78 CHIM02
47947 53 FIS01
47948 17 INF01
47949 80 MED18
47950 100 BIO10
47951 14 MAT01
47952 4 CHIM02
47953 22 IINF05
47954 98 BIO10
47955 70 FIS01
47956 39 MAT01
47957 73 IINF04
47958 54 INGIND35
47959 20 BIO10
47960 78 IINF05
47961 6 CHIM02
47962 28 MED18
47963 41 MAT01
47964 36 BIO10
47965 80 FIS01
47966 36 FIS01
47967 64 IINF05
47968 71 BIO10
47969 85 MAT01
47970 86 AGR03
47971 17 CHIM02
47972 77 AGR03
47973 87 MED18
47974 59 IINF05
47975 14 IINF04
47976 14 IINF04
47977 86 MAT01
47978 64 FIS01
47979 65 MED18
47980 89 AGR03
47981 32 IINF04
47982 64 BIO10
47983 84 FIS01
47984 58 INGIND35
47985 84 AGR03
47986 6 INGIND35
47987 18 MED18
47988 29 FIS01
47989 8 IINF05
47990 31 INF01
47991 11 MED18
47992 89 AGR03
47993 78 FIS01
47994 34 BIO10
47995 22 CHIM02
47996 52 AGR03
47997 48 INF01
47998 18 AGR03
47999 45 CHIM02
48000 11 INGIND35
48001 55 MED18
48002 43 MED18
48003 49 BIO10
48004 75 MAT01
48005 40 MAT01
48006 17 IINF04
48007 6 IINF05
48008 15 INGIND35
48009 88 INF01
48010 32 FIS01
48011 87 INF01
