5877 INF01 7
88096 28 CHIM02
88097 33 AGR03
88098 61 CHIM02
88099 85 AGR03
88100 20 INF01
88101 82 BIO10
88102 46 IINF05
88103 72 AGR03
88104 38 INGIND35
88105 78 IINF05
88106 77 MAT01
88107 76 MED18
88108 24 AGR03
88109 16 MAT01
88110 52 INGIND35
88111 61 BIO10
88112 25 CHIM02
88113 47 AGR03
88114 65 IINF04
88115 50 MAT01
88116 14 INGIND35
88117 74 IINF05
88118 91 INGIND35
88119 30 BIO10
88120 41 MAT01
88121 14 MAT01
88122 35 FIS01
88123 82 FIS01
88124 7 IINF05
88125 33 FIS01
88126 1 FIS01
88127 99 IINF04
88128 99 IINF05
88129 14 INF01
88130 50 CHIM02
88131 63 AGR03
88132 39 IINF05
88133 45 MAT01
88134 49 INF01
88135 50 CHIM02
88136 58 INGIND35
88137 2 INGIND35
88138 9 FIS01
88139 19 AGR03
88140 73 IINF05
88141 75 INGIND35
88142 15 INGIND35
88143 82 IINF05
88144 54 BIO10
88145 39 FIS01
88146 65 CHIM02
88147 31 IINF04
88148 2 IINF05
88149 4 INGIND35
88150 16 BIO10
88151 80 FIS01
88152 69 BIO10
88153 23 IINF05
88154 59 CHIM02
88155 97 AGR03
88156 72 BIO10
88157 97 AGR03
88158 13 FIS01
88159 53 INF01
88160 51 FIS01
88161 50 IINF04
88162 30 IINF05
88163 47 IINF05
88164 89 INF01
88165 65 BIO10
88166 64 CHIM02
88167 13 CHIM02
88168 20 INGIND35
88169 39 IINF05
88170 23 AGR03
88171 63 MED18
88172 15 MAT01
88173 95 MED18
88174 33 AGR03
88175 74 AGR03
88176 36 IINF05
88177 69 MED18
88178 55 FIS01
88179 27 MED18
88180 86 INF01
88181 16 AGR03
88182 16 MED18
88183 58 FIS01
88184 22 CHIM02
88185 47 INF01
88186 13 AGR03
88187 7 FIS01
88188 3 IINF04
88189 59 IINF04
88190 22 IINF04
88191 85 INF01
88192 30 MAT01
88193 92 MED18
88194 90 MAT01
88195 70 BIO10
88196 87 FIS01
88197 16 IINF05
88198 25 CHIM02
88199 22 MED18
88200 85 BIO10
88201 14 FIS01
88202 20 BIO10
88203 63 AGR03
88204 45 MAT01
88205 9 IINF04
88206 33 AGR03
88207 12 MAT01
88208 52 FIS01
88209 76 AGR03
88210 6 MAT01
88211 74 IINF04
88212 97 AGR03
88213 11 IINF05
88214 52 MED18
88215 52 IINF05
88216 72 CHIM02
88217 21 IINF05
88218 7 INF01
88219 63 INGIND35
88220 40 IINF05
88221 26 BIO10
88222 1 IINF04
88223 13 IINF05
88224 48 MAT01
88225 43 CHIM02
88226 80 FIS01
88227 50 IINF05
88228 69 INGIND35
88229 22 CHIM02
88230 79 IINF04
88231 8 FIS01
88232 98 IINF05
88233 99 INF01
88234 61 BIO10
88235 61 MAT01
88236 55 AGR03
88237 28 IINF04
88238 29 AGR03
88239 29 MAT01
88240 99 CHIM02
88241 2 IINF05
88242 54 FIS01
88243 94 INGIND35
88244 95 BIO10
88245 30 IINF04
88246 30 MAT01
88247 53 IINF04
88248 29 MAT01
88249 34 AGR03
88250 12 MED18
88251 58 BIO10
88252 61 IINF05
88253 75 MED18
88254 16 BIO10
88255 41 IINF04
88256 29 INGIND35
88257 35 FIS01
88258 82 INGIND35
88259 45 AGR03
88260 55 BIO10
88261 85 MED18
88262 46 IINF04
88263 56 INGIND35
88264 27 BIO10
88265 93 IINF05
88266 84 BIO10
88267 22 INF01
88268 62 IINF05
88269 70 IINF05
88270 10 INGIND35
88271 67 MED18
88272 95 MAT01
88273 56 IINF05
88274 80 INGIND35
88275 62 MED18
88276 95 BIO10
88277 29 IINF04
88278 27 IINF04
88279 24 BIO10
88280 73 CHIM02
88281 74 IINF04
88282 30 CHIM02
88283 73 INF01
88284 55 IINF04
88285 74 MED18
88286 9 FIS01
88287 62 MAT01
88288 11 INF01
88289 97 IINF04
88290 83 BIO10
88291 13 FIS01
88292 26 IINF05
88293 90 BIO10
88294 74 MED18
88295 42 IINF05
88296 28 AGR03
88297 91 MAT01
88298 42 MAT01
88299 28 IINF05
88300 28 CHIM02
88301 1 IINF04
88302 29 INGIND35
88303 54 IINF04
88304 53 BIO10
88305 41 FIS01
88306 6 FIS01
88307 54 IINF04
88308 61 IINF04
88309 66 CHIM02
88310 41 IINF04
88311 10 FIS01
88312 92 FIS01
88313 94 BIO10
88314 5 BIO10
88315 47 IINF05
88316 48 MAT01
88317 23 IINF04
88318 65 INGIND35
88319 55 BIO10
88320 46 INGIND35
88321 80 INGIND35
88322 100 MAT01
88323 56 MED18
88324 96 MED18
88325 94 BIO10
88326 32 IINF04
88327 80 IINF05
88328 66 BIO10
88329 48 MED18
88330 24 INF01
88331 15 INF01
88332 71 IINF04
88333 40 FIS01
88334 60 INF01
88335 70 INGIND35
88336 3 MAT01
88337 5 FIS01
88338 18 MAT01
88339 82 INF01
88340 38 BIO10
88341 21 BIO10
88342 57 MAT01
88343 4 MED18
88344 81 FIS01
88345 21 AGR03
88346 12 AGR03
88347 88 INF01
88348 42 FIS01
88349 57 MED18
88350 60 INF01
88351 4 IINF05
88352 53 MED18
88353 45 INGIND35
88354 78 MAT01
88355 25 AGR03
88356 36 IINF04
88357 83 BIO10
88358 48 CHIM02
88359 79 FIS01
88360 25 CHIM02
88361 3 CHIM02
88362 86 AGR03
88363 94 AGR03
88364 87 INGIND35
88365 18 IINF04
88366 46 IINF05
88367 19 AGR03
88368 31 INGIND35
88369 99 MAT01
88370 100 CHIM02
88371 90 INGIND35
88372 39 INGIND35
88373 82 BIO10
88374 97 FIS01
88375 95 MAT01
88376 30 AGR03
88377 28 MAT01
88378 51 FIS01
88379 20 IINF04
88380 33 AGR03
88381 43 IINF04
88382 39 AGR03
88383 60 AGR03
88384 48 INGIND35
88385 53 MAT01
88386 56 FIS01
88387 70 BIO10
88388 83 IINF04
88389 10 CHIM02
88390 76 AGR03
88391 17 CHIM02
88392 53 INGIND35
88393 44 INGIND35
88394 27 MAT01
88395 85 BIO10
88396 28 MAT01
88397 89 INGIND35
88398 8 AGR03
88399 32 FIS01
88400 28 AGR03
88401 52 INGIND35
88402 78 BIO10
88403 95 IINF04
88404 52 BIO10
88405 47 INGIND35
88406 42 INF01
88407 7 INGIND35
88408 35 IINF05
88409 94 MAT01
88410 44 FIS01
88411 51 MAT01
88412 30 AGR03
88413 83 FIS01
88414 50 CHIM02
88415 72 IINF05
88416 66 INF01
88417 77 IINF05
88418 22 INGIND35
88419 80 INF01
88420 10 BIO10
88421 33 AGR03
88422 57 IINF04
88423 74 CHIM02
88424 24 CHIM02
88425 65 AGR03
88426 1 MAT01
88427 9 FIS01
88428 98 IINF04
88429 61 IINF05
88430 94 CHIM02
88431 84 IINF05
88432 47 INF01
88433 70 INF01
88434 66 FIS01
88435 37 MAT01
88436 43 IINF05
88437 6 AGR03
88438 66 INF01
88439 57 FIS01
88440 88 INF01
88441 61 INF01
88442 71 INGIND35
88443 77 BIO10
88444 92 INGIND35
88445 52 AGR03
88446 3 MAT01
88447 73 MED18
88448 91 INGIND35
88449 60 INF01
88450 61 BIO10
88451 100 MED18
88452 8 IINF05
88453 60 MED18
88454 4 AGR03
88455 17 MAT01
88456 84 INF01
88457 41 BIO10
88458 13 INGIND35
88459 35 BIO10
88460 71 INGIND35
88461 68 CHIM02
88462 13 MED18
88463 39 CHIM02
88464 43 AGR03
88465 5 MED18
88466 94 IINF04
88467 92 IINF04
88468 14 FIS01
88469 47 INF01
88470 30 CHIM02
88471 19 INGIND35
88472 40 INF01
88473 70 IINF04
88474 57 IINF04
88475 97 BIO10
88476 79 MED18
88477 84 INGIND35
88478 77 IINF05
88479 20 MED18
88480 47 MED18
88481 97 MED18
88482 98 INGIND35
88483 66 MAT01
88484 51 INGIND35
88485 34 BIO10
88486 37 MAT01
88487 78 AGR03
88488 70 MAT01
88489 30 INF01
88490 78 CHIM02
88491 90 MED18
88492 31 CHIM02
88493 9 IINF05
88494 4 FIS01
88495 87 IINF04
88496 86 IINF04
88497 10 AGR03
88498 64 MED18
88499 62 IINF05
88500 7 INF01
88501 77 MAT01
88502 52 INF01
88503 22 MAT01
88504 85 INF01
88505 97 IINF05
88506 69 INF01
88507 76 FIS01
88508 53 BIO10
88509 40 FIS01
88510 73 CHIM02
88511 58 IINF04
88512 62 BIO10
88513 77 BIO10
88514 12 MED18
88515 36 INGIND35
88516 38 MED18
88517 20 INF01
88518 82 INGIND35
88519 28 MED18
88520 13 MED18
88521 97 BIO10
88522 4 CHIM02
88523 30 MED18
88524 61 CHIM02
88525 43 INF01
88526 30 CHIM02
88527 72 AGR03
88528 82 AGR03
88529 38 CHIM02
88530 70 FIS01
88531 72 CHIM02
88532 23 IINF05
88533 14 MAT01
88534 62 BIO10
88535 48 FIS01
88536 52 IINF05
88537 94 CHIM02
88538 8 IINF05
88539 55 BIO10
88540 21 INGIND35
88541 52 MAT01
88542 18 IINF05
88543 39 CHIM02
88544 66 MED18
88545 80 INGIND35
88546 50 INF01
88547 99 IINF05
88548 47 CHIM02
88549 34 MAT01
88550 16 INGIND35
88551 89 MAT01
88552 90 CHIM02
88553 48 IINF04
88554 59 AGR03
88555 11 IINF04
88556 54 INGIND35
88557 36 MED18
88558 57 MED18
88559 32 INF01
88560 26 FIS01
88561 11 MED18
88562 45 CHIM02
88563 31 MAT01
88564 77 INGIND35
88565 42 INGIND35
88566 25 MAT01
88567 80 MAT01
88568 75 CHIM02
88569 85 MED18
88570 5 IINF05
88571 89 INF01
88572 76 BIO10
88573 4 FIS01
88574 66 IINF04
88575 80 IINF05
88576 54 MAT01
88577 72 MAT01
88578 46 IINF05
88579 27 AGR03
88580 83 MAT01
88581 14 INF01
88582 47 INF01
88583 65 MAT01
88584 68 AGR03
88585 87 INF01
88586 50 INF01
88587 56 MED18
88588 22 IINF04
88589 41 FIS01
88590 50 INGIND35
88591 55 MAT01
88592 5 CHIM02
88593 20 INF01
88594 9 MAT01
88595 21 IINF04
88596 41 INGIND35
88597 50 INGIND35
88598 18 IINF04
88599 72 IINF05
88600 7 BIO10
88601 86 INGIND35
88602 97 IINF05
88603 89 MED18
88604 73 MAT01
88605 92 IINF04
88606 25 MAT01
88607 17 MAT01
88608 75 IINF05
88609 10 INGIND35
88610 75 IINF05
88611 81 INF01
88612 44 MED18
88613 49 MED18
88614 16 MED18
88615 97 IINF04
88616 6 INF01
88617 16 MED18
88618 59 FIS01
88619 75 AGR03
88620 94 INF01
88621 64 CHIM02
88622 33 MED18
88623 24 MAT01
88624 65 FIS01
88625 76 BIO10
88626 37 MAT01
88627 99 MAT01
88628 24 INF01
88629 20 IINF04
88630 100 IINF05
88631 5 IINF05
88632 67 CHIM02
88633 46 MED18
88634 24 AGR03
88635 85 AGR03
88636 12 INF01
88637 36 IINF04
88638 91 CHIM02
88639 3 FIS01
88640 95 FIS01
88641 35 CHIM02
88642 32 AGR03
88643 51 BIO10
88644 88 IINF05
88645 22 INGIND35
88646 95 INF01
88647 98 AGR03
88648 67 IINF04
88649 41 AGR03
88650 66 IINF05
88651 70 FIS01
88652 48 CHIM02
88653 61 MAT01
88654 4 MAT01
88655 73 MAT01
88656 16 CHIM02
88657 61 IINF05
88658 24 BIO10
88659 75 IINF04
88660 92 INGIND35
88661 37 INGIND35
88662 77 MAT01
88663 81 MAT01
88664 98 INF01
88665 11 MAT01
88666 97 MED18
88667 25 AGR03
88668 75 FIS01
88669 51 IINF05
88670 70 MAT01
88671 71 IINF05
88672 52 MAT01
88673 92 MED18
88674 75 FIS01
88675 56 IINF04
88676 83 FIS01
88677 33 INGIND35
88678 27 CHIM02
88679 35 IINF05
88680 66 CHIM02
88681 93 CHIM02
88682 10 MAT01
88683 46 MAT01
88684 30 CHIM02
88685 10 BIO10
88686 96 BIO10
88687 97 IINF04
88688 99 IINF05
88689 64 IINF05
88690 5 MAT01
88691 45 MED18
88692 23 BIO10
88693 10 AGR03
88694 58 INGIND35
88695 77 INF01
88696 76 CHIM02
88697 51 AGR03
88698 98 CHIM02
88699 41 INGIND35
88700 61 INF01
88701 66 IINF04
88702 64 IINF04
88703 92 MAT01
88704 92 MAT01
88705 86 MED18
88706 8 FIS01
88707 90 INF01
88708 79 INF01
88709 42 MED18
88710 78 BIO10
88711 42 AGR03
88712 45 CHIM02
88713 11 IINF04
88714 87 MED18
88715 59 INGIND35
88716 34 BIO10
88717 27 MAT01
88718 12 CHIM02
88719 42 AGR03
88720 81 MAT01
88721 51 MED18
88722 79 CHIM02
88723 57 IINF05
88724 80 FIS01
88725 79 AGR03
88726 6 INGIND35
88727 85 INGIND35
88728 23 AGR03
88729 99 BIO10
88730 78 IINF05
88731 89 INGIND35
88732 81 INF01
88733 29 IINF05
88734 40 INF01
88735 25 INF01
88736 35 MED18
88737 46 MAT01
88738 54 AGR03
88739 61 MAT01
88740 24 CHIM02
88741 78 INF01
88742 23 MED18
88743 13 INGIND35
88744 19 IINF04
88745 71 INGIND35
88746 33 AGR03
88747 49 INGIND35
88748 77 MAT01
88749 62 AGR03
88750 42 IINF04
88751 71 MAT01
88752 15 FIS01
88753 73 MAT01
88754 65 FIS01
88755 29 AGR03
88756 99 INGIND35
88757 55 MAT01
88758 36 INF01
88759 34 BIO10
88760 12 IINF04
88761 90 INF01
88762 29 MED18
88763 55 AGR03
88764 91 IINF04
88765 46 MED18
88766 94 AGR03
88767 3 INF01
88768 84 MAT01
88769 35 AGR03
88770 71 INGIND35
88771 15 MED18
88772 55 INGIND35
88773 34 FIS01
88774 15 IINF05
88775 67 BIO10
88776 57 CHIM02
88777 15 AGR03
88778 83 MAT01
88779 62 CHIM02
88780 25 IINF05
88781 86 INF01
88782 27 IINF04
88783 46 IINF05
88784 85 INF01
88785 15 BIO10
88786 9 IINF05
88787 36 IINF04
88788 100 INGIND35
88789 50 IINF05
88790 68 IINF05
88791 60 AGR03
88792 67 BIO10
88793 83 MAT01
88794 13 CHIM02
88795 70 IINF04
88796 12 IINF04
88797 1 INGIND35
88798 82 FIS01
88799 58 AGR03
88800 63 INF01
88801 12 MAT01
88802 25 INGIND35
88803 99 MED18
88804 93 MED18
88805 69 CHIM02
88806 68 IINF04
88807 79 MED18
88808 93 IINF04
88809 5 MAT01
88810 2 INF01
88811 11 FIS01
88812 77 IINF04
88813 78 MAT01
88814 86 IINF04
88815 99 IINF05
88816 47 INF01
88817 20 FIS01
88818 45 AGR03
88819 81 IINF05
88820 38 INGIND35
88821 4 MAT01
88822 86 MAT01
88823 60 IINF04
88824 3 MAT01
88825 94 IINF04
88826 98 AGR03
88827 100 AGR03
88828 96 MED18
88829 59 IINF04
88830 9 IINF04
88831 30 INGIND35
88832 26 INF01
88833 51 IINF05
88834 6 INF01
88835 24 IINF04
88836 7 AGR03
88837 34 MED18
88838 96 FIS01
88839 93 FIS01
88840 42 AGR03
88841 91 IINF05
88842 21 INGIND35
88843 41 IINF04
88844 15 CHIM02
88845 23 FIS01
88846 3 FIS01
88847 36 MAT01
88848 27 IINF04
88849 62 INF01
88850 26 IINF04
88851 76 IINF05
88852 72 IINF04
88853 50 FIS01
88854 35 MAT01
88855 1 INGIND35
88856 30 MAT01
88857 77 INGIND35
88858 97 MED18
88859 81 MED18
88860 72 BIO10
88861 47 BIO10
88862 35 CHIM02
88863 26 MAT01
88864 76 MED18
88865 10 IINF04
88866 83 IINF05
88867 32 INF01
88868 47 FIS01
88869 87 IINF05
88870 10 IINF04
88871 26 INGIND35
88872 32 INGIND35
88873 59 INF01
88874 15 MAT01
88875 27 MAT01
88876 77 MAT01
88877 41 IINF05
88878 86 BIO10
88879 96 INF01
88880 67 INF01
88881 48 INGIND35
88882 90 IINF04
88883 47 MED18
88884 34 INGIND35
88885 20 IINF05
88886 25 MAT01
88887 61 AGR03
88888 96 MED18
88889 59 INF01
88890 75 IINF04
88891 87 AGR03
88892 68 BIO10
88893 19 INF01
88894 54 AGR03
88895 95 CHIM02
88896 75 CHIM02
88897 63 INGIND35
88898 49 BIO10
88899 59 CHIM02
88900 80 MED18
88901 47 MAT01
88902 48 INF01
88903 34 INGIND35
88904 22 INGIND35
88905 10 IINF05
88906 47 AGR03
88907 58 INF01
88908 69 AGR03
88909 5 IINF05
88910 98 INGIND35
88911 77 MAT01
88912 45 MED18
88913 1 INF01
88914 44 MAT01
88915 43 AGR03
88916 76 INGIND35
88917 81 AGR03
88918 56 IINF04
88919 88 IINF05
88920 57 IINF05
88921 17 BIO10
88922 29 BIO10
88923 94 INF01
88924 10 IINF04
88925 42 FIS01
88926 65 INF01
88927 83 CHIM02
88928 1 IINF04
88929 36 INGIND35
88930 57 CHIM02
88931 50 INGIND35
88932 44 BIO10
88933 85 AGR03
88934 5 IINF04
88935 39 BIO10
88936 29 INF01
88937 31 IINF04
88938 53 AGR03
88939 85 IINF04
88940 66 CHIM02
88941 52 MED18
88942 19 BIO10
88943 6 IINF05
88944 98 BIO10
88945 54 INF01
88946 70 BIO10
88947 79 IINF04
88948 70 AGR03
88949 7 BIO10
88950 96 CHIM02
88951 6 INGIND35
88952 30 CHIM02
88953 87 MED18
88954 78 IINF04
88955 93 AGR03
88956 10 CHIM02
88957 81 BIO10
88958 87 IINF04
88959 67 FIS01
88960 37 MED18
88961 7 IINF05
88962 39 AGR03
88963 34 IINF04
88964 71 INF01
88965 40 CHIM02
88966 51 INF01
88967 48 CHIM02
88968 32 AGR03
88969 7 FIS01
88970 67 INF01
88971 69 INGIND35
88972 91 FIS01
88973 80 BIO10
88974 74 FIS01
88975 19 INGIND35
88976 4 INGIND35
88977 54 CHIM02
88978 33 INF01
88979 24 FIS01
88980 22 MED18
88981 77 INGIND35
88982 59 IINF05
88983 71 INGIND35
88984 48 FIS01
88985 37 IINF05
88986 74 AGR03
88987 97 INGIND35
88988 65 FIS01
88989 76 BIO10
88990 64 IINF05
88991 33 INF01
88992 70 BIO10
88993 85 BIO10
88994 31 IINF05
88995 49 MED18
88996 32 MAT01
88997 22 INGIND35
88998 2 INF01
88999 95 IINF05
89000 83 AGR03
89001 88 BIO10
89002 94 IINF05
89003 98 MAT01
89004 89 INF01
89005 7 MED18
89006 66 MAT01
89007 78 MAT01
89008 17 AGR03
89009 15 FIS01
89010 47 MAT01
89011 35 FIS01
89012 39 IINF05
89013 30 INF01
89014 86 INF01
89015 17 BIO10
89016 35 FIS01
89017 99 MED18
89018 86 FIS01
89019 4 BIO10
89020 18 CHIM02
89021 65 FIS01
89022 99 BIO10
89023 99 INGIND35
89024 14 INF01
89025 52 BIO10
89026 73 INGIND35
89027 79 IINF04
89028 88 IINF04
89029 19 MED18
89030 29 IINF04
89031 84 BIO10
89032 8 MAT01
89033 12 CHIM02
89034 44 BIO10
89035 67 AGR03
89036 76 CHIM02
89037 50 BIO10
89038 74 AGR03
89039 33 MAT01
89040 68 AGR03
89041 95 IINF04
89042 93 INF01
89043 99 AGR03
89044 63 INGIND35
89045 68 BIO10
89046 88 IINF05
89047 23 AGR03
89048 32 CHIM02
89049 14 INGIND35
89050 70 BIO10
89051 12 MED18
89052 57 AGR03
89053 98 IINF04
89054 60 IINF05
89055 21 IINF04
89056 47 CHIM02
89057 55 INGIND35
89058 78 MAT01
89059 79 CHIM02
89060 54 FIS01
89061 8 IINF04
89062 96 MED18
89063 3 FIS01
89064 22 AGR03
89065 37 MAT01
89066 59 IINF04
89067 69 BIO10
89068 94 INGIND35
89069 41 FIS01
89070 85 CHIM02
89071 31 FIS01
89072 42 INF01
89073 14 MED18
89074 73 CHIM02
89075 6 MED18
89076 16 FIS01
89077 38 AGR03
89078 33 BIO10
89079 75 AGR03
89080 94 CHIM02
89081 56 BIO10
89082 91 INGIND35
89083 47 IINF05
89084 94 CHIM02
89085 43 CHIM02
89086 9 BIO10
89087 24 CHIM02
89088 87 IINF05
89089 13 BIO10
89090 10 IINF04
89091 66 FIS01
89092 41 FIS01
89093 92 IINF04
89094 81 BIO10
89095 80 INGIND35
89096 95 CHIM02
89097 44 INGIND35
89098 6 INGIND35
89099 89 MAT01
89100 32 IINF04
89101 77 MED18
89102 53 AGR03
89103 64 IINF04
89104 27 INF01
89105 59 INF01
89106 1 IINF04
89107 5 INGIND35
89108 21 CHIM02
89109 97 MAT01
89110 2 AGR03
89111 1 MAT01
89112 57 INF01
89113 92 INGIND35
89114 50 IINF05
89115 56 INGIND35
89116 22 INGIND35
89117 39 BIO10
89118 5 MAT01
89119 61 MAT01
89120 10 MED18
89121 91 MAT01
89122 46 INGIND35
89123 5 INF01
89124 54 BIO10
89125 15 INF01
89126 75 CHIM02
89127 77 AGR03
89128 57 INF01
89129 62 AGR03
89130 72 BIO10
89131 81 AGR03
89132 90 MAT01
89133 92 IINF04
89134 99 IINF04
89135 29 IINF04
89136 76 IINF04
89137 45 IINF05
89138 19 MAT01
89139 77 INGIND35
89140 85 INF01
89141 89 FIS01
89142 58 CHIM02
89143 46 MED18
89144 35 INF01
89145 36 IINF05
89146 66 MAT01
89147 60 MED18
89148 36 AGR03
89149 39 IINF05
89150 16 INGIND35
89151 45 IINF04
89152 28 MED18
89153 65 INGIND35
89154 23 FIS01
89155 73 MAT01
89156 50 IINF05
89157 48 MED18
89158 73 CHIM02
89159 49 MED18
89160 50 IINF05
89161 74 BIO10
89162 6 BIO10
89163 73 FIS01
89164 81 IINF04
89165 42 BIO10
89166 90 MED18
89167 42 BIO10
89168 17 AGR03
89169 89 MED18
89170 31 IINF04
89171 100 IINF05
89172 1 MED18
89173 5 AGR03
89174 9 IINF05
89175 62 FIS01
89176 97 AGR03
89177 20 AGR03
89178 4 IINF05
89179 4 INF01
89180 58 FIS01
89181 98 BIO10
89182 59 MAT01
89183 25 MED18
89184 69 AGR03
89185 59 INF01
89186 5 INGIND35
89187 58 AGR03
89188 25 INGIND35
89189 30 BIO10
89190 94 IINF05
89191 38 INF01
89192 86 INGIND35
89193 1 IINF04
89194 97 INF01
89195 89 IINF04
89196 30 IINF05
89197 43 BIO10
89198 14 BIO10
89199 67 INF01
89200 47 AGR03
89201 47 AGR03
89202 59 FIS01
89203 47 AGR03
89204 95 MED18
89205 12 MED18
89206 4 AGR03
89207 42 IINF05
89208 95 BIO10
89209 67 MAT01
89210 53 CHIM02
89211 42 INF01
89212 7 INGIND35
89213 18 MAT01
89214 55 BIO10
89215 34 MED18
89216 56 INGIND35
89217 52 INGIND35
89218 89 INGIND35
89219 15 BIO10
89220 47 CHIM02
89221 70 AGR03
89222 12 IINF04
89223 69 IINF05
89224 100 INGIND35
89225 10 BIO10
89226 33 AGR03
89227 19 MED18
89228 47 INF01
89229 62 IINF04
89230 16 CHIM02
89231 27 IINF04
89232 57 MED18
89233 65 MAT01
89234 79 INF01
89235 43 MAT01
89236 14 MED18
89237 49 INGIND35
89238 27 IINF04
89239 87 CHIM02
89240 31 FIS01
89241 18 INGIND35
89242 39 IINF05
89243 9 IINF05
89244 96 IINF04
89245 70 MAT01
89246 26 MAT01
89247 39 FIS01
89248 2 IINF05
89249 64 BIO10
89250 36 CHIM02
89251 76 AGR03
89252 34 CHIM02
89253 24 INF01
89254 67 IINF04
89255 43 MAT01
89256 1 INGIND35
89257 63 MAT01
89258 5 IINF04
89259 70 MAT01
89260 83 INF01
89261 36 BIO10
89262 73 MED18
89263 57 FIS01
89264 49 AGR03
89265 67 AGR03
89266 76 IINF04
89267 87 FIS01
89268 36 IINF04
89269 65 BIO10
89270 78 AGR03
89271 60 INGIND35
89272 79 BIO10
89273 16 INGIND35
89274 63 INGIND35
89275 97 INF01
89276 73 INGIND35
89277 6 CHIM02
89278 38 IINF04
89279 28 IINF05
89280 54 FIS01
89281 76 INF01
89282 6 BIO10
89283 67 MED18
89284 72 MAT01
89285 17 CHIM02
89286 25 AGR03
89287 60 AGR03
89288 68 INF01
89289 80 FIS01
89290 45 IINF05
89291 74 MED18
89292 7 IINF05
89293 17 BIO10
89294 64 IINF05
89295 76 IINF05
89296 3 INGIND35
89297 85 MED18
89298 8 AGR03
89299 21 AGR03
89300 45 AGR03
89301 38 BIO10
89302 82 IINF05
89303 76 INF01
89304 22 MAT01
89305 95 INF01
89306 31 INF01
89307 53 AGR03
89308 67 INF01
89309 94 MED18
89310 56 IINF04
89311 1 BIO10
89312 77 FIS01
89313 63 FIS01
89314 95 AGR03
89315 4 AGR03
89316 44 INGIND35
89317 88 IINF05
89318 1 INF01
89319 18 BIO10
89320 2 CHIM02
89321 43 INF01
89322 34 IINF05
89323 31 AGR03
89324 79 MAT01
89325 20 CHIM02
89326 45 IINF04
89327 77 FIS01
89328 99 MAT01
89329 39 BIO10
89330 74 CHIM02
89331 99 INGIND35
89332 46 CHIM02
89333 21 IINF05
89334 60 INGIND35
89335 91 IINF05
89336 26 INF01
89337 31 INF01
89338 84 IINF04
89339 5 CHIM02
89340 61 IINF05
89341 72 INF01
89342 70 IINF05
89343 23 IINF05
89344 62 INF01
89345 15 INF01
89346 69 INF01
89347 11 INF01
89348 11 IINF04
89349 30 INF01
89350 68 INF01
89351 7 MAT01
89352 63 INF01
89353 97 MAT01
89354 70 IINF04
89355 58 CHIM02
89356 40 FIS01
89357 49 BIO10
89358 78 BIO10
89359 20 AGR03
89360 51 MAT01
89361 80 FIS01
89362 64 FIS01
89363 24 MAT01
89364 49 AGR03
89365 64 CHIM02
89366 73 MAT01
89367 37 FIS01
89368 78 INF01
89369 31 IINF05
89370 14 MAT01
89371 9 INF01
89372 28 IINF04
89373 18 IINF05
89374 25 INGIND35
89375 20 MED18
89376 94 IINF04
89377 38 AGR03
89378 23 MAT01
89379 92 FIS01
89380 30 INGIND35
89381 63 FIS01
89382 31 FIS01
89383 11 IINF04
89384 26 CHIM02
89385 64 AGR03
89386 82 AGR03
89387 57 AGR03
89388 4 MAT01
89389 81 MAT01
89390 39 MAT01
89391 67 CHIM02
89392 16 CHIM02
89393 95 MAT01
89394 7 CHIM02
89395 14 BIO10
89396 58 CHIM02
89397 53 INF01
89398 66 MAT01
89399 47 AGR03
89400 2 CHIM02
89401 50 MAT01
89402 90 MAT01
89403 81 AGR03
89404 61 IINF04
89405 94 INF01
89406 13 INF01
89407 60 CHIM02
89408 87 CHIM02
89409 32 INF01
89410 17 BIO10
89411 60 FIS01
89412 64 INF01
89413 44 BIO10
89414 70 BIO10
89415 78 INF01
89416 51 INF01
89417 47 INF01
89418 72 BIO10
89419 56 IINF04
89420 63 IINF04
89421 5 INGIND35
89422 37 BIO10
89423 5 MAT01
89424 7 INGIND35
89425 27 AGR03
89426 25 AGR03
89427 7 INGIND35
89428 20 AGR03
89429 21 CHIM02
89430 62 INF01
89431 97 INF01
89432 72 IINF05
89433 40 BIO10
89434 83 INF01
89435 18 INGIND35
89436 71 MED18
89437 53 INGIND35
89438 51 CHIM02
89439 35 BIO10
89440 6 INGIND35
89441 58 AGR03
89442 96 MAT01
89443 30 BIO10
89444 64 AGR03
89445 70 MAT01
89446 10 BIO10
89447 87 MAT01
89448 34 MAT01
89449 9 AGR03
89450 92 FIS01
89451 17 BIO10
89452 70 MED18
89453 64 INGIND35
89454 85 MAT01
89455 58 BIO10
89456 100 CHIM02
89457 46 INF01
89458 96 IINF05
89459 47 IINF05
89460 12 MED18
89461 13 AGR03
89462 87 INGIND35
89463 25 BIO10
89464 11 INGIND35
89465 55 AGR03
89466 18 INGIND35
89467 4 INF01
89468 13 FIS01
89469 46 IINF04
89470 69 AGR03
89471 99 IINF04
89472 28 INGIND35
89473 32 IINF04
89474 64 MAT01
89475 42 AGR03
89476 86 MAT01
89477 97 CHIM02
89478 54 MAT01
89479 69 MAT01
89480 77 IINF04
89481 83 IINF04
89482 79 IINF04
89483 73 FIS01
89484 78 INGIND35
89485 3 FIS01
89486 14 CHIM02
89487 93 BIO10
89488 55 AGR03
89489 64 MED18
89490 36 IINF04
89491 32 MED18
89492 79 FIS01
